content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Aplikasi cukup mudah dimengerti untuk pemula. Tapi saran saja kali ya. Ketika mau buka aplikasinya jangan langsung ke beranda, misal masuk kan pin atau password dulu gitu.",5,Positif,aplikasi cukup mudah dimengerti untuk pemula tapi saran saja kali ya ketika mau buka aplikasinya jangan langsung ke beranda misal masuk kan pin atau password dulu gitu,aplikasi mudah dimengerti pemula saran kali ya buka aplikasinya langsung beranda masuk pin password gitu,"['aplikasi', 'mudah', 'dimengerti', 'pemula', 'saran', 'kali', 'ya', 'buka', 'aplikasinya', 'langsung', 'beranda', 'masuk', 'pin', 'password', 'gitu']",aplikasi mudah erti mula saran kali ya buka aplikasi langsung beranda masuk pin password gitu
untuk pemula sangat membantu. proses transaksi cepat. semoga tetap konsisten. banyak pelajaran untuk cara berinvestasi,5,Positif,untuk pemula sangat membantu proses transaksi cepat semoga tetap konsisten banyak pelajaran untuk cara berinvestasi,pemula membantu proses transaksi cepat semoga konsisten pelajaran berinvestasi,"['pemula', 'membantu', 'proses', 'transaksi', 'cepat', 'semoga', 'konsisten', 'pelajaran', 'berinvestasi']",mula bantu proses transaksi cepat moga konsisten ajar investasi
"Bagus UI nya kalo bisa ada dark mode min kebanyakan orang tidak suka tampilan berwarna putih polos saja kalo bisa ada tambahan fitur Dark mode, PR untuk anak IT nya sekedar saran",5,Positif,bagus ui nya kalo bisa ada dark mode min kebanyakan orang tidak suka tampilan berwarna putih polos saja kalo bisa ada tambahan fitur dark mode pr untuk anak it nya sekedar saran,bagus ui nya kalo dark mode min kebanyakan orang suka tampilan berwarna putih polos kalo tambahan fitur dark mode pr anak it nya sekedar saran,"['bagus', 'ui', 'nya', 'kalo', 'dark', 'mode', 'min', 'kebanyakan', 'orang', 'suka', 'tampilan', 'berwarna', 'putih', 'polos', 'kalo', 'tambahan', 'fitur', 'dark', 'mode', 'pr', 'anak', 'it', 'nya', 'sekedar', 'saran']",bagus ui nya kalo dark mode min banyak orang suka tampil warna putih polos kalo tambah fitur dark mode pr anak it nya dar saran
"Bibit sangat membantu kendalanya di penjualan makan waktu hampir 9 hari.. Kalo bisa tolong maksimal penjual dan pembelian dalam waktu 2 hari.. Kalo buat pemula seperti saya.. Tidak sabar,pasti tidak mau ber invesstasi di sini lagi..",5,Positif,bibit sangat membantu kendalanya di penjualan makan waktu hampir  hari kalo bisa tolong maksimal penjual dan pembelian dalam waktu  hari kalo buat pemula seperti saya tidak sabarpasti tidak mau ber invesstasi di sini lagi,bibit membantu kendalanya penjualan makan kalo tolong maksimal penjual pembelian kalo pemula sabarpasti ber invesstasi,"['bibit', 'membantu', 'kendalanya', 'penjualan', 'makan', 'kalo', 'tolong', 'maksimal', 'penjual', 'pembelian', 'kalo', 'pemula', 'sabarpasti', 'ber', 'invesstasi']",bibit bantu kendala jual makan kalo tolong maksimal jual beli kalo mula sabarpasti ber invesstasi
"Aplikasi payah dan parah,....masa 3 minggu sahamnya turun trs...buat apa invest klau turun trs vaktualnya,klau turun bisa berminggu2,klau naik paling hebat bertahan 1 hari..rugi lah",1,Negatif,aplikasi payah dan parahmasa  minggu sahamnya turun trsbuat apa invest klau turun trs vaktualnyaklau turun bisa bermingguklau naik paling hebat bertahan  harirugi lah,aplikasi payah parahmasa minggu sahamnya turun trsbuat invest klau turun trs vaktualnyaklau turun bermingguklau hebat bertahan harirugi,"['aplikasi', 'payah', 'parahmasa', 'minggu', 'sahamnya', 'turun', 'trsbuat', 'invest', 'klau', 'turun', 'trs', 'vaktualnyaklau', 'turun', 'bermingguklau', 'hebat', 'bertahan', 'harirugi']",aplikasi payah parahmasa minggu saham turun trsbuat invest klau turun trs vaktualnyaklau turun bermingguklau hebat tahan harirugi
"Tidak cocok buat yang mau sewaktu"" butuh dana darurat soalnya pencairan nya lama lebih dari sehari nggak bisa langsung cair butuh waktu ber hari""",1,Negatif,tidak cocok buat yang mau sewaktu butuh dana darurat soalnya pencairan nya lama lebih dari sehari nggak bisa langsung cair butuh waktu ber hari,cocok butuh dana darurat pencairan nya sehari nggak langsung cair butuh ber,"['cocok', 'butuh', 'dana', 'darurat', 'pencairan', 'nya', 'sehari', 'nggak', 'langsung', 'cair', 'butuh', 'ber']",cocok butuh dana darurat cair nya hari nggak langsung cair butuh ber
"Agar lebih baik lagi, dan terutama untuk pencairan Dana lebih di kurangin lagi durasinya mungkin 5 hari atau bisa lebih kurang dari 3 hari. Semoga aja bisa di sepakati antara Bibit dan OJK. Karena setiap orang kebutuhannya berbeda-beda. Semoga ada solusi kedepannya, menjadi lebih baik",5,Positif,agar lebih baik lagi dan terutama untuk pencairan dana lebih di kurangin lagi durasinya mungkin  hari atau bisa lebih kurang dari  hari semoga aja bisa di sepakati antara bibit dan ojk karena setiap orang kebutuhannya berbedabeda semoga ada solusi kedepannya menjadi lebih baik,pencairan dana kurangin durasinya semoga aja sepakati bibit ojk orang kebutuhannya berbedabeda semoga solusi kedepannya,"['pencairan', 'dana', 'kurangin', 'durasinya', 'semoga', 'aja', 'sepakati', 'bibit', 'ojk', 'orang', 'kebutuhannya', 'berbedabeda', 'semoga', 'solusi', 'kedepannya']",cair dana rangin durasi moga aja sepakat bibit ojk orang butuh berbedabeda moga solusi depan
"Tolong sediakan fitur kalkulator yang bisa menghitung keuntungan dlm jangka waktu tertentu, dan bisa menghitung potongan, biaya adm, dll tanpa harus masuk dlu ke market dan memilih aset.",5,Positif,tolong sediakan fitur kalkulator yang bisa menghitung keuntungan dlm jangka waktu tertentu dan bisa menghitung potongan biaya adm dll tanpa harus masuk dlu ke market dan memilih aset,tolong sediakan fitur kalkulator menghitung keuntungan dlm jangka menghitung potongan biaya adm dll masuk dlu market memilih aset,"['tolong', 'sediakan', 'fitur', 'kalkulator', 'menghitung', 'keuntungan', 'dlm', 'jangka', 'menghitung', 'potongan', 'biaya', 'adm', 'dll', 'masuk', 'dlu', 'market', 'memilih', 'aset']",tolong sedia fitur kalkulator hitung untung dlm jangka hitung potong biaya adm dll masuk dlu market pilih aset
"Yg masih pemula jgn ragu buat mulai, bukan semata buat nyari keuntungan tp biar kita konsisten nabung. Yg masih bingung mungkin bisa nonton yt bang raditya dika, aku juga tau aplikasi ini dr bang radit. Selamat mencoba.. boleh pake kode referral punyaku: sobatzl",5,Positif,yg masih pemula jgn ragu buat mulai bukan semata buat nyari keuntungan tp biar kita konsisten nabung yg masih bingung mungkin bisa nonton yt bang raditya dika aku juga tau aplikasi ini dr bang radit selamat mencoba boleh pake kode referral punyaku sobatzl,yg pemula jgn ragu nyari keuntungan tp biar konsisten nabung yg bingung nonton yt bang raditya dika tau aplikasi dr bang radit selamat mencoba pake kode referral punyaku sobatzl,"['yg', 'pemula', 'jgn', 'ragu', 'nyari', 'keuntungan', 'tp', 'biar', 'konsisten', 'nabung', 'yg', 'bingung', 'nonton', 'yt', 'bang', 'raditya', 'dika', 'tau', 'aplikasi', 'dr', 'bang', 'radit', 'selamat', 'mencoba', 'pake', 'kode', 'referral', 'punyaku', 'sobatzl']",yg mula jgn ragu nyari untung tp biar konsisten nabung yg bingung nonton yt bang raditya dika tau aplikasi dr bang radit selamat coba pake kode referral punya sobatzl
Aplikasi sangat lambat Masuk daftar Bank Jago tapi kode OTP ga bisa di input,1,Negatif,aplikasi sangat lambat masuk daftar bank jago tapi kode otp ga bisa di input,aplikasi lambat masuk daftar bank jago kode otp ga input,"['aplikasi', 'lambat', 'masuk', 'daftar', 'bank', 'jago', 'kode', 'otp', 'ga', 'input']",aplikasi lambat masuk daftar bank jago kode otp ga input
"Aplikasi bibit sangat memudahkan untuk investasi SBN, namun dari segi aksesibilitas masih belum ramah untuk disabilitas netra. Saat bernavigasi menggunakan TalkBack di dalam Bibit, beberapa menu tidak bisa diakses. Misalnya untuk menentukan tanggal, tahun dan bulan tidak bisa diklik. Sedangkan saudaranya yaitu stockbit, hampir semua menu bisa diakses dengan pembaca layar talkback. BTW TalkBack sekarang berubah nama jadi Android accessibility switch. Semoga ke depan ada perbaikan di bibit.",1,Negatif,aplikasi bibit sangat memudahkan untuk investasi sbn namun dari segi aksesibilitas masih belum ramah untuk disabilitas netra saat bernavigasi menggunakan talkback di dalam bibit beberapa menu tidak bisa diakses misalnya untuk menentukan tanggal tahun dan bulan tidak bisa diklik sedangkan saudaranya yaitu stockbit hampir semua menu bisa diakses dengan pembaca layar talkback btw talkback sekarang berubah nama jadi android accessibility switch semoga ke depan ada perbaikan di bibit,aplikasi bibit memudahkan investasi sbn segi aksesibilitas ramah disabilitas netra bernavigasi talkback bibit menu diakses menentukan tanggal diklik saudaranya stockbit menu diakses pembaca layar talkback btw talkback berubah nama android accessibility switch semoga perbaikan bibit,"['aplikasi', 'bibit', 'memudahkan', 'investasi', 'sbn', 'segi', 'aksesibilitas', 'ramah', 'disabilitas', 'netra', 'bernavigasi', 'talkback', 'bibit', 'menu', 'diakses', 'menentukan', 'tanggal', 'diklik', 'saudaranya', 'stockbit', 'menu', 'diakses', 'pembaca', 'layar', 'talkback', 'btw', 'talkback', 'berubah', 'nama', 'android', 'accessibility', 'switch', 'semoga', 'perbaikan', 'bibit']",aplikasi bibit mudah investasi sbn segi aksesibilitas ramah disabilitas netra navigasi talkback bibit menu akses tentu tanggal klik saudara stockbit menu akses baca layar talkback btw talkback ubah nama android accessibility switch moga baik bibit
"Pengalaman 2 kali transaksi tiba"" kebeli reksadana yang tidak masuk daftar keranjang,gak gede sih nominalnya tapi kalo gini terus ya mengecewakan nih aplikasi",2,Negatif,pengalaman  kali transaksi tiba kebeli reksadana yang tidak masuk daftar keranjanggak gede sih nominalnya tapi kalo gini terus ya mengecewakan nih aplikasi,pengalaman kali transaksi kebeli reksadana masuk daftar keranjanggak gede sih nominalnya kalo gini ya mengecewakan nih aplikasi,"['pengalaman', 'kali', 'transaksi', 'kebeli', 'reksadana', 'masuk', 'daftar', 'keranjanggak', 'gede', 'sih', 'nominalnya', 'kalo', 'gini', 'ya', 'mengecewakan', 'nih', 'aplikasi']",alam kali transaksi kebel reksadana masuk daftar keranjanggak gede sih nominal kalo gin ya kecewa nih aplikasi
"Jangan lupa pake kode ""investasievy"" untuk dapat cashback Rp.25.000 di awal pendaftaran aplikasi. Aplikasinya simple, aman dan mudah dimengerti untuk pemula.",5,Positif,jangan lupa pake kode investasievy untuk dapat cashback rp di awal pendaftaran aplikasi aplikasinya simple aman dan mudah dimengerti untuk pemula,lupa pake kode investasievy cashback rp pendaftaran aplikasi aplikasinya simple aman mudah dimengerti pemula,"['lupa', 'pake', 'kode', 'investasievy', 'cashback', 'rp', 'pendaftaran', 'aplikasi', 'aplikasinya', 'simple', 'aman', 'mudah', 'dimengerti', 'pemula']",lupa pake kode investasievy cashback rp daftar aplikasi aplikasi simple aman mudah erti mula
"gunakan code : bibitsaga saat mendaftar.. dapatkan cashback saat pembelian reksa pertama kamu interface bagus, fitur membantu pemula semoga makin banyak lagi varian reksa yg bisa di kelola melalui bibit kedepannya. promo2 juga banyak untuk meningkatkan kebiasaan investasi..",5,Positif,gunakan code  bibitsaga saat mendaftar dapatkan cashback saat pembelian reksa pertama kamu interface bagus fitur membantu pemula semoga makin banyak lagi varian reksa yg bisa di kelola melalui bibit kedepannya promo juga banyak untuk meningkatkan kebiasaan investasi,code bibitsaga mendaftar dapatkan cashback pembelian reksa interface bagus fitur membantu pemula semoga varian reksa yg kelola bibit kedepannya promo meningkatkan kebiasaan investasi,"['code', 'bibitsaga', 'mendaftar', 'dapatkan', 'cashback', 'pembelian', 'reksa', 'interface', 'bagus', 'fitur', 'membantu', 'pemula', 'semoga', 'varian', 'reksa', 'yg', 'kelola', 'bibit', 'kedepannya', 'promo', 'meningkatkan', 'kebiasaan', 'investasi']",code bibitsaga daftar dapat cashback beli reksa interface bagus fitur bantu mula moga varian reksa yg kelola bibit depan promo tingkat biasa investasi
"aplikasi yang bisa diandalkan,bisa dijadikan salah satu aplikasi andalan investasi yang bags,dengan regg DANA22 sertakan untuk mendapa cashback,aplikasi yang bisa secara dinamis menyesuaikan investasi kita berdasarkan umur,penghasilan,lecel resiko dan target tujuan hidup kita,sangat mudah dipelajadi dan recomend banget buat para investor pemula yang ingin belajar investasi bibit salah satu aplikasi yang terdaftar di ojk jadi aman menyimpan uang kita di sini",5,Positif,aplikasi yang bisa diandalkanbisa dijadikan salah satu aplikasi andalan investasi yang bagsdengan regg dana sertakan untuk mendapa cashbackaplikasi yang bisa secara dinamis menyesuaikan investasi kita berdasarkan umurpenghasilanlecel resiko dan target tujuan hidup kitasangat mudah dipelajadi dan recomend banget buat para investor pemula yang ingin belajar investasi bibit salah satu aplikasi yang terdaftar di ojk jadi aman menyimpan uang kita di sini,aplikasi diandalkanbisa dijadikan salah aplikasi andalan investasi bagsdengan regg dana sertakan mendapa cashbackaplikasi dinamis menyesuaikan investasi berdasarkan umurpenghasilanlecel resiko target tujuan hidup kitasangat mudah dipelajadi recomend banget investor pemula belajar investasi bibit salah aplikasi terdaftar ojk aman menyimpan uang,"['aplikasi', 'diandalkanbisa', 'dijadikan', 'salah', 'aplikasi', 'andalan', 'investasi', 'bagsdengan', 'regg', 'dana', 'sertakan', 'mendapa', 'cashbackaplikasi', 'dinamis', 'menyesuaikan', 'investasi', 'berdasarkan', 'umurpenghasilanlecel', 'resiko', 'target', 'tujuan', 'hidup', 'kitasangat', 'mudah', 'dipelajadi', 'recomend', 'banget', 'investor', 'pemula', 'belajar', 'investasi', 'bibit', 'salah', 'aplikasi', 'terdaftar', 'ojk', 'aman', 'menyimpan', 'uang']",aplikasi diandalkanbisa jadi salah aplikasi andal investasi bagsdengan regg dana serta mendapa cashbackaplikasi dinamis sesuai investasi dasar umurpenghasilanlecel resiko target tuju hidup kitasangat mudah dipelajadi recomend banget investor mula ajar investasi bibit salah aplikasi daftar ojk aman simpan uang
"Baru coba seminggu, banyak yang bisa di pelajari di Bibit, cocok untuk investor pemula seperti saya. Aplikasinya simple dan mudah di gunakan. Semua transaksi bisa dilakukan secara online, cocok untuk saya yang malas pergi bolak-balik ke bank. Yang baru mau coba join bisa pakai kode referral : imamnadia , dan dapatkan cashback Rp 25.000. *jangan lupa geser pilihan cashbacknya saat pembelian reksadananya nanti. Terimakasih Semangat, Rutin & Sabar ya investasinya Demi Masa Depan.",5,Positif,baru coba seminggu banyak yang bisa di pelajari di bibit cocok untuk investor pemula seperti saya aplikasinya simple dan mudah di gunakan semua transaksi bisa dilakukan secara online cocok untuk saya yang malas pergi bolakbalik ke bank yang baru mau coba join bisa pakai kode referral  imamnadia  dan dapatkan cashback rp  jangan lupa geser pilihan cashbacknya saat pembelian reksadananya nanti terimakasih semangat rutin  sabar ya investasinya demi masa depan,coba seminggu pelajari bibit cocok investor pemula aplikasinya simple mudah transaksi online cocok malas pergi bolakbalik bank coba join pakai kode referral imamnadia dapatkan cashback rp lupa geser pilihan cashbacknya pembelian reksadananya terimakasih semangat rutin sabar ya investasinya,"['coba', 'seminggu', 'pelajari', 'bibit', 'cocok', 'investor', 'pemula', 'aplikasinya', 'simple', 'mudah', 'transaksi', 'online', 'cocok', 'malas', 'pergi', 'bolakbalik', 'bank', 'coba', 'join', 'pakai', 'kode', 'referral', 'imamnadia', 'dapatkan', 'cashback', 'rp', 'lupa', 'geser', 'pilihan', 'cashbacknya', 'pembelian', 'reksadananya', 'terimakasih', 'semangat', 'rutin', 'sabar', 'ya', 'investasinya']",coba minggu ajar bibit cocok investor mula aplikasi simple mudah transaksi online cocok malas pergi bolakbalik bank coba join pakai kode referral imamnadia dapat cashback rp lupa geser pilih cashbacknya beli reksadananya terimakasih semangat rutin sabar ya investasi
"Dear aplikasi bibit, saya baru saja melakukan penarikan selama 5hari, dan sampai sekarang blum ada kabar uang tersebut masuk atau tidak padahal no rekening saya sudah terblokir dan waktu itu saya lupa untuk menambahkan no rekening saya dan akhirnya terlanjur ke tarik ke no rek yang terblokir apakah, pertanyaan saya adalah apakah bisa uang masuk ke rekening yang sudah terblokir?🙏🙏🙏🙏",5,Positif,dear aplikasi bibit saya baru saja melakukan penarikan selama hari dan sampai sekarang blum ada kabar uang tersebut masuk atau tidak padahal no rekening saya sudah terblokir dan waktu itu saya lupa untuk menambahkan no rekening saya dan akhirnya terlanjur ke tarik ke no rek yang terblokir apakah pertanyaan saya adalah apakah bisa uang masuk ke rekening yang sudah terblokir,dear aplikasi bibit penarikan blum kabar uang masuk no rekening terblokir lupa no rekening terlanjur tarik no rek terblokir uang masuk rekening terblokir,"['dear', 'aplikasi', 'bibit', 'penarikan', 'blum', 'kabar', 'uang', 'masuk', 'no', 'rekening', 'terblokir', 'lupa', 'no', 'rekening', 'terlanjur', 'tarik', 'no', 'rek', 'terblokir', 'uang', 'masuk', 'rekening', 'terblokir']",dear aplikasi bibit tari blum kabar uang masuk no rekening blokir lupa no rekening lanjur tarik no rek blokir uang masuk rekening blokir
"Kalau bisa jumlah manajer investasi n reksadananya diperbanyak, soalnya bingung juga kl mau dibagi2 investasi ke bbrp aplikasi.. Terima kasih",5,Positif,kalau bisa jumlah manajer investasi n reksadananya diperbanyak soalnya bingung juga kl mau dibagi investasi ke bbrp aplikasi terima kasih,manajer investasi n reksadananya diperbanyak bingung kl dibagi investasi bbrp aplikasi terima kasih,"['manajer', 'investasi', 'n', 'reksadananya', 'diperbanyak', 'bingung', 'kl', 'dibagi', 'investasi', 'bbrp', 'aplikasi', 'terima', 'kasih']",manajer investasi n reksadananya banyak bingung kl bagi investasi bbrp aplikasi terima kasih
apps bagus. bisa ngebantu inves uang. sayangnya yg pencairan instan sering trouble.,5,Positif,apps bagus bisa ngebantu inves uang sayangnya yg pencairan instan sering trouble,apps bagus ngebantu inves uang sayangnya yg pencairan instan trouble,"['apps', 'bagus', 'ngebantu', 'inves', 'uang', 'sayangnya', 'yg', 'pencairan', 'instan', 'trouble']",apps bagus ngebantu inves uang sayang yg cair instan trouble
"Dtingkatin performanya, bagus untuk pemula, tapi makin lama update malah makin berat ,semoga jauh lebih baik kedepanya",4,Positif,dtingkatin performanya bagus untuk pemula tapi makin lama update malah makin berat semoga jauh lebih baik kedepanya,dtingkatin performanya bagus pemula update berat semoga kedepanya,"['dtingkatin', 'performanya', 'bagus', 'pemula', 'update', 'berat', 'semoga', 'kedepanya']",dtingkatin performa bagus mula update berat moga depa
Kasih 5 biar lebih akurat serba mudah dengan aplikasi debit ini semoga semua Makin sukses,5,Positif,kasih  biar lebih akurat serba mudah dengan aplikasi debit ini semoga semua makin sukses,kasih biar akurat serba mudah aplikasi debit semoga sukses,"['kasih', 'biar', 'akurat', 'serba', 'mudah', 'aplikasi', 'debit', 'semoga', 'sukses']",kasih biar akurat serba mudah aplikasi debit moga sukses
"rekomendasi bgt buat nabung, bisah dapat untung sedikit² dan pencairan dana aman",5,Positif,rekomendasi bgt buat nabung bisah dapat untung sedikit dan pencairan dana aman,rekomendasi bgt nabung bisah untung pencairan dana aman,"['rekomendasi', 'bgt', 'nabung', 'bisah', 'untung', 'pencairan', 'dana', 'aman']",rekomendasi bgt nabung bisah untung cair dana aman
"kecewa dengan tim support bibit, nggak ada solusi sama sekali. penggantian rekening pencairan sbn terlalu ribet. disuruh update di aplikasi stockbit tapi di aplikasi bibit nggak terupdate otomatis, malah ngawur kemana2 dan 3x tim support diganti secara otomatis. nanya kenapa belum terupdate malah disurug cek versi android dan aplikasi. lah apa hubungannya perubahan rekening pencairan sbn sama versi android terbaru ? itu khan by system kalian bukan android system. ngawur jawabannya",1,Negatif,kecewa dengan tim support bibit nggak ada solusi sama sekali penggantian rekening pencairan sbn terlalu ribet disuruh update di aplikasi stockbit tapi di aplikasi bibit nggak terupdate otomatis malah ngawur kemana dan x tim support diganti secara otomatis nanya kenapa belum terupdate malah disurug cek versi android dan aplikasi lah apa hubungannya perubahan rekening pencairan sbn sama versi android terbaru  itu khan by system kalian bukan android system ngawur jawabannya,kecewa tim support bibit nggak solusi penggantian rekening pencairan sbn ribet disuruh update aplikasi stockbit aplikasi bibit nggak terupdate otomatis ngawur kemana x tim support diganti otomatis nanya terupdate disurug cek versi android aplikasi hubungannya perubahan rekening pencairan sbn versi android terbaru khan by system android system ngawur jawabannya,"['kecewa', 'tim', 'support', 'bibit', 'nggak', 'solusi', 'penggantian', 'rekening', 'pencairan', 'sbn', 'ribet', 'disuruh', 'update', 'aplikasi', 'stockbit', 'aplikasi', 'bibit', 'nggak', 'terupdate', 'otomatis', 'ngawur', 'kemana', 'x', 'tim', 'support', 'diganti', 'otomatis', 'nanya', 'terupdate', 'disurug', 'cek', 'versi', 'android', 'aplikasi', 'hubungannya', 'perubahan', 'rekening', 'pencairan', 'sbn', 'versi', 'android', 'terbaru', 'khan', 'by', 'system', 'android', 'system', 'ngawur', 'jawabannya']",kecewa tim support bibit nggak solusi ganti rekening cair sbn ribet suruh update aplikasi stockbit aplikasi bibit nggak terupdate otomatis ngawur mana x tim support ganti otomatis nanya terupdate disurug cek versi android aplikasi hubung ubah rekening cair sbn versi android baru khan by system android system ngawur jawab
"fitur Robo bisa menjebak terutama untuk pemula, 2 kali rekomendasi selalu di portfolio Merah untuk Saham, nyesel pakai rekomendasi Robo, jadi loss semua bagian Saham Tambahan : Portfolio Robo di 6.5 (Dana Pensiun), top up pertama dan kedua masuk Saham sudah merah, bahkan mesin waktu reksadana sudah menentukan pasti minus (misal tabung 1jt, 10 tahun jadi 800rb), alhasil Off-Track, tolong diperhatikan lagi rekomendasi Robo Terima kasih untuk responnya",2,Negatif,fitur robo bisa menjebak terutama untuk pemula  kali rekomendasi selalu di portfolio merah untuk saham nyesel pakai rekomendasi robo jadi loss semua bagian saham tambahan  portfolio robo di  dana pensiun top up pertama dan kedua masuk saham sudah merah bahkan mesin waktu reksadana sudah menentukan pasti minus misal tabung jt  tahun jadi rb alhasil offtrack tolong diperhatikan lagi rekomendasi robo terima kasih untuk responnya,fitur robo menjebak pemula kali rekomendasi portfolio merah saham nyesel pakai rekomendasi robo loss saham tambahan portfolio robo dana pensiun top up masuk saham merah mesin reksadana menentukan minus tabung jt rb alhasil offtrack tolong diperhatikan rekomendasi robo terima kasih responnya,"['fitur', 'robo', 'menjebak', 'pemula', 'kali', 'rekomendasi', 'portfolio', 'merah', 'saham', 'nyesel', 'pakai', 'rekomendasi', 'robo', 'loss', 'saham', 'tambahan', 'portfolio', 'robo', 'dana', 'pensiun', 'top', 'up', 'masuk', 'saham', 'merah', 'mesin', 'reksadana', 'menentukan', 'minus', 'tabung', 'jt', 'rb', 'alhasil', 'offtrack', 'tolong', 'diperhatikan', 'rekomendasi', 'robo', 'terima', 'kasih', 'responnya']",fitur robo jebak mula kali rekomendasi portfolio merah saham nyesel pakai rekomendasi robo loss saham tambah portfolio robo dana pensiun top up masuk saham merah mesin reksadana tentu minus tabung jt rb alhasil offtrack tolong perhati rekomendasi robo terima kasih responnya
"Aplikasi nya bagus, mudah di pahami untuk pemula yang mau belajar invest, Tapi kalau nyimpen buat dana darurat saya rasa jangan, karna proses pencairan nya butuh waktu 3 - 7 Hari,",4,Positif,aplikasi nya bagus mudah di pahami untuk pemula yang mau belajar invest tapi kalau nyimpen buat dana darurat saya rasa jangan karna proses pencairan nya butuh waktu    hari,aplikasi nya bagus mudah pahami pemula belajar invest nyimpen dana darurat karna proses pencairan nya butuh,"['aplikasi', 'nya', 'bagus', 'mudah', 'pahami', 'pemula', 'belajar', 'invest', 'nyimpen', 'dana', 'darurat', 'karna', 'proses', 'pencairan', 'nya', 'butuh']",aplikasi nya bagus mudah paham mula ajar invest nyimpen dana darurat karna proses cair nya butuh
"Aplikasi invest yg bagus bgt buat pemula. Apalagi buat kita para milenial yg mulai melek finansial. Alhamdulillah sejak saya pake bibit, saya jadi lebih bisa mengatur keuangan saya. Aplikasi ny jg simpel jadi gampang dipake buat kita yg baru mulai belajar investasi, yg jadi favorit ny saya di aplikasi bibit ini selain bisa invest minimal 10k, disini juga ada fitur bibit rewards ny, jadi kalo belanja bisa ttp dapat cashback. Best bgt pkoknya 😍",5,Positif,aplikasi invest yg bagus bgt buat pemula apalagi buat kita para milenial yg mulai melek finansial alhamdulillah sejak saya pake bibit saya jadi lebih bisa mengatur keuangan saya aplikasi ny jg simpel jadi gampang dipake buat kita yg baru mulai belajar investasi yg jadi favorit ny saya di aplikasi bibit ini selain bisa invest minimal k disini juga ada fitur bibit rewards ny jadi kalo belanja bisa ttp dapat cashback best bgt pkoknya ,aplikasi invest yg bagus bgt pemula milenial yg melek finansial alhamdulillah pake bibit mengatur keuangan aplikasi ny jg simpel gampang dipake yg belajar investasi yg favorit ny aplikasi bibit invest minimal k fitur bibit rewards ny kalo belanja ttp cashback best bgt pkoknya,"['aplikasi', 'invest', 'yg', 'bagus', 'bgt', 'pemula', 'milenial', 'yg', 'melek', 'finansial', 'alhamdulillah', 'pake', 'bibit', 'mengatur', 'keuangan', 'aplikasi', 'ny', 'jg', 'simpel', 'gampang', 'dipake', 'yg', 'belajar', 'investasi', 'yg', 'favorit', 'ny', 'aplikasi', 'bibit', 'invest', 'minimal', 'k', 'fitur', 'bibit', 'rewards', 'ny', 'kalo', 'belanja', 'ttp', 'cashback', 'best', 'bgt', 'pkoknya']",aplikasi invest yg bagus bgt mula milenial yg melek finansial alhamdulillah pake bibit atur uang aplikasi ny jg simpel gampang dipake yg ajar investasi yg favorit ny aplikasi bibit invest minimal k fitur bibit rewards ny kalo belanja ttp cashback best bgt pkoknya
"Kecewa sangat karena potongan untuk biaya penjualan investasi sangat tinggi sehingga yang harusnya malah jadi rugi. Karena aku investasi Rp 10rb dan biaya naik jadi Rp 11rb namun ternyata terdapat potongan senilai Rp 2,5rb yang seharusnya untung jadi buntung",1,Negatif,kecewa sangat karena potongan untuk biaya penjualan investasi sangat tinggi sehingga yang harusnya malah jadi rugi karena aku investasi rp rb dan biaya naik jadi rp rb namun ternyata terdapat potongan senilai rp rb yang seharusnya untung jadi buntung,kecewa potongan biaya penjualan investasi rugi investasi rp rb biaya rp rb potongan senilai rp rb untung buntung,"['kecewa', 'potongan', 'biaya', 'penjualan', 'investasi', 'rugi', 'investasi', 'rp', 'rb', 'biaya', 'rp', 'rb', 'potongan', 'senilai', 'rp', 'rb', 'untung', 'buntung']",kecewa potong biaya jual investasi rugi investasi rp rb biaya rp rb potong nila rp rb untung buntung
