content,score,Label,text_clean
"sertakan repral DANA22,bibit reksadana yang cukup bagus dan mudah di gunakan,dengan tampilan yang bagus dan juga bibit memiliki fitur yang lengkap danmenarik,kita bisa mendapatkan banyak keuntungan dan juga bisa menabung dengan aman di sini,sudah terbukti bibit menjadi aplikasi pilihan untuk menabung dan juga kita bisa ikutan investasi di sini,terbukti aman dan mudah di gunakan",5,Positif,sertakan repral danabibit reksadana yang cukup bagus dan mudah di gunakandengan tampilan yang bagus dan juga bibit memiliki fitur yang lengkap danmenarikkita bisa mendapatkan banyak keuntungan dan juga bisa menabung dengan aman di sinisudah terbukti bibit menjadi aplikasi pilihan untuk menabung dan juga kita bisa ikutan investasi di siniterbukti aman dan mudah di gunakan
"Saya sudah 1 tahun pakai Aplikasi nya, tapi akhir akhir ini apk nya kenapa tidak bisa dibuka ya padahal akses internet saya lancar aja, jadi susah banget kalo mau ngecek portofolio",1,Negatif,saya sudah  tahun pakai aplikasi nya tapi akhir akhir ini apk nya kenapa tidak bisa dibuka ya padahal akses internet saya lancar aja jadi susah banget kalo mau ngecek portofolio
"memang aplikasi terpercaya buat nabung uang, jangka panjang. sistemnya bikin saya gak foya foya.",5,Positif,memang aplikasi terpercaya buat nabung uang jangka panjang sistemnya bikin saya gak foya foya
Banyak pelajaran serta hikmah yang bisa saya petik dari menginstalasi aplikasi (bibit) ini. Pandangan sama terhadap dunia tentang reksa dana berubah seakan dunia memang merestui.,5,Positif,banyak pelajaran serta hikmah yang bisa saya petik dari menginstalasi aplikasi bibit ini pandangan sama terhadap dunia tentang reksa dana berubah seakan dunia memang merestui
Sudah 3 Tahun pakai Bibit dan banyak inovasi keren. Bibit masih terbaik dan tidak sekalipun saya kecewa pakai bibit. Pakai [Kode : budidayaduit ] untuk dapat Cashback pertama👍,5,Positif,sudah  tahun pakai bibit dan banyak inovasi keren bibit masih terbaik dan tidak sekalipun saya kecewa pakai bibit pakai kode  budidayaduit  untuk dapat cashback pertama
"Assalamualaikum admin, ini apk bibit lagi ada masalahkah, saya setiap mau masuk bibit selalu ga ada cover ya. Padahal waktu malam bisa",5,Positif,assalamualaikum admin ini apk bibit lagi ada masalahkah saya setiap mau masuk bibit selalu ga ada cover ya padahal waktu malam bisa
"Kode referral Bibit 💰 : reviewtech (dapat cashbak Rp.25.000). Bibit salah satu platform terbaik untuk investasi. Cocok untuk pemula, disupport dengan tampilan yang user friendy, jarang error, sangat aman, dan user Bibit juga sangat banyak 👌",5,Positif,kode referral bibit   reviewtech dapat cashbak rp bibit salah satu platform terbaik untuk investasi cocok untuk pemula disupport dengan tampilan yang user friendy jarang error sangat aman dan user bibit juga sangat banyak 
"Saya jual 3 produk Reksadana Ya itu pasar uang, obligasi,saham Senilai 1,7 juta Tapi kok masuk rekening saya cuma 997 ribu",1,Negatif,saya jual  produk reksadana ya itu pasar uang obligasisaham senilai  juta tapi kok masuk rekening saya cuma  ribu
"aplikasi bibit bagus buat investasi jangka panjang,sejak awal mengunakan bibit saya sudah srek banget,karena dari segi tampilan aja untuk pemula suda bisa lngasung di mengerti, apa lagi untuk cara'' menabung juga mudah dipahami jadi gak bikin puyeng dan ga ribet.",5,Positif,aplikasi bibit bagus buat investasi jangka panjangsejak awal mengunakan bibit saya sudah srek bangetkarena dari segi tampilan aja untuk pemula suda bisa lngasung di mengerti apa lagi untuk cara menabung juga mudah dipahami jadi gak bikin puyeng dan ga ribet
"Daftar nya mudah, pilihan investasi nya juga lengkap",5,Positif,daftar nya mudah pilihan investasi nya juga lengkap
"Lebih suka bibit yang dulu, karena sekarang ada fee nya kalau mau tarik saldo ke rekening hehe",5,Positif,lebih suka bibit yang dulu karena sekarang ada fee nya kalau mau tarik saldo ke rekening hehe
"Untuk saat ini bibit merupakan aplikasi untuk investor pemula, enggk bingung pas awal"" invest dari awal hingga dapat investasi pertama, terus di tingkatkan lagi udh bagus pokoknya..",5,Positif,untuk saat ini bibit merupakan aplikasi untuk investor pemula enggk bingung pas awal invest dari awal hingga dapat investasi pertama terus di tingkatkan lagi udh bagus pokoknya
"Cocok banget bagi yg mau belajar berinvestasi, modal awal menanam saham walaupun gak besar bisa memakai aplikasi ini, aplikasi nya cukup terpercaya karna sudah di awasi oleh ojk, jadi gak was was menanam saham walaupun dengan waktu yang lama, selain itu aplikasi ini juga sering mengadakan evet dengan hadiah yang lumayanlah, seperti event mngajak teman yang bisa mendapatkan keuntungan tersendiri",5,Positif,cocok banget bagi yg mau belajar berinvestasi modal awal menanam saham walaupun gak besar bisa memakai aplikasi ini aplikasi nya cukup terpercaya karna sudah di awasi oleh ojk jadi gak was was menanam saham walaupun dengan waktu yang lama selain itu aplikasi ini juga sering mengadakan evet dengan hadiah yang lumayanlah seperti event mngajak teman yang bisa mendapatkan keuntungan tersendiri
"aplikasi bibit bagus buat investasi jangka panjang,bagi kalian yang baru mendaftar sertakan referal code DANA22 saat baru mendaftar untuk mendaptkan cashback awal untuk pengguna baru,sejak awal menggunakan bibit saya sudah srek banget,karena dari segi tampilan saja untuk pemula sudah bisa langsung di mengerty,apalagi ntuk cara'' menabung juga mudah di pahami jadi gak bikin pusing dan gak ribet",5,Positif,aplikasi bibit bagus buat investasi jangka panjangbagi kalian yang baru mendaftar sertakan referal code dana saat baru mendaftar untuk mendaptkan cashback awal untuk pengguna barusejak awal menggunakan bibit saya sudah srek bangetkarena dari segi tampilan saja untuk pemula sudah bisa langsung di mengertyapalagi ntuk cara menabung juga mudah di pahami jadi gak bikin pusing dan gak ribet
"Ini gmn y? Pas mau registrasi yg ngirim foto diri dngn KTP slalu tidak bisa, bacaannya bilang internet jelek, pdhl saya pakai WiFi, buka apk lain lancar"" aj, saya jg udh coba pake data gabisa jg, bikin emosi.",1,Negatif,ini gmn y pas mau registrasi yg ngirim foto diri dngn ktp slalu tidak bisa bacaannya bilang internet jelek pdhl saya pakai wifi buka apk lain lancar aj saya jg udh coba pake data gabisa jg bikin emosi
"Bibit selalu jadi tempat aku buat investasi rutin setiap bulannya, meski kecil tapi tetap harus di rutinin soalnya siapa tau nanti bisa melonjak harga sahamnya dan bisa langsung di jual dan untung banyak 😁 bibit mudah di gunakan, ringan dan gak lemot, cukup nyaman dipakai di hp dengan memory Rom 3gb",5,Positif,bibit selalu jadi tempat aku buat investasi rutin setiap bulannya meski kecil tapi tetap harus di rutinin soalnya siapa tau nanti bisa melonjak harga sahamnya dan bisa langsung di jual dan untung banyak  bibit mudah di gunakan ringan dan gak lemot cukup nyaman dipakai di hp dengan memory rom gb
"Aplikasi bibit bukan aplikasi investasi biasa ini aplikasi bener2 real...alhamdulillah selama ini saya pakai aman-aman aja gak ada kendala sedikit pun...saudara saya pun hampir semua menggunakan aplikasi bibit buat masa depan yang pasti...saya akan coba rekomendasikan ke kerabat-kerabat saya karna aplikasi ini bener-,bener aman untuk kita investasi",5,Positif,aplikasi bibit bukan aplikasi investasi biasa ini aplikasi bener realalhamdulillah selama ini saya pakai amanaman aja gak ada kendala sedikit punsaudara saya pun hampir semua menggunakan aplikasi bibit buat masa depan yang pastisaya akan coba rekomendasikan ke kerabatkerabat saya karna aplikasi ini benerbener aman untuk kita investasi
"Abis update aplikasinya ga bisa dibuka, device terdeteksi root padahal hp ga pernah di root. Semua aplikasi keuangan bisa semua cuma bibit doang yg terdeteksi root, tolong dong tindak lanjutnya gimana",1,Negatif,abis update aplikasinya ga bisa dibuka device terdeteksi root padahal hp ga pernah di root semua aplikasi keuangan bisa semua cuma bibit doang yg terdeteksi root tolong dong tindak lanjutnya gimana
"(Terimakasih🙏💕 atas peningkatan performa aplikasiya) Mohon diperbaiki fitur performa portofolionya, terutama bagian return dan 1D nya. Seringkali saya alami ketidaksinkronan dengan halaman Home, grafik 1D-nya pun seringkali terbalik. Terimakasih. *disampaikan di sini dikarenakan jawaban tim support pun tidak solutif. #moga tim terkait bisa segera mengatasinya agar kembali normal.",5,Positif,terimakasih atas peningkatan performa aplikasiya mohon diperbaiki fitur performa portofolionya terutama bagian return dan d nya seringkali saya alami ketidaksinkronan dengan halaman home grafik dnya pun seringkali terbalik terimakasih disampaikan di sini dikarenakan jawaban tim support pun tidak solutif moga tim terkait bisa segera mengatasinya agar kembali normal
"Bagi Pemula yang mau berinvestasi lebih baik jangan gunain nih Aplikasi, dari mulai penarikan dana nya Lama masuk, potongan nya pun besar, ga sebanding dari hasil yang di dapat. lebih baik investasi ke Bank NeoCommerce nya Akulaku, lebih untung cuan harian Jelas.",1,Negatif,bagi pemula yang mau berinvestasi lebih baik jangan gunain nih aplikasi dari mulai penarikan dana nya lama masuk potongan nya pun besar ga sebanding dari hasil yang di dapat lebih baik investasi ke bank neocommerce nya akulaku lebih untung cuan harian jelas
"tampilan app mudah dan nyaman dilihat. simple tapi asik. transaksinya mudah, update, dan kinerja robo nya mantap. makin dikembangkan dgn bermacam fitur dan layanan. mantap pokoknya. terima kasih Bibit.",5,Positif,tampilan app mudah dan nyaman dilihat simple tapi asik transaksinya mudah update dan kinerja robo nya mantap makin dikembangkan dgn bermacam fitur dan layanan mantap pokoknya terima kasih bibit
"masukan refraal(dana22)masukan saat melakukan pendaftaran untuk melengkapi proses registrasi kalian dan dapatkan bonus cashback untuk pengguna baru,aplikasi bibit memang bagus,sangat cocok untuk pengguna baru,mudah di gunakan dan juga untuk pemula mudah untuk dipelajari,kalian bisa melakukan investasi dengan mudah dan juga aman di sini,uang kita akan tersimpan dengan aman di sini dan jangan ragu untuk mencobanya dijamin bagus",5,Positif,masukan refraaldanamasukan saat melakukan pendaftaran untuk melengkapi proses registrasi kalian dan dapatkan bonus cashback untuk pengguna baruaplikasi bibit memang bagussangat cocok untuk pengguna barumudah di gunakan dan juga untuk pemula mudah untuk dipelajarikalian bisa melakukan investasi dengan mudah dan juga aman di siniuang kita akan tersimpan dengan aman di sini dan jangan ragu untuk mencobanya dijamin bagus
Aplikasinya mudah sangat digunakan dan banyak pilihan produk reksa dana. Hanya saja untuk tampilan tidak mendukung dark mode. dimana tidak semua pengguna ponsel suka dengan tampilan aplikasi yg cerah dan berwarna terang seperti saya. Tapi overall semua fitur berfungsi dengan baik 👍🏻,5,Positif,aplikasinya mudah sangat digunakan dan banyak pilihan produk reksa dana hanya saja untuk tampilan tidak mendukung dark mode dimana tidak semua pengguna ponsel suka dengan tampilan aplikasi yg cerah dan berwarna terang seperti saya tapi overall semua fitur berfungsi dengan baik 
"Aplikasi investasi keuangan yg bagus banget untuk pemula, membantu kita harus memilih mau investasikan dana kita ke mana saja. Yang penting rutin nabung aja untuk jangka panjang supaya kelihatan hasilnya. Semoga mimpi mimpi kita bisa terwujud dengan baik melalui bibit. ❤️",5,Positif,aplikasi investasi keuangan yg bagus banget untuk pemula membantu kita harus memilih mau investasikan dana kita ke mana saja yang penting rutin nabung aja untuk jangka panjang supaya kelihatan hasilnya semoga mimpi mimpi kita bisa terwujud dengan baik melalui bibit 
"Aplikasi BIBIT sangat menarik, banyak fiturnya, yang paling baru menurutku ada fitur BIBIT RECAP, itu sangat mudah dimengerti bagi anak kampung seperti saya. Semoga BIBIT terus berinovasi & memberikan pelayanan luar biasa terhadap siapapun penggunanya.",5,Positif,aplikasi bibit sangat menarik banyak fiturnya yang paling baru menurutku ada fitur bibit recap itu sangat mudah dimengerti bagi anak kampung seperti saya semoga bibit terus berinovasi  memberikan pelayanan luar biasa terhadap siapapun penggunanya
"Gak jelas nih aplikasi gak bisa ngatasi masalah cashback, adminnya juga lelet banget ngatasi nya disuruh nunggu nunggu terus, cape gwehj lah nunggunya udah sebulan pula gak diatasi sama sekali masalahnya. Jadi gw kasih deh bintang 1.bye",1,Negatif,gak jelas nih aplikasi gak bisa ngatasi masalah cashback adminnya juga lelet banget ngatasi nya disuruh nunggu nunggu terus cape gwehj lah nunggunya udah sebulan pula gak diatasi sama sekali masalahnya jadi gw kasih deh bintang bye
"Aplikasi sudah bagus Informasinya juga lengkap, namun alangkah bagusnya jika sistem penarikan dananya juga bisa via e wallet. Jika bisa ditarik saldo dananya ke e wallet saya yakin lebih bagus dan mempermudah konsumen",5,Positif,aplikasi sudah bagus informasinya juga lengkap namun alangkah bagusnya jika sistem penarikan dananya juga bisa via e wallet jika bisa ditarik saldo dananya ke e wallet saya yakin lebih bagus dan mempermudah konsumen
"3 tahun lalu iseng nabung 1jt d aplikasi ini karena ganti hp jadi lupa dan sekarang baru inget klo punya tabungan d bibit duit ny g hilang malahan jadi nambah returnny 28% nyesel bgt dulu d lupain, intinya skrg fokus nabung rutin. Buat temen2 yg baru gabung jangan lupa pake kode referral (untung6) banyak cashbackny awal daftar langsung dapet 25rb dan setelah ny masih banyak lg cashback ny. Oh iyh sekarang pencarian g sampe 7 hari kmren narik 2 hari cair malah sekrang ada pencairan instan ny.",5,Positif, tahun lalu iseng nabung jt d aplikasi ini karena ganti hp jadi lupa dan sekarang baru inget klo punya tabungan d bibit duit ny g hilang malahan jadi nambah returnny  nyesel bgt dulu d lupain intinya skrg fokus nabung rutin buat temen yg baru gabung jangan lupa pake kode referral untung banyak cashbackny awal daftar langsung dapet rb dan setelah ny masih banyak lg cashback ny oh iyh sekarang pencarian g sampe  hari kmren narik  hari cair malah sekrang ada pencairan instan ny
"Aplikasi yang bagus, mudah untuk digunakan, dan sangat cocok buat yang baru belajar investasi karena return yang stabil khususnya untuk pasar uang dan obligasi. Bagi teman"" yang pengen gunakan aplikasi ini, bisa gunakan (kode referal: kartiazim) agar mendapatkan cashback saat pertama kali menggunakan aplikasi ini.",5,Positif,aplikasi yang bagus mudah untuk digunakan dan sangat cocok buat yang baru belajar investasi karena return yang stabil khususnya untuk pasar uang dan obligasi bagi teman yang pengen gunakan aplikasi ini bisa gunakan kode referal kartiazim agar mendapatkan cashback saat pertama kali menggunakan aplikasi ini
"Aplikasinya rapi bersih enak dipandang bangett, tapi agak gak seru karena pertumbuhan saham yang lambat. Tergantung company nya sih tapi semua cenderung kayak udah di balance gituu jadi gak terlalu beresiko",4,Positif,aplikasinya rapi bersih enak dipandang bangett tapi agak gak seru karena pertumbuhan saham yang lambat tergantung company nya sih tapi semua cenderung kayak udah di balance gituu jadi gak terlalu beresiko
"Untuk pemula dan bingung tentang investasi, pakai ini aplikasi bibit aja. Daftarnya mudah juga tidak rumit dengan tautkan reff (bitjago) dpt bonus, dengan fitur bagus ini tampilan yang sangat mudah di mengerti dan teman simpatik juga merespon dengan cepat dengan demikian menawarkan kenyamanan sendiri dalam investasi, cepat bergabung saya sangat setuju dan merekomendasikan kepada pemula yang baru ingin memulai belajar invetasi di bibit, karena aman dan terpercaya.",5,Positif,untuk pemula dan bingung tentang investasi pakai ini aplikasi bibit aja daftarnya mudah juga tidak rumit dengan tautkan reff bitjago dpt bonus dengan fitur bagus ini tampilan yang sangat mudah di mengerti dan teman simpatik juga merespon dengan cepat dengan demikian menawarkan kenyamanan sendiri dalam investasi cepat bergabung saya sangat setuju dan merekomendasikan kepada pemula yang baru ingin memulai belajar invetasi di bibit karena aman dan terpercaya
"proses pencairan dana penjualan sangat membutuhkan waktu sangat lama,,bagi yg lagi butuh dana darurat disini bukan solusi gak bisa diharapkan .. tolong proses pencairan dana penjualan lebih cepat sehingga pengguna juga lebih nyaman kedepannya 😠😠😠",1,Negatif,proses pencairan dana penjualan sangat membutuhkan waktu sangat lamabagi yg lagi butuh dana darurat disini bukan solusi gak bisa diharapkan  tolong proses pencairan dana penjualan lebih cepat sehingga pengguna juga lebih nyaman kedepannya 
"Ada kelebihan dan kekurangan yang saya rasakan dengan jangka waktu yg lumayan agak lama untuk masa pencairan nya, karna pencarian yang lama saya jadi malas buat jual reksadana alhasil uang terus kekumpul dan semakin banyak, untuk kekurangan nya sendiri gak bisa buat cepet2 kalo misalkan kita lagi butuh dana mendadak.",4,Positif,ada kelebihan dan kekurangan yang saya rasakan dengan jangka waktu yg lumayan agak lama untuk masa pencairan nya karna pencarian yang lama saya jadi malas buat jual reksadana alhasil uang terus kekumpul dan semakin banyak untuk kekurangan nya sendiri gak bisa buat cepet kalo misalkan kita lagi butuh dana mendadak
"Awalnya bingung mau investasi apa.. terus sering banget liat iklan di youtube.. dan yang ngrekomendasiin Deddy Corbuzier.. sempat berbulan-bulan mikir . Akhirnya nyoba aja dulu, dari mulai registrasi sampai keterima.. excited sekali.. karena mudah banget dan aman. Bagi pemula di coba registrasi aja dulu.., kalau perlu pake kode refferal ""nitas"" bisa dapetin cashbacknya Rp. 25.000. Yuk tumbuh bersama bibit !",5,Positif,awalnya bingung mau investasi apa terus sering banget liat iklan di youtube dan yang ngrekomendasiin deddy corbuzier sempat berbulanbulan mikir  akhirnya nyoba aja dulu dari mulai registrasi sampai keterima excited sekali karena mudah banget dan aman bagi pemula di coba registrasi aja dulu kalau perlu pake kode refferal nitas bisa dapetin cashbacknya rp  yuk tumbuh bersama bibit 
Aplikasinya sangat membantu buat memanage uang. Karena ada fitur autodebit jadi gaakan lupa buat menabung investasi setiap bulannya. UI/UXnya juga nyaman bangett. Buat kalian yang mau investasi Reksadana saranku pakai aplikasi inii mantab cobain gih,5,Positif,aplikasinya sangat membantu buat memanage uang karena ada fitur autodebit jadi gaakan lupa buat menabung investasi setiap bulannya uiuxnya juga nyaman bangett buat kalian yang mau investasi reksadana saranku pakai aplikasi inii mantab cobain gih
"Saya langsung uninstal aplikasinya, masa data pribadi dirubah sesuai KTP aja hrs perlu di ACC adminnya, dan lucunya perubahan data itu tdk di ACC. Dari hal data pribadi saja TDK di ACC apalagi nanti nyangkut soal uang dan investasinya sedikit dikit harus di ACC dulu adminnya, harus isi pin blm pake fingerprint. Kesimpulannya baru awal saja sdh membuat jadi ribet!!!",1,Negatif,saya langsung uninstal aplikasinya masa data pribadi dirubah sesuai ktp aja hrs perlu di acc adminnya dan lucunya perubahan data itu tdk di acc dari hal data pribadi saja tdk di acc apalagi nanti nyangkut soal uang dan investasinya sedikit dikit harus di acc dulu adminnya harus isi pin blm pake fingerprint kesimpulannya baru awal saja sdh membuat jadi ribet
"Menurut saya fitur dari bibit mudah dipahami anak mudah dan lumayan lengkap saran saya untuk kedepannya bibit dapat menambahkan fitur"" menarik yang dapat menguntungkan bagi investor berupah cashback2 tambahan.. selain itu bibit juga bagus kalo menambahkan fitur Nabung Emas supaya investor juga ada opsi.",5,Positif,menurut saya fitur dari bibit mudah dipahami anak mudah dan lumayan lengkap saran saya untuk kedepannya bibit dapat menambahkan fitur menarik yang dapat menguntungkan bagi investor berupah cashback tambahan selain itu bibit juga bagus kalo menambahkan fitur nabung emas supaya investor juga ada opsi
"Aplikasi ya enteng bgt gak makan kuota dan ruang banyak,aplikasinya keren,tampilannya oke dan fiturnya sangat lengkap,,,pakai bibit sangat menguntungkan dan sangat lancar saat bertransaksi dan investasi pakai bibit.saya sangat bangga pakai aplikasi bibit sebagai salah satu aplikasi investasi yg sangat menarik dan sangat bagus utk mendapatkan keuntungan yg sangat baik dan mudah utk mendapatkan profitnya.",4,Positif,aplikasi ya enteng bgt gak makan kuota dan ruang banyakaplikasinya kerentampilannya oke dan fiturnya sangat lengkappakai bibit sangat menguntungkan dan sangat lancar saat bertransaksi dan investasi pakai bibitsaya sangat bangga pakai aplikasi bibit sebagai salah satu aplikasi investasi yg sangat menarik dan sangat bagus utk mendapatkan keuntungan yg sangat baik dan mudah utk mendapatkan profitnya
"Aplikasi yg sedang ramai di rekomendasikan utk semua pencinta aplikasi online,,,aku udh ngerasain gimana bagus dan mudahnya berinvestasi pakai bibit,aplikasinya oke,tampilan menarik,fitur lengkap serta sistem yg sangat bagus membuat aplikasinya berjalan dengan sangat lancar tanpa kendala,,,aplikasi bibit lebih mengerti kebutuhan penggunanya sehingga sangat mudah mendapatkan keuntungan yg lebih besar pakai bibit.",5,Positif,aplikasi yg sedang ramai di rekomendasikan utk semua pencinta aplikasi onlineaku udh ngerasain gimana bagus dan mudahnya berinvestasi pakai bibitaplikasinya oketampilan menarikfitur lengkap serta sistem yg sangat bagus membuat aplikasinya berjalan dengan sangat lancar tanpa kendalaaplikasi bibit lebih mengerti kebutuhan penggunanya sehingga sangat mudah mendapatkan keuntungan yg lebih besar pakai bibit
"Aplikasinya bagus pendaftarannya juga sangat mudah untuk pemula sekali pun seperti saya, sudah terbukti aman dan juga terawasi ojk, sangat simple dan memiliki daya tarik tersendiri",5,Positif,aplikasinya bagus pendaftarannya juga sangat mudah untuk pemula sekali pun seperti saya sudah terbukti aman dan juga terawasi ojk sangat simple dan memiliki daya tarik tersendiri
"user friendly, pilihan reksadananya banyak, bisa pantau hasil investasi dg cepat, bisa bikin goal finansial, promo lumayan. So far ga da masalah dg aplikasi ini.",5,Positif,user friendly pilihan reksadananya banyak bisa pantau hasil investasi dg cepat bisa bikin goal finansial promo lumayan so far ga da masalah dg aplikasi ini
"Parahh sii proses jual beli nya gak balance.... Kalo beli prosesnya ga nyampe 20 detik... Kalo jual prosesnya ampe berhari-hari Make sense sii kalo jual/beli barang(fisik) kan nunggu diantar dulu dri tempat penjual ke tempat penerima(sesuai jarak)... Lahh ini ngasih option pulak alasan utk jual itu ""dana darurat"" Yang mana artinya itu orang lgi kepepet bgt!!! Paham sii emang harus lewat persetujuan/confirm dulu. Tapi ini terlalu kelamaan kayaknya. Maaf jika asumsi saya ada yang kurang benar🙏",1,Negatif,parahh sii proses jual beli nya gak balance kalo beli prosesnya ga nyampe  detik kalo jual prosesnya ampe berharihari make sense sii kalo jualbeli barangfisik kan nunggu diantar dulu dri tempat penjual ke tempat penerimasesuai jarak lahh ini ngasih option pulak alasan utk jual itu dana darurat yang mana artinya itu orang lgi kepepet bgt paham sii emang harus lewat persetujuanconfirm dulu tapi ini terlalu kelamaan kayaknya maaf jika asumsi saya ada yang kurang benar
Rentang waktu pencarian dana tabungan ke rekening sekarang lumayan lebih cepat. Terus improvement ya Bibit. Terlebih improvements di bidang keamanannya.,5,Positif,rentang waktu pencarian dana tabungan ke rekening sekarang lumayan lebih cepat terus improvement ya bibit terlebih improvements di bidang keamanannya
"Lumayan mudah untuk para pemula, selain mudah di mengerti juga recomendedlah buat saya, bibit aplikasi yang sangat terpercaya dan aman di gunakan karena sudah di terdaftar di OJK ( Otoritas jasa keuangan ) jadi sudah terbukti amankan, aplikasi yang memudahkan konsumen untuk menyimpan dalam jangka lama, ya seperti itulah contohnya.",4,Positif,lumayan mudah untuk para pemula selain mudah di mengerti juga recomendedlah buat saya bibit aplikasi yang sangat terpercaya dan aman di gunakan karena sudah di terdaftar di ojk  otoritas jasa keuangan  jadi sudah terbukti amankan aplikasi yang memudahkan konsumen untuk menyimpan dalam jangka lama ya seperti itulah contohnya
"Aplikasi yang welcome kepada pengguna baru yang baru akan memulai menabung, terdapat beragam instrumen yang dapat disesuaikan dengan tujuan dan risikonya masing-masing, selain itu tampilan dan fitur dalam aplikasi user friendly, dan pilihan top up serta deposit yang beragam dengan berbagai macam pilihan bank maupun e-wallet.",5,Positif,aplikasi yang welcome kepada pengguna baru yang baru akan memulai menabung terdapat beragam instrumen yang dapat disesuaikan dengan tujuan dan risikonya masingmasing selain itu tampilan dan fitur dalam aplikasi user friendly dan pilihan top up serta deposit yang beragam dengan berbagai macam pilihan bank maupun ewallet
Aplikasi ini bagus banget buat pemula yang belajar menabung dan berinvestasi. CS nya juga fast respon. Penjelasan nya lumayan mudah di pahami. Pembayaran dan pelayanan nya mudah dan cepat.,5,Positif,aplikasi ini bagus banget buat pemula yang belajar menabung dan berinvestasi cs nya juga fast respon penjelasan nya lumayan mudah di pahami pembayaran dan pelayanan nya mudah dan cepat
Sebuah aplikasi investasi yang bagus buat pemula dan juga bisa digunakan untuk menabung walaupun nominalnya kecil... Penjelasannya sangat mudah dipahami dan detail terus cs-nya fast respon 👍👍👍,5,Positif,sebuah aplikasi investasi yang bagus buat pemula dan juga bisa digunakan untuk menabung walaupun nominalnya kecil penjelasannya sangat mudah dipahami dan detail terus csnya fast respon 
"Sudah saatnya Bibit memiliki mode gelap (dark mode), belum mendukung sistem navigasi android 12 sehingga ketika saat melakukan pembelian masih mudah untuk keluar aplikasi. padahal hanya sekedar melakukan gestur kembali untuk membatalkan pada opsi pembelian. Tampilan portofolio butuh dipercantik agar bisa senada dengan Android 12. Mohon dioptimalkan kembali pada android dengan prosesor exynos 9820/9825 series",1,Negatif,sudah saatnya bibit memiliki mode gelap dark mode belum mendukung sistem navigasi android  sehingga ketika saat melakukan pembelian masih mudah untuk keluar aplikasi padahal hanya sekedar melakukan gestur kembali untuk membatalkan pada opsi pembelian tampilan portofolio butuh dipercantik agar bisa senada dengan android  mohon dioptimalkan kembali pada android dengan prosesor exynos  series
Baru di instal langsung uninstall.... aplikasinya lemot banget.... pertanyaannya banyak...loading lama....jadi ragu sebelum investasi takutnya dana sudah disetor malah ngak bisa ditarik bagusan jangan dah....meragukan,1,Negatif,baru di instal langsung uninstall aplikasinya lemot banget pertanyaannya banyakloading lamajadi ragu sebelum investasi takutnya dana sudah disetor malah ngak bisa ditarik bagusan jangan dahmeragukan
"Aplikasi nya mudah digunakan dan bagus, cuman sangat berat dan lemot, kalah sama bareksa, pluang, dll yg lebih ringan, mohon diperbaiki bagaimana bisa berat gitu pdhl yg lain uk apk nya gak jauh beda, tp bibit lebih berat.",1,Negatif,aplikasi nya mudah digunakan dan bagus cuman sangat berat dan lemot kalah sama bareksa pluang dll yg lebih ringan mohon diperbaiki bagaimana bisa berat gitu pdhl yg lain uk apk nya gak jauh beda tp bibit lebih berat
Pengajuan jual dan beli terlalu lama. Kalo misalkan costumer sedang butuh dananya dan buy harus nunggu 2-3 hari kerja baru cair. Padahal dana gk seberapa. Di apk sebelah saat itu buy saat itu cair. Mohon di perbaiki.,1,Negatif,pengajuan jual dan beli terlalu lama kalo misalkan costumer sedang butuh dananya dan buy harus nunggu  hari kerja baru cair padahal dana gk seberapa di apk sebelah saat itu buy saat itu cair mohon di perbaiki
Aplikasi bibit bagus banget buat pemula/pelajar apknya mudah di pahami jika ingin men daftar pake code (ferdi77) biar bisa menabung walau jumlah kecil cs nya juga cepat respon,5,Positif,aplikasi bibit bagus banget buat pemulapelajar apknya mudah di pahami jika ingin men daftar pake code ferdi biar bisa menabung walau jumlah kecil cs nya juga cepat respon
Aplikasi tidak bisa dibuka karena Android sistem webview belum diinstal. Padahal sudah saya instal dan update aplikasi android sistem webview itu. Sudah clear cache dan restart juga. Mohon aplikasinya diperbaiki,4,Positif,aplikasi tidak bisa dibuka karena android sistem webview belum diinstal padahal sudah saya instal dan update aplikasi android sistem webview itu sudah clear cache dan restart juga mohon aplikasinya diperbaiki
"Overall udah bagus, interface dan cara penggunaanya mudah. Mungkin bisa ditambahin fiturnya lagi, kaya pengelompokan reksadana berdasarkan MInya.",5,Positif,overall udah bagus interface dan cara penggunaanya mudah mungkin bisa ditambahin fiturnya lagi kaya pengelompokan reksadana berdasarkan minya
"aplikasi nya bagus banget buat yang mau belajar menabung, penjelasannya sangat mudah dipahami, trus cs nya pun fast respon.. pembayaran nya mudah dan cepat.",5,Positif,aplikasi nya bagus banget buat yang mau belajar menabung penjelasannya sangat mudah dipahami trus cs nya pun fast respon pembayaran nya mudah dan cepat
"Sebuah aplikasi investasi yg bagus buat pemula dan bila ingin mendaftar jngn lupa gunakan referal ( BITJAGO ) dan juga bisa digunakan untuk menabung walaupun nominalnya kecil,,, penjelasanya sangat mudah dipahami dan detail ,terus CS nya fast respon... Interface nya sederhana ,pembayaran nya pun mudah dan cepat",5,Positif,sebuah aplikasi investasi yg bagus buat pemula dan bila ingin mendaftar jngn lupa gunakan referal  bitjago  dan juga bisa digunakan untuk menabung walaupun nominalnya kecil penjelasanya sangat mudah dipahami dan detail terus cs nya fast respon interface nya sederhana pembayaran nya pun mudah dan cepat
