content,score,Label
"Abis update aplikasinya ga bisa dibuka, device terdeteksi root padahal hp ga pernah di root. Semua aplikasi keuangan bisa semua cuma bibit doang yg terdeteksi root, tolong dong tindak lanjutnya gimana",1,Negatif
"(Terimakasih🙏💕 atas peningkatan performa aplikasiya) Mohon diperbaiki fitur performa portofolionya, terutama bagian return dan 1D nya. Seringkali saya alami ketidaksinkronan dengan halaman Home, grafik 1D-nya pun seringkali terbalik. Terimakasih. *disampaikan di sini dikarenakan jawaban tim support pun tidak solutif. #moga tim terkait bisa segera mengatasinya agar kembali normal.",5,Positif
"Bagi Pemula yang mau berinvestasi lebih baik jangan gunain nih Aplikasi, dari mulai penarikan dana nya Lama masuk, potongan nya pun besar, ga sebanding dari hasil yang di dapat. lebih baik investasi ke Bank NeoCommerce nya Akulaku, lebih untung cuan harian Jelas.",1,Negatif
"tampilan app mudah dan nyaman dilihat. simple tapi asik. transaksinya mudah, update, dan kinerja robo nya mantap. makin dikembangkan dgn bermacam fitur dan layanan. mantap pokoknya. terima kasih Bibit.",5,Positif
"masukan refraal(dana22)masukan saat melakukan pendaftaran untuk melengkapi proses registrasi kalian dan dapatkan bonus cashback untuk pengguna baru,aplikasi bibit memang bagus,sangat cocok untuk pengguna baru,mudah di gunakan dan juga untuk pemula mudah untuk dipelajari,kalian bisa melakukan investasi dengan mudah dan juga aman di sini,uang kita akan tersimpan dengan aman di sini dan jangan ragu untuk mencobanya dijamin bagus",5,Positif
Aplikasinya mudah sangat digunakan dan banyak pilihan produk reksa dana. Hanya saja untuk tampilan tidak mendukung dark mode. dimana tidak semua pengguna ponsel suka dengan tampilan aplikasi yg cerah dan berwarna terang seperti saya. Tapi overall semua fitur berfungsi dengan baik 👍🏻,5,Positif
"Aplikasi investasi keuangan yg bagus banget untuk pemula, membantu kita harus memilih mau investasikan dana kita ke mana saja. Yang penting rutin nabung aja untuk jangka panjang supaya kelihatan hasilnya. Semoga mimpi mimpi kita bisa terwujud dengan baik melalui bibit. ❤️",5,Positif
"Aplikasi BIBIT sangat menarik, banyak fiturnya, yang paling baru menurutku ada fitur BIBIT RECAP, itu sangat mudah dimengerti bagi anak kampung seperti saya. Semoga BIBIT terus berinovasi & memberikan pelayanan luar biasa terhadap siapapun penggunanya.",5,Positif
"Gak jelas nih aplikasi gak bisa ngatasi masalah cashback, adminnya juga lelet banget ngatasi nya disuruh nunggu nunggu terus, cape gwehj lah nunggunya udah sebulan pula gak diatasi sama sekali masalahnya. Jadi gw kasih deh bintang 1.bye",1,Negatif
"Aplikasi sudah bagus Informasinya juga lengkap, namun alangkah bagusnya jika sistem penarikan dananya juga bisa via e wallet. Jika bisa ditarik saldo dananya ke e wallet saya yakin lebih bagus dan mempermudah konsumen",5,Positif
"3 tahun lalu iseng nabung 1jt d aplikasi ini karena ganti hp jadi lupa dan sekarang baru inget klo punya tabungan d bibit duit ny g hilang malahan jadi nambah returnny 28% nyesel bgt dulu d lupain, intinya skrg fokus nabung rutin. Buat temen2 yg baru gabung jangan lupa pake kode referral (untung6) banyak cashbackny awal daftar langsung dapet 25rb dan setelah ny masih banyak lg cashback ny. Oh iyh sekarang pencarian g sampe 7 hari kmren narik 2 hari cair malah sekrang ada pencairan instan ny.",5,Positif
"Aplikasi yang bagus, mudah untuk digunakan, dan sangat cocok buat yang baru belajar investasi karena return yang stabil khususnya untuk pasar uang dan obligasi. Bagi teman"" yang pengen gunakan aplikasi ini, bisa gunakan (kode referal: kartiazim) agar mendapatkan cashback saat pertama kali menggunakan aplikasi ini.",5,Positif
"Aplikasinya rapi bersih enak dipandang bangett, tapi agak gak seru karena pertumbuhan saham yang lambat. Tergantung company nya sih tapi semua cenderung kayak udah di balance gituu jadi gak terlalu beresiko",4,Positif
"Untuk pemula dan bingung tentang investasi, pakai ini aplikasi bibit aja. Daftarnya mudah juga tidak rumit dengan tautkan reff (bitjago) dpt bonus, dengan fitur bagus ini tampilan yang sangat mudah di mengerti dan teman simpatik juga merespon dengan cepat dengan demikian menawarkan kenyamanan sendiri dalam investasi, cepat bergabung saya sangat setuju dan merekomendasikan kepada pemula yang baru ingin memulai belajar invetasi di bibit, karena aman dan terpercaya.",5,Positif
"proses pencairan dana penjualan sangat membutuhkan waktu sangat lama,,bagi yg lagi butuh dana darurat disini bukan solusi gak bisa diharapkan .. tolong proses pencairan dana penjualan lebih cepat sehingga pengguna juga lebih nyaman kedepannya 😠😠😠",1,Negatif
"Ada kelebihan dan kekurangan yang saya rasakan dengan jangka waktu yg lumayan agak lama untuk masa pencairan nya, karna pencarian yang lama saya jadi malas buat jual reksadana alhasil uang terus kekumpul dan semakin banyak, untuk kekurangan nya sendiri gak bisa buat cepet2 kalo misalkan kita lagi butuh dana mendadak.",4,Positif
"Awalnya bingung mau investasi apa.. terus sering banget liat iklan di youtube.. dan yang ngrekomendasiin Deddy Corbuzier.. sempat berbulan-bulan mikir . Akhirnya nyoba aja dulu, dari mulai registrasi sampai keterima.. excited sekali.. karena mudah banget dan aman. Bagi pemula di coba registrasi aja dulu.., kalau perlu pake kode refferal ""nitas"" bisa dapetin cashbacknya Rp. 25.000. Yuk tumbuh bersama bibit !",5,Positif
Aplikasinya sangat membantu buat memanage uang. Karena ada fitur autodebit jadi gaakan lupa buat menabung investasi setiap bulannya. UI/UXnya juga nyaman bangett. Buat kalian yang mau investasi Reksadana saranku pakai aplikasi inii mantab cobain gih,5,Positif
"Saya langsung uninstal aplikasinya, masa data pribadi dirubah sesuai KTP aja hrs perlu di ACC adminnya, dan lucunya perubahan data itu tdk di ACC. Dari hal data pribadi saja TDK di ACC apalagi nanti nyangkut soal uang dan investasinya sedikit dikit harus di ACC dulu adminnya, harus isi pin blm pake fingerprint. Kesimpulannya baru awal saja sdh membuat jadi ribet!!!",1,Negatif
"Menurut saya fitur dari bibit mudah dipahami anak mudah dan lumayan lengkap saran saya untuk kedepannya bibit dapat menambahkan fitur"" menarik yang dapat menguntungkan bagi investor berupah cashback2 tambahan.. selain itu bibit juga bagus kalo menambahkan fitur Nabung Emas supaya investor juga ada opsi.",5,Positif
"Aplikasi ya enteng bgt gak makan kuota dan ruang banyak,aplikasinya keren,tampilannya oke dan fiturnya sangat lengkap,,,pakai bibit sangat menguntungkan dan sangat lancar saat bertransaksi dan investasi pakai bibit.saya sangat bangga pakai aplikasi bibit sebagai salah satu aplikasi investasi yg sangat menarik dan sangat bagus utk mendapatkan keuntungan yg sangat baik dan mudah utk mendapatkan profitnya.",4,Positif
"Aplikasi yg sedang ramai di rekomendasikan utk semua pencinta aplikasi online,,,aku udh ngerasain gimana bagus dan mudahnya berinvestasi pakai bibit,aplikasinya oke,tampilan menarik,fitur lengkap serta sistem yg sangat bagus membuat aplikasinya berjalan dengan sangat lancar tanpa kendala,,,aplikasi bibit lebih mengerti kebutuhan penggunanya sehingga sangat mudah mendapatkan keuntungan yg lebih besar pakai bibit.",5,Positif
"Aplikasinya bagus pendaftarannya juga sangat mudah untuk pemula sekali pun seperti saya, sudah terbukti aman dan juga terawasi ojk, sangat simple dan memiliki daya tarik tersendiri",5,Positif
"user friendly, pilihan reksadananya banyak, bisa pantau hasil investasi dg cepat, bisa bikin goal finansial, promo lumayan. So far ga da masalah dg aplikasi ini.",5,Positif
"Parahh sii proses jual beli nya gak balance.... Kalo beli prosesnya ga nyampe 20 detik... Kalo jual prosesnya ampe berhari-hari Make sense sii kalo jual/beli barang(fisik) kan nunggu diantar dulu dri tempat penjual ke tempat penerima(sesuai jarak)... Lahh ini ngasih option pulak alasan utk jual itu ""dana darurat"" Yang mana artinya itu orang lgi kepepet bgt!!! Paham sii emang harus lewat persetujuan/confirm dulu. Tapi ini terlalu kelamaan kayaknya. Maaf jika asumsi saya ada yang kurang benar🙏",1,Negatif
Rentang waktu pencarian dana tabungan ke rekening sekarang lumayan lebih cepat. Terus improvement ya Bibit. Terlebih improvements di bidang keamanannya.,5,Positif
"Lumayan mudah untuk para pemula, selain mudah di mengerti juga recomendedlah buat saya, bibit aplikasi yang sangat terpercaya dan aman di gunakan karena sudah di terdaftar di OJK ( Otoritas jasa keuangan ) jadi sudah terbukti amankan, aplikasi yang memudahkan konsumen untuk menyimpan dalam jangka lama, ya seperti itulah contohnya.",4,Positif
"Ini lebih cocok di sebut aplikasi nabung, buka investasi. Saya iseng bikin goal 50jt dalam 2 tahun. Dan di sarankan oleh aplikasi untuk nabung 2jt setiap bulan.. slebeeww.. 🤦‍♂️ mending saya nabung di bawah kasur kalau toh hasilnya tidak jauh berbeda 🤦‍♂️ #autouninstal",3,
"Aplikasi yang welcome kepada pengguna baru yang baru akan memulai menabung, terdapat beragam instrumen yang dapat disesuaikan dengan tujuan dan risikonya masing-masing, selain itu tampilan dan fitur dalam aplikasi user friendly, dan pilihan top up serta deposit yang beragam dengan berbagai macam pilihan bank maupun e-wallet.",5,Positif
Aplikasi ini bagus banget buat pemula yang belajar menabung dan berinvestasi. CS nya juga fast respon. Penjelasan nya lumayan mudah di pahami. Pembayaran dan pelayanan nya mudah dan cepat.,5,Positif
Sebuah aplikasi investasi yang bagus buat pemula dan juga bisa digunakan untuk menabung walaupun nominalnya kecil... Penjelasannya sangat mudah dipahami dan detail terus cs-nya fast respon 👍👍👍,5,Positif
"Sudah saatnya Bibit memiliki mode gelap (dark mode), belum mendukung sistem navigasi android 12 sehingga ketika saat melakukan pembelian masih mudah untuk keluar aplikasi. padahal hanya sekedar melakukan gestur kembali untuk membatalkan pada opsi pembelian. Tampilan portofolio butuh dipercantik agar bisa senada dengan Android 12. Mohon dioptimalkan kembali pada android dengan prosesor exynos 9820/9825 series",1,Negatif
Baru di instal langsung uninstall.... aplikasinya lemot banget.... pertanyaannya banyak...loading lama....jadi ragu sebelum investasi takutnya dana sudah disetor malah ngak bisa ditarik bagusan jangan dah....meragukan,1,Negatif
"Aplikasi nya mudah digunakan dan bagus, cuman sangat berat dan lemot, kalah sama bareksa, pluang, dll yg lebih ringan, mohon diperbaiki bagaimana bisa berat gitu pdhl yg lain uk apk nya gak jauh beda, tp bibit lebih berat.",1,Negatif
Pengajuan jual dan beli terlalu lama. Kalo misalkan costumer sedang butuh dananya dan buy harus nunggu 2-3 hari kerja baru cair. Padahal dana gk seberapa. Di apk sebelah saat itu buy saat itu cair. Mohon di perbaiki.,1,Negatif
Aplikasi bibit bagus banget buat pemula/pelajar apknya mudah di pahami jika ingin men daftar pake code (ferdi77) biar bisa menabung walau jumlah kecil cs nya juga cepat respon,5,Positif
Aplikasi tidak bisa dibuka karena Android sistem webview belum diinstal. Padahal sudah saya instal dan update aplikasi android sistem webview itu. Sudah clear cache dan restart juga. Mohon aplikasinya diperbaiki,4,Positif
"Overall udah bagus, interface dan cara penggunaanya mudah. Mungkin bisa ditambahin fiturnya lagi, kaya pengelompokan reksadana berdasarkan MInya.",5,Positif
"aplikasi nya bagus banget buat yang mau belajar menabung, penjelasannya sangat mudah dipahami, trus cs nya pun fast respon.. pembayaran nya mudah dan cepat.",5,Positif
"Sebuah aplikasi investasi yg bagus buat pemula dan bila ingin mendaftar jngn lupa gunakan referal ( BITJAGO ) dan juga bisa digunakan untuk menabung walaupun nominalnya kecil,,, penjelasanya sangat mudah dipahami dan detail ,terus CS nya fast respon... Interface nya sederhana ,pembayaran nya pun mudah dan cepat",5,Positif
"Semua sudah bagus tapi masih ada bug di hp saya (android 10) dan mungkin di hp user lain juga, bug di mode mode gelap bagian atasnya itu putih jadi mau baca harus merek melek dulu karena silau, kalo bisa tolong di fix kan yaa, jadi warna hitam atau hijau khas aplikasi bibit gitu🙏🏼",5,Positif
"Akhirnya yg ditakutkan terjadi!!! Ketika beli akun bank ada.. Ketika jual akun bank saya tiba2 tidak ada? 🤔 Setelah 1minggu...butuh berapa lama uang saya bisa kembali? Atau tidak bisa samaskali??🤦 Note: Mesin disini gak usah jawab,chat nya paling isinya itu2 aja. Bintang saya tambah 1 karna respon tanggap cepat dari bibit.. Tapi.... 2 transaksi lagi belum juga masuk ke rekening??? 👀 Biasanya laporan transaksi juga langsung dikirim ke email? Kenapa cuma 1 transaksi yg dikirim ke email? 😶",2,Negatif
"Proses agak lama dibandingkan aplikasi sebelah. Baru coba udah nggk enak layanannya. Untung Baru tes invest kecil Proses pencarian 3 hari, eh ternyata transfer ke rekeningnya juga butuh waktu lagi, 7 hari. Lama pol",1,Negatif
"kenapa bibitku tidak bisa di buka , katany aplikasi tidk dapat dibuka dalam mode debug padhal hp saya tidak dalam mode debug . aneh banget sih padahal mau nabung lagi . tolong lah min d jawab.",1,Negatif
"Tolong lah masa baru di upgrade g bisa di buka udh lebih 1 hari, takut doang ada Miss dari datanya, segera di percepat dong perbaikannya jadi khawatir, lalu klik menu bantuan juga malah g muncul apa² jadi bingung",1,Negatif
"Penyediaan layanan bayar langsung lewat mbanking sudah sangat bagus karena gratis ga perlu top up lewat aplikasi lain, (imho) kekurangan cuma 1 tolong lihat tetangga sebelah yang interfacenya jauh lebih sederhana, lebih mudah dan lebih gampang di mengerti, kok bibit aga ribet ya 🙏👍👍👍 sukses terus🔥🔥 seneng pake bibit karena beli RD ga pake potongan + ga perlu top up lewat aplikasi lain biar gratis bea admin",3,
"kirain nabung dapat untung, baru nyemplung harga saham terjun, untung masih main konservatif, proses pencairan lama pula dan dibagi 3x transfer dengan jarak waktu cair lama, belum lagi potongan biaya admin. gimana bisa dipercaya jadi opsi investasi dan dana darurat? auto uninstall sorry, mending nabung di bank biarpun bunga kecil tapi pasti bisa cair sewaktu butuh dan ga kebanyakan biaya admin",2,Negatif
"Bagus. Tapi sayang update perubahan nilai saham tidak dilakukan saat sabtu dan minggu. Selain itu, aplikasi sering banget freeze saat akan masuk ke aplikasi. Tolong diperbaiki",2,Negatif
Awalnya pencairan lancar waktu pertama ... skrg mau pencairan dana tiba² ada perbedaan data pada ktp dan norek ... padahal datanya keduanya sama ... terus apknya setelah di update malah reload terus ... maksudnya gimana ya??? Lumayan kan 300 ribu mau diambil ... padahal waktu itu ambil 200 ribu gk ada masalah tuh ...,1,Negatif
"Pengalaman kurang nyaman saat pencairan. Sudah memang waktu pencarian lama, ditambah juga suka gak ada kabar hingga 10 hari berlalu tapi dana belum juga masuk ke rekening saya. Mesti komplain dulu baru direspon, itupun prosesnya masih bertele tele. Kalau gak mau nasabah kecewa tolong segera diperbaiki sistemnya supaya ketika melewati batas 7 hari pencarian yang dijanjikan, sistem memberikan follow up otomatis permohonan maaf karena dana masih belum dapat dicairkan ke rekening nasabah.",2,Negatif
"sya udh coba 6 bln,.tp gk ada sesuai harapan,.percuma infes klo berkurang,.klo kalangan bawah & pemula itu,. maunya sedikit menguntungkan gampang penjualan/penarikan. lama"" kyak infestasi bodong gk nie,.??!! Mau tup up jd maleskan,.",1,Negatif
"Kode referral : boqeutb Aplikasi cukup mudah untuk di pahami bagi pengguna yang masih awam seperti saya,dan banyak promo² menarik jika dibandingkan dengan aplikasi lain,BestBest lah pokoknya",5,Positif
"Tolong diperbaiki sistemnya,masa setelah update saya gg bisa lg masuk ke aplikasi dan sudah saya clear cache juga gg ada hasilnya🙏🙏tolong dana saya aman gg itu??dan selalu alasannya jaringan saya yg bermasalah padahal buka YouTube dan aplikasi lain aman-aman saja,tolong segera perbaiki🙏🙏🙏",1,Negatif
"Pakai kode referal ""lumbungbibit"" dan dapatkan cashback 25k, lumayan kan transaksi pertama dapat suntikan tambahan dana investasi. Pengalaman sebulan pertama pakai bibit cukup puas, mudah dipelajari terutama bagi pemula. Ada Robo advisor juga yang bisa merekomendasikan portfolio investasi mana yang cocok sesuai dengan preferensi masing-masing user.",5,Positif
"Cukup bagus utk investasi bagi yang mempunyai dana lebih & tidak terpakai. Tapi sayang... 1 hal yang sangat sangat saya tidak suka, menurut saya proses pencairan dana / penjualan SANGAT LAMA (saya pernah lebih dari 2 hari). Dengan kemajuan teknologi/semua online dan sudah terkoneksi... harusnya bisa cepat. Jadi kalau butuh dana mendadak... sudah pasti tidak bisa diandalkan. Atas kondisi inilah... saya tarik semua investasi di Bibit. Smoga bisa dilakukan perbaikan.",2,Negatif
Untuk saat ini tidak ada kendala... Cuma sempat kesal karena udah lewat tiga hari penjualan RDPU gak masuk masuk... Dan alhamdulillah setelah hubungi CS Bibit dana nya mendarat dengan selamat ke rekening... Terimakasih dan sukses selalu!!,4,Positif
"Semuanya serba lambat,serba berbelit-belit. Pendaftaran untuk di setujui sangat sulit dan lama, begitupun untuk penjualan reksa dana nyampe butuh waktu 3 hari, potongannya juga besar lagi,pindah aja dah.",1,Negatif
SUMPAH ya MALING duit orang gamau bertangung jawab!! JANGAN DOWNLOAD APP BIBIT ini tukang TIPU!! Aplikasi tidak bisaa dibuka lagi!!! padahal jaringan saya bagus dan sudah diupdate berapa kali tapi kenapa koneksi tidak stabil tolong perbaiki lagii jangan mengambil milik hak orang lain atau saya laporkan kepihak berwajib sya tunggu secepatnya!!!!,1,Negatif
"Withdraw tdk 100% di cairkan masih ada tinggal beberapa puluh ribu, belum lagi pencairan harus kena pajak bank di tiap tempat yg di cairkan, padahal cuma 1 portofolio. Bukan main, bukan untung ini mah.",1,Negatif
"mind knp semenjak update aplikasi gak bisa dibuka, jaringan nya relatif stabil untuk buka app lain bisa, giliran buka bibit malah keluar jaringan tidak stabil gimana nih udah 2 pekan gam bisa pantau..",4,Positif
Pencairan jual beli lama bgt Dan login lambat. Klo ada kebutuhan mendadak gk bisa pakai ni app bibit Sy pakai app PINTU 5 menit penjualan bisa lgsg masuk rek. Tolong Tingkat kan lagi kualitas nya Sbenar nya banyak peminat nya tapi liat coment bnyk yg kecewa.,1,Negatif
Terhitung 11 Hari untuk pencairan penuh tapi dipotong juga terlepas dari potongan bank lain ( entah potongan apa itu) . Yaampun lama banget. Estimasi perhitungan pencairan juga jauh. Apalagi dibagi jadi 3x pembayaran. Dan gak dijelaskan secara detail potongan pembayarannya. Defisit lah pokoknya,1,Negatif
"Aplikasi bagus tapi saran dong saat registrasi diberi pilihan memakai dompet digital, karena nggak semua punya rekening bank dan masih banyak anak muda yang mau berinvestasi dan gak punya rekening bank Overall bagus sih semoga dibaca bibit",5,Positif
"Dri awal nabung cuma naek di awal2, selang beberapa hari langsung terjun bebas. Saya tau kalo sistemnya emang ngikutin keadaan ekonomi ato apalah itu, cuma bagi saya pribadi berasa insecure kalo udh seminggu dua minggu makin minus aja, g ada admin buat kita tanya2 tren pasar yg sedang/mau kita invest. Note : Bukan buat orang yang mau nabung tapi sering membutuhkan dana darurat dr tabungan. Ini tabungan buat invest, bedakan dengan tabungan yang bisa diambil kapan saja, proses cair lama poll",1,Negatif
Kenapa saya tidak bisa masuk ke akun bibit saya. Loadingnya tidak masuk. Padahal jaringan internet aman dan cepat. Sudah uninstal tapi tetap tidak bisa masuk. Minta klarifikasi dari pihak bibit. Karena ini menyangkut uang pengguna!,1,Negatif
"Untuk sementara, saya kasih bintang 4 dulu ya. Nanti kalo saya udah paham dan mulai investasi, saya kasih bintang 5. Terima kasih banyak. Aplikasi bibit ini sangat memudahkan registrasi dan verifikasinya, sedangkan aplikasi lain verifikasinya sedikit ribet. Fitur chatnya juga sangat fast respon. Bahasa, kalimat, dan kosa kata yang ada di aplikasi ini juga lebih mudah dipahami dibanding aplikasi investasi lainnya.",4,Positif
"Baru mulai investasi Maret 2022 , prosesnya registrasi sangat mudah, pembelian juga mudah banyak pilihan bisa gopay, bank Jago , dan bank lainnya proses switch Reksadana,ubah portofolio mudah juga. Saran untuk proses switch Reksadana bisa dalam 1 hari. Update NAV kan harusnya setelah Jam 15.30 tapi sering sudah ganti hari baru terupdate. Untuk yg mau investasi pelajari dulu aturan mainnya. banyak yg gak baca ujung² komplain yg gak semestinya. Terus di tingkatkan lagi aplikasinya",5,Positif
"Kenapa aplikasi Bibit kenapa akhir2 ini susah sekali di buka? Untuk masuk ke aplikasinya lama, sering sekali tidak bisa masuk dan ""halaman gagal di muat, silahkan muat ulang"". Selain itu sering sekali akunnya log out sendiri, jadi tiap masuk harus log in pakai nomor, nggak otomatis kayak dulu. Aku nggak tau kenapa aplikasinya berasa 'berat'. Tapi kalo kayak gini lama2 takut pakainya, takut kalo ga bisa akses akun. Tim bibit tolong di benahi dong supaya aplikasinya lebih baik lagi. Aku takut nih.",3,
"Tolong perbaiki sistem nabung rutin, Lain yang di pilih, lain jga yang di beli... Sudah menyerahkan semua sepenuhnya ke pihak bibit maslah dana, pas di cek yang sebelumnya pembelian hanya 3 produk, setelah beberapa bulan ternyata produknya bertambah terus, akibatnya biaya admin jga bertambah",4,Positif
"Kalo mau ngejual. Masuk ke rekeningnya lama bgt😭dahal kadang dananya kepepet. Ini udah seminggu tapi ga masuk masuk juga kerekening. Heran. Tolong dong, kalo ngejual masuk kerekeningnya jgn lama lamaa",3,
"Udah naro duit banyak dan udah di simpan di portofolio tapi kok malah gk bisa di jual atau di cairin gitu si, lebih enak make binance sumpah, meskipun kripto dan juga kurang jelas juga masa depannya, tapi bisa langsung di jual lagi kalo di butuhkan, balikin duit gw jing gak bisa di jual ini dana di portofolio nya",1,Negatif
"Dev Bibit, Saya tidak bisa membuka aplikasi bibit di hp saya, saya sdh instal ulang 2x, tetap tidak mau, padahal kmaren masih bisa dibuka, setelah update malah ngga bisa dibuka, selalu error. Tolong perhatiannya ya. Sementara 2* dulu nanti klo udah bisa lagi baru full",2,Negatif
"Kenapa akun bibit saya sering terhungun ke perangkat android yang bukan milik saya? Saya sudah logout perangkat tersebut, tapi pasti ada saja perangkat yang terhubung lagi. Ini membuat saya sebagai pengguna bibit sangat tidak nyaman dengan keamanan dana yang saya investasikan.",3,
"Tolong sistem aplikasi nya diperbaiki. Karna jujur saya sangat tidak nyaman dengan aplikasi ini. Isinya sudah bagus,sangat menarik. Tpi kenapa saat mau login buffering terus,mau pindah ke home juga buffering. Semuanya sudah bagus,hanya saja tolong perbaiki sistem nya agar tidak lambat. Terimakasih",5,Positif
Ini gimana kok gak bisa di buka??? sedang perbaikan atau gimana??? kok tulisannya koneksi saya tidak stabil... saya pakai wifi dan lancar lancar aja tuh... kalau ada perbaikan info nya yg bener dong perbaikan... lumayan nih uang saya kalau nyangkut kyk gini,1,Negatif
Buat kalian semua nih yang belom pernah download aplikasinya tapi penasaran. Sini gua kasi tau inti dari aplikasi ini. Aplikasi ini ada untung ada buntung. Tapi ada tapi nya yaitu buntungnya lebih banyak cok. Aku dah pernah pake soalnya. Awal2 aku deposit 100 ribu terus lama2 kadang naik kadang turun sampe mentok ke 87 ribu paling kalo naik cuma 104.000 ribu Jadi mendingan kalian di deposito aja cok. Aman dan profit terus gak da buntungnya lagian tuk deposito sekarang ada sampe 8%pertahun bunga,1,Negatif
"Alhamdulillah, saya sangat berterima kasih bibit karenamu bisa berhemat uang.. karena saya seorang mahasiswa yg belum berpenghasilan dan masih bergantung orang tua dengan adanya bibit saya bisa atur keuangan secara stabil.. 🔥 emang resiko penarikan uang lumayan lama tapi okelah..",5,Positif
"Min, ini ko gw masuk nya lama bat loading nya, sekali masuk langsung keluar sendiri, tolong lah-_- hp sm jaringan WiFi gw baik² aja, ini gmn sih? Kenapa bisa begini coba? Nyebelin bat ih, gw uninstall aja lah",1,Negatif
"Aplikasi ngk berguna, yg di untungkan hanya pemilik aplikasinya aja, uang yg yg saya tarik aja smpe saat ini blom masuk transferanya padahal uda dua minggu, saya ingetkan kalian yg mau mencoba aplikasi ini sebaiknya jangan dicoba, karna pasti kalian menyesal",1,Negatif
"aplikasi ini menarik bangett, apalagi nominal minimal tabungannya dimulai dari 10.000 yang ramah buat pelajar. Ditambah ada fitur robo yang sangat membantu untuk saya yang ingin belajar mengenai investasi. Dengan aplikasi ini, tentunya saya bisa menabung sedikit demi sedikit yg pastinya akan memperoleh profit jika diimbangi dengan pemilihan reksadana yg tepat👍",5,Positif
Sering diperbaiki karena kadang setiap mau login ke aplikasi kadang lama. Tolong diperbaiki dan diringankan agar ketika login tidak terlalu lama gambar nya muncul atau gagal.,3,
"Mengikuti bibit itu seperti jebakan batman. Sebenarnya ga untung mlah buntung, tapi bikin penasaran. Lebih baik uang kita tabung di deposito saja, tiap bulan pasti ada bagi hasil meskipun sedikit. Saya sudah mengalami berulang kali dana minus. Taruh 1 juta eh malah kepotong . Gak cocok kayanya saya ikutan kaya gini. Tp krn penasaran, saya masih bertahan pd obligasi yg drawdownnya 0 % hahaha, entahlah , buntung tapi penasaran terus",1,Negatif
"Aplikasinya aneh banget masaa mau ambil uang sendiri harus nunggu lama banget. Katanya 3 hari kerja tapi ini udah mau seminggu uang saya tetap belom masuk ke rekening, padahal status nya sudah terjual. Gimana si maksudnya kok di persulit gitu??",1,Negatif
"Kenapa saya mau login ngga bisa ? masukan pin salah,. Di minta masukan no KTP yang di daftarkan juga salah,. Padahal pin selalu saya sakan dengan akun lain dan no KTP juga saya cuman punya 1 yang saya daftarkan tapi salah,. Untung guman pernah top up sekali doank dulu . Kebayang duit hangus kalau saya top up banyak.",1,Negatif
"Bagus untuk pemula, bisa baca2 dulu di aplikasinya. Ada robo buat membantu merencanakan investasi. Bisa autodebit pakai gopay juga, jadi lebih mudah. Buat yang baru mulai, masukin kode referal ""bonusdarifridha"" buat dapet cashback 25k, lumayan bgt 😃",5,Positif
"Setelah update aplikasi kok masuk pake finger print ga bisa, dan sering logout sendiri. Udah enak dulu apps nya. Please bibit fix it.",2,Negatif
app terlalu lama hasil nya 1. penjualan aset lama 2. masuk ke rekening lama 3.mendapatkan propit saldo besar hasil ya kecil. 4.terlalu banyak libur mebuang2 waktu. masa malah deposito di bank bunga sebulan sudah ada hasil ya masuk ke rekening. ini apa investasi lama. kecil Parah bibit,1,Negatif
Aplikasi yang bagus dan iklan yg meyakinkan ( bang dedy combuzer ). Tapi pas tahap verifikasinya saya berubah pikiran dan saya memutusan menghapus aplikasinya dan nabung di celengan aja 🙏😅,5,Positif
"pelayanan dari cs buruk, udh dibilang rekening ga sesuai, masih ada dibilang maaf ga bisa dibatalin soalnya alasannya bkn rekening udh ga aktif, terus kalo rekening ga sesuai mana bisa duitnya masuk??? ga mikir",1,Negatif
Kasih tau ke android developernya. Tolong bottomsheet itu kalo pencet tombol BACK behaviornya harusnya nutup bottomsheetnya. Bukan malah keluar dari apps. UX yg begini ini gaenak. Diatur dong di onBackPressed nya. Cek bottomsheet lagi kebuka apa ga. Kalo kebuka ya set dismiss bottomsheetnya. Problem bgt kl lg pilih reksadana di menu topup & btmsht nya mode full terus mau balik ke home jadi susah jari kudu pencet tombol diatas. Perbaikin dulu ya. Kabarin kl udah beres.,1,Negatif
"Meskipun sedikit jumlahnya kurang dari 200k, saya merasa kecewa padahal itu sudah penjualan dari tahun kemarin tetap saja belum ke kirim ke rekening. Terus udah 3 hari menghubungi call center terkait juga ga direspon"". Pas ditanya langsung lewat media sosialnya malah bikin puyeng suruh sana sini. Terimakasih ya membantu sekali aplikasi ini. Sukses selalu",5,Positif
"Aplikasi tidak bisa di gunakan atau di buka. Mohon bantuannya kepada pihak bibit. Padahal saya sudah apdate data dan sudah terverifikasih lalu mempunyai akun juga. Sungguh mengecewakan sekali. NO GOOD!! Hanya ingin data KTP mungkin ini aplikasi. Buat yg mau Download hati2, ini aplikasi berbahaya menurut saya.",1,Negatif
"Saya suka ap bibit, cuma sayang responnya tidak efektif. Seharusnya hanya 1 orang saja yang merespon dan langsung menyelesaikan tsb dengan user. Jika user tidak merespon selama beberapa saat, lgsg akhiri saja sesi tanya jawab tersebut. Bukannya malah semua admin ikut menjawab, itu malah membingungkan, terlebih waktunya yang diberikan juga tidak diatur (terlalu fleksibel) jadi juga terlalu lama menunggu respon dari admin.",3,
