userName,score,at,content
Pake_refp: “BITJAGO” bonus_melimpah,5,2023-02-23 5:47:26,"Aplikasi invest yg bagus bgt buat pemula. Apalagi buat kita para milenial yg mulai melek finansial. Alhamdulillah sejak saya pake bibit, saya jadi lebih bisa mengatur keuangan saya. Aplikasi ny jg simpel jadi gampang dipake buat kita yg baru mulai belajar investasi, yg jadi favorit ny saya di aplikasi bibit ini selain bisa invest minimal 10k, disini juga ada fitur bibit rewards ny, jadi kalo belanja bisa ttp dapat cashback. Best bgt pkoknya 😍"
Tori,1,2023-02-23 2:30:46,"Kecewa sangat karena potongan untuk biaya penjualan investasi sangat tinggi sehingga yang harusnya malah jadi rugi. Karena aku investasi Rp 10rb dan biaya naik jadi Rp 11rb namun ternyata terdapat potongan senilai Rp 2,5rb yang seharusnya untung jadi buntung"
Narwa Sun,5,2023-02-22 12:55:22,"sertakan repral dana22 sertakan saat melakukan registrasi pendaftaran untuk mendapat cashback,terbukti bibit memang aplikasi oinvestasi yang bagus dan juga mudah di gunakan,untuk pemula yang ingin belajart investasi buruan gabung di bibit tampilanya bagus dan juga mudah dioperasikan,terbukti aman dan juga selama saya bergabung di sini saya tidak pernah mendapatkan kendala,selalu lancar dan juga banyak keuntungan yang di dapatkan"
Neni Tri Stiyanti,5,2023-02-22 4:12:20,"Bibit terpercaya untuk investasi kita semua, pelayananny yang memuaskan sehingga ada masalah bisa cepat teratasi. Jangan lupa pakai kode refferal: bibitonlyone , untuk dpt chasback reksadana. Menambah investasi secara gratis nih"
IsiKode A❾❹❶❽❺❺ Dpt Bnus,2,2023-02-22 2:44:35,"Luar biasa sekali bibit ini, memberikan pelayanan yg sangat bagus dan nyaman sekali dan agar akun kalian terverifikasi? Kalian wajib menyertakan > c e c e 1 6 promo berikut ini dan selamat akun kalian akan terverifikasi oleh aplikasi bank digital ini yg udah di awasi oleh OJK!"
Sunrise TV,1,2023-02-21 12:15:12,"Baru nyoba, proses cairnya lama banget bro. Ati2 kalo maen duit gede"
Fhankenstein,5,2023-02-21 9:38:57,jangan percaya sama investasi lewat website ... mereka semua penipu.. kecuali aplikasi ini.. best buat Aplikasi Bibit Sukses selalu.. teruslah membantu orang-orang yang membutuhkan.. terima kasih
Mad Yani,1,2023-02-21 1:29:59,"Investasi macam apa lh ini, aplikasi bondong transaksi nya menyulitkan investor, saya mau ambil uang yg sudah saya investasi malah tidak pernah cair, transaksi berhasil tapi saldo nya tetap juga kosong kan aneh, aplikasi ni."
Jonojeny Hi,5,2023-02-19 14:29:59,"Aplikasi investasi ini sangat berguna sekali, apalagi yang ingin mencoba investasi di aplikasi ini, aplikasi ini penggunaannya sangat mudah sekali kawan, aplikasi ini sangat berguna sekali, kalian harus coba karna aplikasi ini sangat bagus sekali, aplikasi investasi terbagus dan sangat berguna, aplikasi terbaik."
M. Aji S.,4,2023-02-19 4:17:13,"cs sangat profesional, pelayanan penanganan masalah cepat"
Hilal Ridwan,5,2023-02-18 14:55:54,Untuk apknya bagus tapi saran saya tambahin juga fitur investasi emasnya
Fahri Muhammad,5,2023-02-17 1:45:47,"menggunakan bibit sangatlah mudah, dalam segala hal apapun."
Soni Trinomo,5,2023-02-16 4:57:53,"Tingkatkan terus kualitas aplikasi ini, biar jadi terdepan dan semakin baik"
Nana Sweet,2,2023-02-16 0:04:28,suka lama loadingnya...daripada aplikasi investasi lainnya
Belinda Ayu,4,2023-02-15 20:10:49,"Keren sekali... Kemarin saya terkendala membuka aplikasi, loading terus, padahal sinyal provider sedang baik-baik saja pas digunakan di aplikasi lain... Alhasil saya menanyakan ke CS nya dan alhasil direspon dengan baik dan langsung bisa dibuka 🥲, terharu sekali dengan respon cepat tanggap tim bibit, harus diacungi 4 jempol yg saya punya..."
Pangeran Mangkoe BUMI,4,2023-02-15 15:10:28,"Saya sudah pakai 3 tahun lebih, selama ini lancar, pembelian penarikan tepat waktu, kalau ada masalah tim bibit gercep bantu sampai selesai. Boleh dicoba pake kode ""visimisifoya"" tanpa tanda petik ("") bisa langsung dapet cashback 25.000 mantabz."
Andi Sultan,3,2023-02-15 14:14:58,Kenapa sih aplikasi bibit kadang-kadang nggak bisa kebuka cuma berlogo bibit tolong dong diperbaiki
Abi Lasmana,2,2023-02-15 14:05:36,"Abis topup besoknya mau masuk malah mentok di logo terus,padahal jaringan internet aman,pakai wifi juga ttp gk bisa anehh"
Agen Liner,2,2023-02-15 13:36:57,perbaiki bug untuk login tidak bisa terbuka. itupun terbuka sekitar 1 jam lebih mohon di perbaiki kalau tidak saya uninstal saja
Pathor Rozy,5,2023-02-15 13:00:33,Respon bibit sangat cepat dan baik. Aplikasi investasi untuk masa depan
Annisa Maylani Askah,2,2023-02-15 12:30:06,"Parah bgt berkali kali coba buka aplikasi hanya tampilan warna putih saja, gimana sih kak? Kok fitur nya jelek lama error"
Mu'adz,3,2023-02-15 12:26:02,"Gak bisa dibuka loading putih aja, padahal spek hp lumayan Xiaomi 11T 5G 8/256, udah di clear data & cache sama aja"
Revita Alisya putri,1,2023-02-15 12:09:50,"Kenapa aplikasi nya gak bisa di buka padahal saya mau investasi dan mau melihat apakah investasi saya sudah berhasil tapi gak bisa di buka ,saya kasih bintang 1 karena gak bisa di buka"
shamann,1,2023-02-15 11:34:51,Lemot banget setiap mw buka apk nya untuk cek portofolio..tertera no wa untuk pengaduan tetapi di add wa ga ad kontak nya..hrus undang no tsb untuk join wa..kan knyol 😣
Rini Marlina,3,2023-02-15 11:31:17,"Perlu diperbaiki kembali, beberapa kali apk tidak dapak digunakan dan tidak bisa masuk"
Y.a.n 16,2,2023-02-15 10:58:12,"Kenapa bibit saya tidak bisa di buka, Padahal saya udah install ulang masih juga tidak bisa di buka, Masalah jaringan normal buat semua apk kecuali bibit,"
Fachrizal Juliansyah,5,2023-02-15 10:40:24,"Halo ka, kenapa saat membuka aplikasi sangat lama ya?untuk jaringan sudah sangat bagus,btw untuk aplikasinya sangat memuaskan Mohon responnya ya ka"
Irianti Toyo,5,2023-02-14 22:30:14,aplikasi yang bagus...utk pemula sepertiku yg tidak paham bibit sangat membantu...
Mochammad Abdu Syaugi,5,2023-02-14 6:12:11,"Suka banget sama bibit, gampang juga dipahami"
Diky Kurniawan,1,2023-02-13 11:06:53,Buat login kok susah ya tidak ada jaringan padahal jaringan saya bagus aja
C_174_Achmad Rian Saputro,4,2023-02-13 8:05:37,"Cocok banget buat pemula yang mau mulai investasi,simple, baru mulai aja udah dapat 25000 dari kode referal (ksxbpmo),buat yang mau dapat 25000 bisa pakai kode referal (ksxbpmo) bisa dicoba"
h-di hey,4,2023-02-13 3:41:17,saya masih pemula menurut saya ini apklikasi yg cocok buat pemula simpel gk ribet dan gampang dimengerti
MKZ Profile,4,2023-02-10 19:02:13,"Bagus sih apknya, cm sayang 1 NIK cm bisa dipakai 1 akun / 1 nomor aja. Padahal kalo bisa dipakai lebih dari nomor malah bagus. Btw aku mau login ke akun Bibit make nomor baru g bisa *sedih*"
P o H,5,2023-02-10 10:58:24,"Aplikasinya memang benar² untuk pemula, penjelasannya sangatlah mudah di mengerti, dan sangat simple, saran ku sering² buat event biar gk sepi di beranda, tampilannya itu² mulu."
Siti Komariyah,5,2023-02-09 2:49:59,bagus.. mudah digunakan.. aman.. sangat membantu saya dalam perencaan dan mengelola keuangan..
Anis Mawardi,4,2023-02-09 0:37:57,Alhamdulillah dengan aplikasi ini bisa belajar Investasi. Memang saya sendiri kurang dapat pengalaman literasi investasi yang itu ternyata sangat penting untuk dimulai. Adanya bibit ditengah masyarakat Indonesia menjadi pemersatu bangsa untuk investasi Indonesia lebih baik. terimakasih Bibit. Kedepan lebih baik lagi ya!
Kentang Goreng,4,2023-02-08 15:15:16,"Saya sangat suka Bibit. Tapi setiap saat saya selalu dapat push notifications yg tidak penting (bagi saya). Saya hanya perlu notifikasi terkait transaksi saja. Tidak perlu promo2, edukasi, atau event. Saya cari di pengaturan bibit tidak ada opsi mematikan notifikasi. Rasanya ingin saya uninstall aplikasi ini gara-gara push notif."
Lilik Lukuk,5,2023-02-06 14:12:12,"sertakan repral DANA22,bibit reksadana yang cukup bagus dan mudah di gunakan,dengan tampilan yang bagus dan juga bibit memiliki fitur yang lengkap danmenarik,kita bisa mendapatkan banyak keuntungan dan juga bisa menabung dengan aman di sini,sudah terbukti bibit menjadi aplikasi pilihan untuk menabung dan juga kita bisa ikutan investasi di sini,terbukti aman dan mudah di gunakan"
Nurus Sahliah,1,2023-02-06 11:48:28,"Saya sudah 1 tahun pakai Aplikasi nya, tapi akhir akhir ini apk nya kenapa tidak bisa dibuka ya padahal akses internet saya lancar aja, jadi susah banget kalo mau ngecek portofolio"
Nanang Ninja,3,2023-02-06 10:03:24,"Kenapa dalam 1 minggu ini aplikasi bibit tidak dapat di buka, saya sudah coba update,reset memory dan reset Perangkat. Namun tetap tidak hisa dibuka."
IPONKLEFRY (iponklefry),5,2023-02-04 18:11:15,Sudah 3 Tahun pakai Bibit dan banyak inovasi keren. Bibit masih terbaik dan tidak sekalipun saya kecewa pakai bibit. Pakai [Kode : budidayaduit ] untuk dapat Cashback pertama👍
rizki adr,3,2023-02-04 17:53:18,"Aku beritahu alasan kalian jangan download ini 1. Ketika lu beli 100k di bibit untungnya dikit banget juga lama banget 1 bln baru 1k 2. Ketika aku beli 100k untung 2k trs aku jual cuma dapet 94k kurang lebihnya segitu 3. Aku jual Rp.102.678 nah ini sekitar 100k lebih dikit lah masuknya lama banget masuk 7k, 30k tpi gak full, 4. Aplikasi ini menipu lu udah beli 100k kirain udah untung 1% malah cuma masuk 90% dari lu beli padahal di tulis ke untungan 5. Jangan percaya dengan keuntungan besar"
abdul huzein,5,2023-02-04 9:30:55,"memang aplikasi terpercaya buat nabung uang, jangka panjang. sistemnya bikin saya gak foya foya."
Ivan fajr,5,2023-02-04 8:03:11,Banyak pelajaran serta hikmah yang bisa saya petik dari menginstalasi aplikasi (bibit) ini. Pandangan sama terhadap dunia tentang reksa dana berubah seakan dunia memang merestui.
Moch Hilmy,5,2023-02-03 23:53:43,"Assalamualaikum admin, ini apk bibit lagi ada masalahkah, saya setiap mau masuk bibit selalu ga ada cover ya. Padahal waktu malam bisa"
Review Tech ID,5,2023-02-03 0:59:20,"Kode referral Bibit 💰 : reviewtech (dapat cashbak Rp.25.000). Bibit salah satu platform terbaik untuk investasi. Cocok untuk pemula, disupport dengan tampilan yang user friendy, jarang error, sangat aman, dan user Bibit juga sangat banyak 👌"
Abang Yansa,5,2023-02-02 13:25:24,"aplikasi bibit bagus buat investasi jangka panjang,sejak awal mengunakan bibit saya sudah srek banget,karena dari segi tampilan aja untuk pemula suda bisa lngasung di mengerti, apa lagi untuk cara'' menabung juga mudah dipahami jadi gak bikin puyeng dan ga ribet."
Ardli,5,2023-02-02 12:30:08,"Daftar nya mudah, pilihan investasi nya juga lengkap"
Lucky Myoi Unu (Lucky),1,2023-02-02 1:51:51,"Saya jual 3 produk Reksadana Ya itu pasar uang, obligasi,saham Senilai 1,7 juta Tapi kok masuk rekening saya cuma 997 ribu"
Maya Lusiani,5,2023-02-01 15:38:04,"Cocok banget bagi yg mau belajar berinvestasi, modal awal menanam saham walaupun gak besar bisa memakai aplikasi ini, aplikasi nya cukup terpercaya karna sudah di awasi oleh ojk, jadi gak was was menanam saham walaupun dengan waktu yang lama, selain itu aplikasi ini juga sering mengadakan evet dengan hadiah yang lumayanlah, seperti event mngajak teman yang bisa mendapatkan keuntungan tersendiri"
Kang Dhani,5,2023-02-01 6:33:29,"Lebih suka bibit yang dulu, karena sekarang ada fee nya kalau mau tarik saldo ke rekening hehe"
Nikko Indra,5,2023-02-01 4:59:23,"Untuk saat ini bibit merupakan aplikasi untuk investor pemula, enggk bingung pas awal"" invest dari awal hingga dapat investasi pertama, terus di tingkatkan lagi udh bagus pokoknya.."
Bella Talita,5,2023-01-30 14:22:19,"aplikasi bibit bagus buat investasi jangka panjang,bagi kalian yang baru mendaftar sertakan referal code DANA22 saat baru mendaftar untuk mendaptkan cashback awal untuk pengguna baru,sejak awal menggunakan bibit saya sudah srek banget,karena dari segi tampilan saja untuk pemula sudah bisa langsung di mengerty,apalagi ntuk cara'' menabung juga mudah di pahami jadi gak bikin pusing dan gak ribet"
RIRIN Swari,1,2023-01-29 8:28:58,"Ini gmn y? Pas mau registrasi yg ngirim foto diri dngn KTP slalu tidak bisa, bacaannya bilang internet jelek, pdhl saya pakai WiFi, buka apk lain lancar"" aj, saya jg udh coba pake data gabisa jg, bikin emosi."
Isiin_kodee: “BITJAGO” Banyak_bonusnya,5,2023-01-26 14:22:57,"Bibit selalu jadi tempat aku buat investasi rutin setiap bulannya, meski kecil tapi tetap harus di rutinin soalnya siapa tau nanti bisa melonjak harga sahamnya dan bisa langsung di jual dan untung banyak 😁 bibit mudah di gunakan, ringan dan gak lemot, cukup nyaman dipakai di hp dengan memory Rom 3gb"
Isiin_kodee: “78ANNQTP” banyak_bonusnya,5,2023-01-24 6:43:09,"Aplikasi bibit bukan aplikasi investasi biasa ini aplikasi bener2 real...alhamdulillah selama ini saya pakai aman-aman aja gak ada kendala sedikit pun...saudara saya pun hampir semua menggunakan aplikasi bibit buat masa depan yang pasti...saya akan coba rekomendasikan ke kerabat-kerabat saya karna aplikasi ini bener-,bener aman untuk kita investasi"
Masyudi,3,2023-01-16 0:16:12,"Soal Kecepatan nabung sangat lama sekali, dan kecepatan untuk tarik dana juga lama sekali, fitur untuk top up juga tidak ada indomaret. harus menggunakan debit, jadi bagi ada yang tidak punya debit. mending di tokopedia aja nabungnya"
Fahrul Nur Arifin,1,2023-01-14 15:18:02,"Abis update aplikasinya ga bisa dibuka, device terdeteksi root padahal hp ga pernah di root. Semua aplikasi keuangan bisa semua cuma bibit doang yg terdeteksi root, tolong dong tindak lanjutnya gimana"
Mang Cepot JePe,5,2023-01-13 1:39:01,"(Terimakasih🙏💕 atas peningkatan performa aplikasiya) Mohon diperbaiki fitur performa portofolionya, terutama bagian return dan 1D nya. Seringkali saya alami ketidaksinkronan dengan halaman Home, grafik 1D-nya pun seringkali terbalik. Terimakasih. *disampaikan di sini dikarenakan jawaban tim support pun tidak solutif. #moga tim terkait bisa segera mengatasinya agar kembali normal."
anwar narzo,1,2023-01-09 6:10:22,"Bagi Pemula yang mau berinvestasi lebih baik jangan gunain nih Aplikasi, dari mulai penarikan dana nya Lama masuk, potongan nya pun besar, ga sebanding dari hasil yang di dapat. lebih baik investasi ke Bank NeoCommerce nya Akulaku, lebih untung cuan harian Jelas."
doly aridyatmoko,5,2023-01-06 12:37:08,"tampilan app mudah dan nyaman dilihat. simple tapi asik. transaksinya mudah, update, dan kinerja robo nya mantap. makin dikembangkan dgn bermacam fitur dan layanan. mantap pokoknya. terima kasih Bibit."
Isi Kode •sukescuan308• Bonus cuan,5,2023-01-04 13:49:23,"masukan refraal(dana22)masukan saat melakukan pendaftaran untuk melengkapi proses registrasi kalian dan dapatkan bonus cashback untuk pengguna baru,aplikasi bibit memang bagus,sangat cocok untuk pengguna baru,mudah di gunakan dan juga untuk pemula mudah untuk dipelajari,kalian bisa melakukan investasi dengan mudah dan juga aman di sini,uang kita akan tersimpan dengan aman di sini dan jangan ragu untuk mencobanya dijamin bagus"
Boost Gadget Access,5,2022-12-25 2:03:32,Aplikasinya mudah sangat digunakan dan banyak pilihan produk reksa dana. Hanya saja untuk tampilan tidak mendukung dark mode. dimana tidak semua pengguna ponsel suka dengan tampilan aplikasi yg cerah dan berwarna terang seperti saya. Tapi overall semua fitur berfungsi dengan baik 👍🏻
Veronika Venny,5,2022-12-24 6:15:59,"Aplikasi investasi keuangan yg bagus banget untuk pemula, membantu kita harus memilih mau investasikan dana kita ke mana saja. Yang penting rutin nabung aja untuk jangka panjang supaya kelihatan hasilnya. Semoga mimpi mimpi kita bisa terwujud dengan baik melalui bibit. ❤️"
Ananda Rizky Ramadhan,1,2022-12-16 16:03:10,"Gak jelas nih aplikasi gak bisa ngatasi masalah cashback, adminnya juga lelet banget ngatasi nya disuruh nunggu nunggu terus, cape gwehj lah nunggunya udah sebulan pula gak diatasi sama sekali masalahnya. Jadi gw kasih deh bintang 1.bye"
M Fadillah,5,2022-12-16 2:57:00,"Aplikasi BIBIT sangat menarik, banyak fiturnya, yang paling baru menurutku ada fitur BIBIT RECAP, itu sangat mudah dimengerti bagi anak kampung seperti saya. Semoga BIBIT terus berinovasi & memberikan pelayanan luar biasa terhadap siapapun penggunanya."
Made Satria,5,2022-11-30 23:20:06,"Aplikasi sudah bagus Informasinya juga lengkap, namun alangkah bagusnya jika sistem penarikan dananya juga bisa via e wallet. Jika bisa ditarik saldo dananya ke e wallet saya yakin lebih bagus dan mempermudah konsumen"
bintang star,5,2022-11-25 20:24:22,"3 tahun lalu iseng nabung 1jt d aplikasi ini karena ganti hp jadi lupa dan sekarang baru inget klo punya tabungan d bibit duit ny g hilang malahan jadi nambah returnny 28% nyesel bgt dulu d lupain, intinya skrg fokus nabung rutin. Buat temen2 yg baru gabung jangan lupa pake kode referral (untung6) banyak cashbackny awal daftar langsung dapet 25rb dan setelah ny masih banyak lg cashback ny. Oh iyh sekarang pencarian g sampe 7 hari kmren narik 2 hari cair malah sekrang ada pencairan instan ny."
Gitar lele,5,2022-11-23 22:55:49,"Aplikasi yang bagus, mudah untuk digunakan, dan sangat cocok buat yang baru belajar investasi karena return yang stabil khususnya untuk pasar uang dan obligasi. Bagi teman"" yang pengen gunakan aplikasi ini, bisa gunakan (kode referal: kartiazim) agar mendapatkan cashback saat pertama kali menggunakan aplikasi ini."
Phattar Official,4,2022-11-22 10:26:46,"Aplikasinya rapi bersih enak dipandang bangett, tapi agak gak seru karena pertumbuhan saham yang lambat. Tergantung company nya sih tapi semua cenderung kayak udah di balance gituu jadi gak terlalu beresiko"
Raihan Juan Anandra,5,2022-11-16 20:09:49,"Untuk pemula dan bingung tentang investasi, pakai ini aplikasi bibit aja. Daftarnya mudah juga tidak rumit dengan tautkan reff (bitjago) dpt bonus, dengan fitur bagus ini tampilan yang sangat mudah di mengerti dan teman simpatik juga merespon dengan cepat dengan demikian menawarkan kenyamanan sendiri dalam investasi, cepat bergabung saya sangat setuju dan merekomendasikan kepada pemula yang baru ingin memulai belajar invetasi di bibit, karena aman dan terpercaya."
Irwan Rizky,1,2022-11-13 17:58:09,"proses pencairan dana penjualan sangat membutuhkan waktu sangat lama,,bagi yg lagi butuh dana darurat disini bukan solusi gak bisa diharapkan .. tolong proses pencairan dana penjualan lebih cepat sehingga pengguna juga lebih nyaman kedepannya 😠😠😠"
Susmiyati,4,2022-11-09 22:54:18,"Ada kelebihan dan kekurangan yang saya rasakan dengan jangka waktu yg lumayan agak lama untuk masa pencairan nya, karna pencarian yang lama saya jadi malas buat jual reksadana alhasil uang terus kekumpul dan semakin banyak, untuk kekurangan nya sendiri gak bisa buat cepet2 kalo misalkan kita lagi butuh dana mendadak."
Alarm Akhirat,5,2022-11-06 23:35:18,"Awalnya bingung mau investasi apa.. terus sering banget liat iklan di youtube.. dan yang ngrekomendasiin Deddy Corbuzier.. sempat berbulan-bulan mikir . Akhirnya nyoba aja dulu, dari mulai registrasi sampai keterima.. excited sekali.. karena mudah banget dan aman. Bagi pemula di coba registrasi aja dulu.., kalau perlu pake kode refferal ""nitas"" bisa dapetin cashbacknya Rp. 25.000. Yuk tumbuh bersama bibit !"
amelia kusuma,5,2022-10-21 2:09:35,Aplikasinya sangat membantu buat memanage uang. Karena ada fitur autodebit jadi gaakan lupa buat menabung investasi setiap bulannya. UI/UXnya juga nyaman bangett. Buat kalian yang mau investasi Reksadana saranku pakai aplikasi inii mantab cobain gih
Ogi Yogiswara,1,2022-10-10 8:01:24,"Saya langsung uninstal aplikasinya, masa data pribadi dirubah sesuai KTP aja hrs perlu di ACC adminnya, dan lucunya perubahan data itu tdk di ACC. Dari hal data pribadi saja TDK di ACC apalagi nanti nyangkut soal uang dan investasinya sedikit dikit harus di ACC dulu adminnya, harus isi pin blm pake fingerprint. Kesimpulannya baru awal saja sdh membuat jadi ribet!!!"
Andri Kariono,5,2022-10-08 4:44:41,"Menurut saya fitur dari bibit mudah dipahami anak mudah dan lumayan lengkap saran saya untuk kedepannya bibit dapat menambahkan fitur"" menarik yang dapat menguntungkan bagi investor berupah cashback2 tambahan.. selain itu bibit juga bagus kalo menambahkan fitur Nabung Emas supaya investor juga ada opsi."
"Gunakn: “BITJAGO” Reff bibit,dpt bonus",4,2022-09-28 7:55:20,"Aplikasi ya enteng bgt gak makan kuota dan ruang banyak,aplikasinya keren,tampilannya oke dan fiturnya sangat lengkap,,,pakai bibit sangat menguntungkan dan sangat lancar saat bertransaksi dan investasi pakai bibit.saya sangat bangga pakai aplikasi bibit sebagai salah satu aplikasi investasi yg sangat menarik dan sangat bagus utk mendapatkan keuntungan yg sangat baik dan mudah utk mendapatkan profitnya."
"IsiKode “9810233” Novellah,dpt bonus",5,2022-09-28 6:27:23,"Aplikasi yg sedang ramai di rekomendasikan utk semua pencinta aplikasi online,,,aku udh ngerasain gimana bagus dan mudahnya berinvestasi pakai bibit,aplikasinya oke,tampilan menarik,fitur lengkap serta sistem yg sangat bagus membuat aplikasinya berjalan dengan sangat lancar tanpa kendala,,,aplikasi bibit lebih mengerti kebutuhan penggunanya sehingga sangat mudah mendapatkan keuntungan yg lebih besar pakai bibit."
Dini Kartikasari,5,2022-09-27 13:41:53,"Aplikasinya bagus pendaftarannya juga sangat mudah untuk pemula sekali pun seperti saya, sudah terbukti aman dan juga terawasi ojk, sangat simple dan memiliki daya tarik tersendiri"
Dendi Rahman,1,2022-09-24 19:57:52,"Parahh sii proses jual beli nya gak balance.... Kalo beli prosesnya ga nyampe 20 detik... Kalo jual prosesnya ampe berhari-hari Make sense sii kalo jual/beli barang(fisik) kan nunggu diantar dulu dri tempat penjual ke tempat penerima(sesuai jarak)... Lahh ini ngasih option pulak alasan utk jual itu ""dana darurat"" Yang mana artinya itu orang lgi kepepet bgt!!! Paham sii emang harus lewat persetujuan/confirm dulu. Tapi ini terlalu kelamaan kayaknya. Maaf jika asumsi saya ada yang kurang benar🙏"
Nita Bita,5,2022-09-24 6:07:55,"user friendly, pilihan reksadananya banyak, bisa pantau hasil investasi dg cepat, bisa bikin goal finansial, promo lumayan. So far ga da masalah dg aplikasi ini."
Hendro Bayu Aji,5,2022-09-23 13:59:24,Rentang waktu pencarian dana tabungan ke rekening sekarang lumayan lebih cepat. Terus improvement ya Bibit. Terlebih improvements di bidang keamanannya.
ɪsɪ ʀᴇғᴇʀᴀʟ 【ʙɪxʙɪᴛ】ᴅᴘᴛ ɪᴏᴏᴋ,4,2022-09-19 20:02:23,"Lumayan mudah untuk para pemula, selain mudah di mengerti juga recomendedlah buat saya, bibit aplikasi yang sangat terpercaya dan aman di gunakan karena sudah di terdaftar di OJK ( Otoritas jasa keuangan ) jadi sudah terbukti amankan, aplikasi yang memudahkan konsumen untuk menyimpan dalam jangka lama, ya seperti itulah contohnya."
P Patrick H Sinambela,3,2022-09-13 9:08:45,"Ini lebih cocok di sebut aplikasi nabung, buka investasi. Saya iseng bikin goal 50jt dalam 2 tahun. Dan di sarankan oleh aplikasi untuk nabung 2jt setiap bulan.. slebeeww.. 🤦‍♂️ mending saya nabung di bawah kasur kalau toh hasilnya tidak jauh berbeda 🤦‍♂️ #autouninstal"
Sidiarta Prayoga,5,2022-09-12 2:57:01,"Aplikasi yang welcome kepada pengguna baru yang baru akan memulai menabung, terdapat beragam instrumen yang dapat disesuaikan dengan tujuan dan risikonya masing-masing, selain itu tampilan dan fitur dalam aplikasi user friendly, dan pilihan top up serta deposit yang beragam dengan berbagai macam pilihan bank maupun e-wallet."
Birrul Aini,5,2022-09-05 10:59:49,Aplikasi ini bagus banget buat pemula yang belajar menabung dan berinvestasi. CS nya juga fast respon. Penjelasan nya lumayan mudah di pahami. Pembayaran dan pelayanan nya mudah dan cepat.
Salma Mawaddah,5,2022-09-04 2:55:30,Sebuah aplikasi investasi yang bagus buat pemula dan juga bisa digunakan untuk menabung walaupun nominalnya kecil... Penjelasannya sangat mudah dipahami dan detail terus cs-nya fast respon 👍👍👍
Chandra Wijaya,1,2022-09-03 11:10:14,Baru di instal langsung uninstall.... aplikasinya lemot banget.... pertanyaannya banyak...loading lama....jadi ragu sebelum investasi takutnya dana sudah disetor malah ngak bisa ditarik bagusan jangan dah....meragukan
Firmansyah achjab,1,2022-09-03 4:02:34,"Sudah saatnya Bibit memiliki mode gelap (dark mode), belum mendukung sistem navigasi android 12 sehingga ketika saat melakukan pembelian masih mudah untuk keluar aplikasi. padahal hanya sekedar melakukan gestur kembali untuk membatalkan pada opsi pembelian. Tampilan portofolio butuh dipercantik agar bisa senada dengan Android 12. Mohon dioptimalkan kembali pada android dengan prosesor exynos 9820/9825 series"
Muhammad Febrianza Wiranata,1,2022-09-01 11:24:59,"Aplikasi nya mudah digunakan dan bagus, cuman sangat berat dan lemot, kalah sama bareksa, pluang, dll yg lebih ringan, mohon diperbaiki bagaimana bisa berat gitu pdhl yg lain uk apk nya gak jauh beda, tp bibit lebih berat."
Ridwan Mahpud,1,2022-08-30 3:50:40,Pengajuan jual dan beli terlalu lama. Kalo misalkan costumer sedang butuh dananya dan buy harus nunggu 2-3 hari kerja baru cair. Padahal dana gk seberapa. Di apk sebelah saat itu buy saat itu cair. Mohon di perbaiki.
Feerds,5,2022-08-29 15:46:59,Aplikasi bibit bagus banget buat pemula/pelajar apknya mudah di pahami jika ingin men daftar pake code (ferdi77) biar bisa menabung walau jumlah kecil cs nya juga cepat respon
Mohamad Yhoni Dwikurniansyah,4,2022-08-27 11:56:23,Aplikasi tidak bisa dibuka karena Android sistem webview belum diinstal. Padahal sudah saya instal dan update aplikasi android sistem webview itu. Sudah clear cache dan restart juga. Mohon aplikasinya diperbaiki
sweet house,5,2022-08-23 23:07:17,"aplikasi nya bagus banget buat yang mau belajar menabung, penjelasannya sangat mudah dipahami, trus cs nya pun fast respon.. pembayaran nya mudah dan cepat."
Wahyu Dewanto,5,2022-08-23 2:58:10,"Overall udah bagus, interface dan cara penggunaanya mudah. Mungkin bisa ditambahin fiturnya lagi, kaya pengelompokan reksadana berdasarkan MInya."
B!bit BITJAGO,5,2022-08-21 17:47:11,"Sebuah aplikasi investasi yg bagus buat pemula dan bila ingin mendaftar jngn lupa gunakan referal ( BITJAGO ) dan juga bisa digunakan untuk menabung walaupun nominalnya kecil,,, penjelasanya sangat mudah dipahami dan detail ,terus CS nya fast respon... Interface nya sederhana ,pembayaran nya pun mudah dan cepat"
Filter Black,5,2022-08-17 17:07:08,"Semua sudah bagus tapi masih ada bug di hp saya (android 10) dan mungkin di hp user lain juga, bug di mode mode gelap bagian atasnya itu putih jadi mau baca harus merek melek dulu karena silau, kalo bisa tolong di fix kan yaa, jadi warna hitam atau hijau khas aplikasi bibit gitu🙏🏼"
Al Aulia,2,2022-08-12 19:51:31,"Akhirnya yg ditakutkan terjadi!!! Ketika beli akun bank ada.. Ketika jual akun bank saya tiba2 tidak ada? 🤔 Setelah 1minggu...butuh berapa lama uang saya bisa kembali? Atau tidak bisa samaskali??🤦 Note: Mesin disini gak usah jawab,chat nya paling isinya itu2 aja. Bintang saya tambah 1 karna respon tanggap cepat dari bibit.. Tapi.... 2 transaksi lagi belum juga masuk ke rekening??? 👀 Biasanya laporan transaksi juga langsung dikirim ke email? Kenapa cuma 1 transaksi yg dikirim ke email? 😶"
Purnawan Ahmad,1,2022-08-09 17:17:42,"Proses agak lama dibandingkan aplikasi sebelah. Baru coba udah nggk enak layanannya. Untung Baru tes invest kecil Proses pencarian 3 hari, eh ternyata transfer ke rekeningnya juga butuh waktu lagi, 7 hari. Lama pol"
