content,score,Label,text_clean
"Proses pendaftarannya cepat hanya sehari di hari libur (pula). User Interface nya nyaman dilihat dan banyak fitur jenis reksadananya. Saat pendaftaran otomatis langsung dikasi saran afiliasi dgn dompet digital, krna sblnya sudah punya dompet digital yg terdaftar akun investasi. Bagus sih intinya..",5,Positif,proses pendaftarannya cepat hanya sehari di hari libur pula user interface nya nyaman dilihat dan banyak fitur jenis reksadananya saat pendaftaran otomatis langsung dikasi saran afiliasi dgn dompet digital krna sblnya sudah punya dompet digital yg terdaftar akun investasi bagus sih intinya
Setelah di update kok jadi sering logout sendiri aplikasinya? Jadinya setiap buka aplikasi harus selalu login manua bolak-balik. Tolong diperbaiki lagi dong aplikasinya.,1,Negatif,setelah di update kok jadi sering logout sendiri aplikasinya jadinya setiap buka aplikasi harus selalu login manua bolakbalik tolong diperbaiki lagi dong aplikasinya
"Investasi mudah , gampang dan jelas walaupun tidak sepenuhnya akan untung maka harus memberikan keper ayaan agar dapat memulai walupu dari kecil . Melalui Reksadana Bareksa",5,Positif,investasi mudah  gampang dan jelas walaupun tidak sepenuhnya akan untung maka harus memberikan keper ayaan agar dapat memulai walupu dari kecil  melalui reksadana bareksa
"Sudah bagus ko apk nya untuk saya yg pemula tampilannya mudah dipahami, namun masih sayang sekali saat pembelian reksadana nya lama sekali 2 hari kerja seharusnya langsung di hari yg sama aj agar harganya sesuai hari pembelian tersebut",4,Positif,sudah bagus ko apk nya untuk saya yg pemula tampilannya mudah dipahami namun masih sayang sekali saat pembelian reksadana nya lama sekali  hari kerja seharusnya langsung di hari yg sama aj agar harganya sesuai hari pembelian tersebut
"Baru login tiba tiba langsung logout malah uang masih ada di parahnya lg sudah di email, di telpon chat di akun sosial medianya juga ga di tanggapi dan tidak ada memberi solusi sudah 3 bulan ga bisa login ga rekomen bareksa ini",1,Negatif,baru login tiba tiba langsung logout malah uang masih ada di parahnya lg sudah di email di telpon chat di akun sosial medianya juga ga di tanggapi dan tidak ada memberi solusi sudah  bulan ga bisa login ga rekomen bareksa ini
"Tolong diperbaiki agar bisa tambah/ganti rekening bank lewat aplikasi langsung, tanpa harus kirim email dengan melampirkan foto buku rekening dan foto selfi memegang ktp, ribet jadinya",5,Positif,tolong diperbaiki agar bisa tambahganti rekening bank lewat aplikasi langsung tanpa harus kirim email dengan melampirkan foto buku rekening dan foto selfi memegang ktp ribet jadinya
"Sebenarnya udah bagus sih ini, tapi sayangnya untuk transfer bank manual malah transfernya ke BCA. maunya buka juga utk transfer ke bank lain dong, seperti BRI. Saya mau Virtual Account malah kena biaya. Nanti kalau udah diperbaiki masalah ini baru saya tambah jadi bintang 5",4,Positif,sebenarnya udah bagus sih ini tapi sayangnya untuk transfer bank manual malah transfernya ke bca maunya buka juga utk transfer ke bank lain dong seperti bri saya mau virtual account malah kena biaya nanti kalau udah diperbaiki masalah ini baru saya tambah jadi bintang 
"Proses pembelian lama, lebih cepat via Tokopedia. Masa setiap transaksi jual/beli harus komplain dulu baru di proses? Tadinya saya antusias mau invest rutin disini jadi males mending ke sekuritas aja lebih cepat prosesnya selama jam bursa. Ini udah 2 hari belum selesai2 jadi kena harga yg lebih tinggi sekarang. Perkenalan pertama aja udah seperti ini, beda banget sm BCA sekuritas langsung proses, minimal besoknya kek udah selesai ini udah 2 hari. Tidak direkomendasikan.",2,Negatif,proses pembelian lama lebih cepat via tokopedia masa setiap transaksi jualbeli harus komplain dulu baru di proses tadinya saya antusias mau invest rutin disini jadi males mending ke sekuritas aja lebih cepat prosesnya selama jam bursa ini udah  hari belum selesai jadi kena harga yg lebih tinggi sekarang perkenalan pertama aja udah seperti ini beda banget sm bca sekuritas langsung proses minimal besoknya kek udah selesai ini udah  hari tidak direkomendasikan
"Kepada Bareksa,mohon izin mengusulkan terkait dengan pembelian/penjualan. Saya tidak mempermasalahkan lamanya proses transaksi, saya memberikan usulan jika misalkan saya beli unit di hari Jum'at jam 09.00 WIB dengan harga 1.500/unitnya maka saya mohon harga tetap segitu meskipun transaksi baru selesai di hari selasa/rabu. Jangan kita beli di hari jum'at 1500/unit lalu transaksi selesai di hari selasa/rabu menjadi 1200/unit. Itu sungguh merugikan kami sebagai investor. Terima kasih",5,Positif,kepada bareksamohon izin mengusulkan terkait dengan pembelianpenjualan saya tidak mempermasalahkan lamanya proses transaksi saya memberikan usulan jika misalkan saya beli unit di hari jumat jam  wib dengan harga unitnya maka saya mohon harga tetap segitu meskipun transaksi baru selesai di hari selasarabu jangan kita beli di hari jumat unit lalu transaksi selesai di hari selasarabu menjadi unit itu sungguh merugikan kami sebagai investor terima kasih
"Tampilan usernya simple, gak ribet buat investor pemula kayak saya. Cuma sayang kenapa gak ada menu top up. Klo ada kayaknya bakal lebih bagus....",5,Positif,tampilan usernya simple gak ribet buat investor pemula kayak saya cuma sayang kenapa gak ada menu top up klo ada kayaknya bakal lebih bagus
"Simpel,tampilan juga keren,sejauh ini nyaman2 saja,hanya saja proses merubah rekening yang agak susah,selebihnya mantaaaaaaab poooooollllll",5,Positif,simpeltampilan juga kerensejauh ini nyaman sajahanya saja proses merubah rekening yang agak susahselebihnya mantaaaaaaab poooooollllll
"Aplikasi makin di update, tampilan makin lengkap dan rinci, tapi huruf makin kecil, untuk usia senior wajib pakai kacamata untuk lebih jelas, mantap bareksa",5,Positif,aplikasi makin di update tampilan makin lengkap dan rinci tapi huruf makin kecil untuk usia senior wajib pakai kacamata untuk lebih jelas mantap bareksa
"Pengalaman berinvestasi yang aman, Semoga makin bagus lagi kualitas aplikasi nya. Banyak produk investasi yang bisa dibeli, Terimakasih bareksa",5,Positif,pengalaman berinvestasi yang aman semoga makin bagus lagi kualitas aplikasi nya banyak produk investasi yang bisa dibeli terimakasih bareksa
"Tampilan user friendly. Tertarik instal karena menjadi salah satu platform yang menyediakan pembelian Surat Berharga Negara. Aplikasi legal karena muncul sebagai salah satu mitra penjualan ORI21 di website resmi Kementerian Keuangan. Untuk order/beli relatif mudah, untuk penarikan belum coba. Opsi bayar jika bisa ditambah (baru OVO dan Linkaja). Investasi yang memberikan hasil pasti hanya deposito dan obligasi. Jangan lupa untuk investasi juga di sektor riil.",5,Positif,tampilan user friendly tertarik instal karena menjadi salah satu platform yang menyediakan pembelian surat berharga negara aplikasi legal karena muncul sebagai salah satu mitra penjualan ori di website resmi kementerian keuangan untuk orderbeli relatif mudah untuk penarikan belum coba opsi bayar jika bisa ditambah baru ovo dan linkaja investasi yang memberikan hasil pasti hanya deposito dan obligasi jangan lupa untuk investasi juga di sektor riil
"Setiap akan melakukan pendaftaran, saat bagian upload ktp tidak bisa, ini sangat menghambat",1,Negatif,setiap akan melakukan pendaftaran saat bagian upload ktp tidak bisa ini sangat menghambat
Hampir 6 tahun ga masuk Bareksa. Dulu transaksi langsung dari webnya. Dana yang disimpan di sini terbukti aman dan bisa dicairkan kapan pun juga. Top dah.,5,Positif,hampir  tahun ga masuk bareksa dulu transaksi langsung dari webnya dana yang disimpan di sini terbukti aman dan bisa dicairkan kapan pun juga top dah
"Ini aplikasi tampilanya kayak mudah cara daftarnya juga,, tapi pas untuk foto selfinya susah banget,,, 50 limapuluhan kali selfi gak bisa2 juga ketrima masuk akun foto sudah jelas ,sudah lurus gak pake topi, masker, dan juga gk pake kacamata sudah,, payahh......",1,Negatif,ini aplikasi tampilanya kayak mudah cara daftarnya juga tapi pas untuk foto selfinya susah banget  limapuluhan kali selfi gak bisa juga ketrima masuk akun foto sudah jelas sudah lurus gak pake topi masker dan juga gk pake kacamata sudah payahh
"Saya mengalami kesulitan untuk menyelesaikan admistrasi yang dipinta, contoh ; foto KTP tapi saya temukan cara lain yaitu resi KTP, kemudian foto face atau wajah untuk admistrasi terakhir tidak bisa memoto dan tidak ada cara lain dan admistrasi pun tidak selesai. Saya anggap ini adalah penghambat dan saya takut data saya yang sudah saya tuliskan akan disalahgunakan (moga-moga tidak terjadi). Mohon koreksinya Admin.",1,Negatif,saya mengalami kesulitan untuk menyelesaikan admistrasi yang dipinta contoh  foto ktp tapi saya temukan cara lain yaitu resi ktp kemudian foto face atau wajah untuk admistrasi terakhir tidak bisa memoto dan tidak ada cara lain dan admistrasi pun tidak selesai saya anggap ini adalah penghambat dan saya takut data saya yang sudah saya tuliskan akan disalahgunakan mogamoga tidak terjadi mohon koreksinya admin
"Register gagal terus padahal info yang di berikan sudah benar. Sudah email ke cs dibalesnya hapus cache & instal ulang dan ga berhasil juga. Kemudian email lg malah disuruh hapus cache & instal ulang plus infokan seri hp, os, versi bareksa, dll. Heiiii !! Banyak hal yang harus gw kerjakan gw pengen yg praktis!. Ngapain harus gw yang repot. Ini kerjaan tim apk kalian.",1,Negatif,register gagal terus padahal info yang di berikan sudah benar sudah email ke cs dibalesnya hapus cache  instal ulang dan ga berhasil juga kemudian email lg malah disuruh hapus cache  instal ulang plus infokan seri hp os versi bareksa dll heiiii  banyak hal yang harus gw kerjakan gw pengen yg praktis ngapain harus gw yang repot ini kerjaan tim apk kalian
"Tambah rekening harus via email, gak bisa langsung dari aplikasi. Ribet. Bakal withdrawal kayanya.",1,Negatif,tambah rekening harus via email gak bisa langsung dari aplikasi ribet bakal withdrawal kayanya
"Saya rutin memakai aplikasi ini untuk berinvestasi dan juga memantau portofolio saya. User interfacenya bagus, simpel, mudah dipahami. Ada edukasinya juga, jadi yang pemula pun pasti bisa mengikuti. Semoga bermanfaat.",5,Positif,saya rutin memakai aplikasi ini untuk berinvestasi dan juga memantau portofolio saya user interfacenya bagus simpel mudah dipahami ada edukasinya juga jadi yang pemula pun pasti bisa mengikuti semoga bermanfaat
Upload KTP ajah gak bisa!!! Selalu eror selesai di scan dia balik lagi!!! Gmna dgn investasi pasti uang langsung hilang!!! Aplikasi TOLOL. Mending pakai BIBIT ATAU INDOGOLD,1,Negatif,upload ktp ajah gak bisa selalu eror selesai di scan dia balik lagi gmna dgn investasi pasti uang langsung hilang aplikasi tolol mending pakai bibit atau indogold
Aplikasinya eror bolak balik trs ke logo bareksaga bisa pilih menu.. Tolong dong di perbaiki sistemnya pengen transaksi ga bisa,5,Positif,aplikasinya eror bolak balik trs ke logo bareksaga bisa pilih menu tolong dong di perbaiki sistemnya pengen transaksi ga bisa
"Halo min, sorry kasih bintang 2 dulu, soalnya mau nanya, saya udah daftar semalem, cuman kok gabisa login ya? Atau emang malem2 gabisa? Harus nunggu berapa lama? Terus kalau udah lewat batas nunggu, bisa hubungin siapa ya min? Atau pendaftarannya gagal ya?? Bisa bantu cek ga? Ini first time banget daftar seperti ini apalagi data pribadi semua😥 huhu agak mengkhawatirkan first impression nya jadinya, mohon dijawab ya min, big thanks",2,Negatif,halo min sorry kasih bintang  dulu soalnya mau nanya saya udah daftar semalem cuman kok gabisa login ya atau emang malem gabisa harus nunggu berapa lama terus kalau udah lewat batas nunggu bisa hubungin siapa ya min atau pendaftarannya gagal ya bisa bantu cek ga ini first time banget daftar seperti ini apalagi data pribadi semua huhu agak mengkhawatirkan first impression nya jadinya mohon dijawab ya min big thanks
"Kok pas mau daftar ga bisa buat foto ktp ya?? Layar tetiba ke freeze gtu.. Nunggu lama bgt tto ga bisa, diulang lagi typ ga bisa.. Gimana ya?? Edit.. Akhirnya saya hapus appnya.. Hhhh nyoba seharian ga bisa terus.. Capek dahlahh",1,Negatif,kok pas mau daftar ga bisa buat foto ktp ya layar tetiba ke freeze gtu nunggu lama bgt tto ga bisa diulang lagi typ ga bisa gimana ya edit akhirnya saya hapus appnya hhhh nyoba seharian ga bisa terus capek dahlahh
Harga per unit sangat lama updatenya. Jadi untuk beli Reksadana saham ga bisa diperkirakan kapan naik/turunnya,1,Negatif,harga per unit sangat lama updatenya jadi untuk beli reksadana saham ga bisa diperkirakan kapan naikturunnya
"Mau nanya donk min, aku kan ada reksadana bareksa tapi di Tokopedia dan udh ada saldo nya di situ.. Nah aku mau login make aplikasi aja krn tokopedia mau tak hapus.. Aku harus daftar akun dulu di aplikasi Bareksa ini atau gimana ya?",5,Positif,mau nanya donk min aku kan ada reksadana bareksa tapi di tokopedia dan udh ada saldo nya di situ nah aku mau login make aplikasi aja krn tokopedia mau tak hapus aku harus daftar akun dulu di aplikasi bareksa ini atau gimana ya
"Saya mengikuti terus update aplikasi bareksa, dan yang terakhir ini secara penampilan sangat memuaskan. Untuk kecepatan penjualan produk reksadana, ternyata tergantung penyedianya.",5,Positif,saya mengikuti terus update aplikasi bareksa dan yang terakhir ini secara penampilan sangat memuaskan untuk kecepatan penjualan produk reksadana ternyata tergantung penyedianya
"Cakep min updatenya. Lebih keliatan ringkas, simple dan elegan. Untung updatenya cuma 7 mb",5,Positif,cakep min updatenya lebih keliatan ringkas simple dan elegan untung updatenya cuma  mb
"Saya ingin mengajukan perubahan data rekening, tetapi saat saya mengirim ke email customer service. Email bertuliskan ""dalam antrean"" padahal sebelum2nya bisa. Dan saya coba memakai email lain, tetapi hasilnya tetap sama. Mohon responnya",2,Negatif,saya ingin mengajukan perubahan data rekening tetapi saat saya mengirim ke email customer service email bertuliskan dalam antrean padahal sebelumnya bisa dan saya coba memakai email lain tetapi hasilnya tetap sama mohon responnya
"Min, saya mau lengkapi data kok gak bisa ya? Daritadi mau upload e-ktp tpi kemeranya gak berfungsi terus. Tolong di perbaiki min",4,Positif,min saya mau lengkapi data kok gak bisa ya daritadi mau upload ektp tpi kemeranya gak berfungsi terus tolong di perbaiki min
"Bareksa Setelah di Update tgl 14 januari 2022 User intervace nya jadi gak enak, masih enakan yg lama, jadi sulit baca pergerakan reksada nya, jadi ribet user intervace nya",1,Negatif,bareksa setelah di update tgl  januari  user intervace nya jadi gak enak masih enakan yg lama jadi sulit baca pergerakan reksada nya jadi ribet user intervace nya
"Rekomendasi buat yg mau berinvestasi jangka panjang ataupun jangka pendek, sistem keuntungan keamanan yang sangat bagus.",5,Positif,rekomendasi buat yg mau berinvestasi jangka panjang ataupun jangka pendek sistem keuntungan keamanan yang sangat bagus
"Aplikasi ini tidak cocok untuk investasi jangka pendek, harganya tidak real time (harga yg ditampilkan harga hari sebelumnya) tidak seperti aplikasi sebelah yg sudah real time, Di aplikasi ini kalau mau jual gak tau harganya sedang naik atau sedang turun.",1,Negatif,aplikasi ini tidak cocok untuk investasi jangka pendek harganya tidak real time harga yg ditampilkan harga hari sebelumnya tidak seperti aplikasi sebelah yg sudah real time di aplikasi ini kalau mau jual gak tau harganya sedang naik atau sedang turun
"Aplikasinya mudah digunakan dan pilihan reksadana nya juga banyak. Dan sekarang ada nabung emas juga. Mungkin saran saja, untuk tipe pembayaran bisa ditambahkan lagi e-wallet yang lain.",5,Positif,aplikasinya mudah digunakan dan pilihan reksadana nya juga banyak dan sekarang ada nabung emas juga mungkin saran saja untuk tipe pembayaran bisa ditambahkan lagi ewallet yang lain
"Sempat terkendala dengan aplikasi bareksa, penangannya cepat jadi sudah bisa dipakai kembali. Sampai dengan saat ini sudah bisa digunakan dengan baik",5,Positif,sempat terkendala dengan aplikasi bareksa penangannya cepat jadi sudah bisa dipakai kembali sampai dengan saat ini sudah bisa digunakan dengan baik
"Agar lebih efisien, kira nya pada menu notifikasi bisa di tambahkan ""delete all"" pada notifikasi yg sudah terbaca, terimakasih.. bareksa the best",4,Positif,agar lebih efisien kira nya pada menu notifikasi bisa di tambahkan delete all pada notifikasi yg sudah terbaca terimakasih bareksa the best
Menunya gak ribet .cocok buat pemula investasi. Pilihan produknya banyak. Ya cuma tampilannya aja yg kurang berwarna.,5,Positif,menunya gak ribet cocok buat pemula investasi pilihan produknya banyak ya cuma tampilannya aja yg kurang berwarna
"Aplikasi yang sangat membantu, tampilannya simple dan mudah dimengerti, terus kembangkan",5,Positif,aplikasi yang sangat membantu tampilannya simple dan mudah dimengerti terus kembangkan
Sementara masih 2 bintang. Nanti jadi 5 kalo waktu pembelian dan penjualan bisa hanya 1 hari walaupun aturan nya boleh sampai 7 hari waktu penjualan. Waktu yang sangat panjang,2,Negatif,sementara masih  bintang nanti jadi  kalo waktu pembelian dan penjualan bisa hanya  hari walaupun aturan nya boleh sampai  hari waktu penjualan waktu yang sangat panjang
"Fitur sangat mudah digunakan, semoga kedepan ada fitur auto debet sehingga memudahkan kita berinvestasi",5,Positif,fitur sangat mudah digunakan semoga kedepan ada fitur auto debet sehingga memudahkan kita berinvestasi
Tolong tambahin fitur penambahan rekening bank. Selama ini cuma ada pengubahan rekening bank. Investor butuh fleksibilitas. Jangan kalah ama app sebelah,4,Positif,tolong tambahin fitur penambahan rekening bank selama ini cuma ada pengubahan rekening bank investor butuh fleksibilitas jangan kalah ama app sebelah
"kenapa ya beli unit di hari jumat harga lagi turun, eh yg masuk harga naik, itu juga rabu baru masuk, mana tf 10jt lagi, gue kira tetep masuk di harga pas hari jum'at",1,Negatif,kenapa ya beli unit di hari jumat harga lagi turun eh yg masuk harga naik itu juga rabu baru masuk mana tf jt lagi gue kira tetep masuk di harga pas hari jumat
"mau daftar, otp kirim ke hp lama....15 menit up. pdhal pake wifi speed cuzzz ram hp cuzzz, n zonk nya lagi OTP aktif cm 5 menit. lha klo gini cara nya yaaa kapaaaaaaaan bisa daftar....",1,Negatif,mau daftar otp kirim ke hp lama menit up pdhal pake wifi speed cuzzz ram hp cuzzz n zonk nya lagi otp aktif cm  menit lha klo gini cara nya yaaa kapaaaaaaaan bisa daftar
"Aplikasi bareksa memang bagus, terbaik tapi tolong saran saya bank kustodiannya jangan hanya bank BCA saja Bank Indonesia masih banyak ada BRI,BNI, Mandiri,dll tolong ditambahi bank² yang lain. Akan saya Update bintang 5 jika sudah ada bank lain.",4,Positif,aplikasi bareksa memang bagus terbaik tapi tolong saran saya bank kustodiannya jangan hanya bank bca saja bank indonesia masih banyak ada bribni mandiridll tolong ditambahi bank yang lain akan saya update bintang  jika sudah ada bank lain
"Saya udah investasi 1 juta lewat buka lapak, terus disuruh verifikasi data tapi sampai skrang belum di setuju APERD, ada apa ini? Sampai kapan saya akan menunggunya?? Sudah hampir 1 minggu ini nungguin setujunya tolong bantu saya krna tidak ada cara utk menghubungi cs lewat buka lapak!!!!!!",1,Negatif,saya udah investasi  juta lewat buka lapak terus disuruh verifikasi data tapi sampai skrang belum di setuju aperd ada apa ini sampai kapan saya akan menunggunya sudah hampir  minggu ini nungguin setujunya tolong bantu saya krna tidak ada cara utk menghubungi cs lewat buka lapak
"Aplikasinya bagus, cuman untuk pembelian dan penjualan reksadana memakan waktu yang cukup lama. Tolong di Upgrade lagi sistimnya biar bisa memenuhi kepuasan pelanggan. By- Development",1,Negatif,aplikasinya bagus cuman untuk pembelian dan penjualan reksadana memakan waktu yang cukup lama tolong di upgrade lagi sistimnya biar bisa memenuhi kepuasan pelanggan by development
"Sudah di otak atik termasuk ganti hp, dan ganti wifi tetap saja TIDAK BISA LOGIN",1,Negatif,sudah di otak atik termasuk ganti hp dan ganti wifi tetap saja tidak bisa login
"Aplikasi investasi paling parah yang pernah saya pakai. Layanan CS sangat tidak mumpuni, hanya tersedia via telpon dan email yang sangat susah untuk mendapatkan respon. Pembelian sering gangguan, dana nyangkut padahal pembayaran telah dilakukan melalui ewallet. Namun masih menunggu pembayaran, saldo tidak kembali. Dana nyangkut tanpa pertanggung jawaban . Lebih baik investasi di aplikasi lain.",1,Negatif,aplikasi investasi paling parah yang pernah saya pakai layanan cs sangat tidak mumpuni hanya tersedia via telpon dan email yang sangat susah untuk mendapatkan respon pembelian sering gangguan dana nyangkut padahal pembayaran telah dilakukan melalui ewallet namun masih menunggu pembayaran saldo tidak kembali dana nyangkut tanpa pertanggung jawaban  lebih baik investasi di aplikasi lain
"Selama ini pengalaman menggunakan app. Bareksa cukup memuaskan. Namun beberapa hari ini, saya mengalami masalah setiap memasukkan pin untuk log in ke akun saya. Setiap log in selalu muncul ""terdapat kesalahan dalam server"" padahal pin yang saya input sudah benar. Setelah menghubungi CS, diminta untuk update app. Sayangnya setelah diupdate, saya masih belum bisa log in karena kesalahan dalam server yang saya tidak ketahui penyebabnya",5,Positif,selama ini pengalaman menggunakan app bareksa cukup memuaskan namun beberapa hari ini saya mengalami masalah setiap memasukkan pin untuk log in ke akun saya setiap log in selalu muncul terdapat kesalahan dalam server padahal pin yang saya input sudah benar setelah menghubungi cs diminta untuk update app sayangnya setelah diupdate saya masih belum bisa log in karena kesalahan dalam server yang saya tidak ketahui penyebabnya
"Mohon bantuannya, saat ini mau menambah akun rekening bank tidak bisa melalui aplikasi. Dan sudah menghubungi CS bareksa di email tapi tidak direpon",4,Positif,mohon bantuannya saat ini mau menambah akun rekening bank tidak bisa melalui aplikasi dan sudah menghubungi cs bareksa di email tapi tidak direpon
"Semua fitur di bareksa sudah sangat lengkap. Mulai invest saham, SBN sampai emas. Hanya saja waktu proses switchingnya kalau bisa mohon agak dipercepat sehari saja karena byasanya menunggu 2 hari. Terimakasih....",5,Positif,semua fitur di bareksa sudah sangat lengkap mulai invest saham sbn sampai emas hanya saja waktu proses switchingnya kalau bisa mohon agak dipercepat sehari saja karena byasanya menunggu  hari terimakasih
"Switch produk 400rb dari saham ke pasar uang, eh pas switch jadi 390rb. Makasih bareksa. Menurut saya ini bukan karena harga instrument turun di saat produk di switch karena saya saat switch harganyapun lagi surplus. Biaya switch juga cuma 0,25%, jadi gak mungkin turunnya sampai 10rb sendiri.",1,Negatif,switch produk rb dari saham ke pasar uang eh pas switch jadi rb makasih bareksa menurut saya ini bukan karena harga instrument turun di saat produk di switch karena saya saat switch harganyapun lagi surplus biaya switch juga cuma  jadi gak mungkin turunnya sampai rb sendiri
"Cs nya kerjanya lemot balas email seminggu lebih baru di balas, itupun tidak menyelesaikan masalah. Coba Cs nya di resuffle saja dengan yg lebih niat kerja.",1,Negatif,cs nya kerjanya lemot balas email seminggu lebih baru di balas itupun tidak menyelesaikan masalah coba cs nya di resuffle saja dengan yg lebih niat kerja
"Sy termasuk new comer di aplikasi ini tp cukup senang dengan fiturnya hanya saja mungkin bisa dipertimbangkan ut rekening bisa ditambah krn kan bank besar di Indonesia ada beberapa, mungkin bisa ditambahkan jangan hanya pake BCA sj yah. Terima kasih..",5,Positif,sy termasuk new comer di aplikasi ini tp cukup senang dengan fiturnya hanya saja mungkin bisa dipertimbangkan ut rekening bisa ditambah krn kan bank besar di indonesia ada beberapa mungkin bisa ditambahkan jangan hanya pake bca sj yah terima kasih
Enak pakai aplikasi ini. Sangat mudah mengoperasikannya. Saya suka baca artikel berita di Bareksa. Tolong lebih sering share artikel2 tentang investasi raksa dana.,5,Positif,enak pakai aplikasi ini sangat mudah mengoperasikannya saya suka baca artikel berita di bareksa tolong lebih sering share artikel tentang investasi raksa dana
"Hampir 1 tahun pakai ini, dan sejauh ini bagus2 aja, pembelian dan penjualan sesuai prosedur dan sop yg di berikan, lebih banyak pilihan reksadana bahkan aset negara, jadi klu mau kenaikan yg pasti2 yah biasanya disini. Pertahankan kualitas dan tetap maju agar makin efisien dan banyak investor kesini. Ah pergantian rekening proses lama karena kudu ke cs tapi tetap bisa ganti dgn aman dan berhasil.",5,Positif,hampir  tahun pakai ini dan sejauh ini bagus aja pembelian dan penjualan sesuai prosedur dan sop yg di berikan lebih banyak pilihan reksadana bahkan aset negara jadi klu mau kenaikan yg pasti yah biasanya disini pertahankan kualitas dan tetap maju agar makin efisien dan banyak investor kesini ah pergantian rekening proses lama karena kudu ke cs tapi tetap bisa ganti dgn aman dan berhasil
"saya udah inves 100 dan udah berhasil tp di apk masih 0 dan udah hub developer ktnya blum masuk ,mengsedih ,100 hilang pdhal udah 2 hari di cek saldo rekening juga nga balik ,sedekah jariah doang ama apk ini udah di cek masih aja kosong di dana saya apa nyangkut tuh uangnya saya bayar 103.100 ,uang nga kembali ,dan juga di apk ini ttp kosong",1,Negatif,saya udah inves  dan udah berhasil tp di apk masih  dan udah hub developer ktnya blum masuk mengsedih  hilang pdhal udah  hari di cek saldo rekening juga nga balik sedekah jariah doang ama apk ini udah di cek masih aja kosong di dana saya apa nyangkut tuh uangnya saya bayar  uang nga kembali dan juga di apk ini ttp kosong
"Ini gimana sih? Udah transfer uang belum selesai"" proses pembeliannya gagal pula nge klik butuh bantuan enggak terkirim juga pesannya, trus uang saya gimana kalo gagal/dibatalkan? Moho bantuannya. Kalo emang beneran menguntungkan paling enggak ya dikembalikan ke ovo dong! Jangan kasih ketidak pastian kaya gini.",2,Negatif,ini gimana sih udah transfer uang belum selesai proses pembeliannya gagal pula nge klik butuh bantuan enggak terkirim juga pesannya trus uang saya gimana kalo gagaldibatalkan moho bantuannya kalo emang beneran menguntungkan paling enggak ya dikembalikan ke ovo dong jangan kasih ketidak pastian kaya gini
Aplikasinya mudah bangett apalagi buat yang baru pertama kali mau berinvestasi. Selama saya disini untuk pencairan tidak dipersulit dan sesuai dengan tanggal yang estimasikan bahkan lebih cepat 1 hari. Good sih buat bareksa..👍,5,Positif,aplikasinya mudah bangett apalagi buat yang baru pertama kali mau berinvestasi selama saya disini untuk pencairan tidak dipersulit dan sesuai dengan tanggal yang estimasikan bahkan lebih cepat  hari good sih buat bareksa
"Secara garis besar Puas, mo Investasi di Bareksa ajaaaaaaaa.... Tapi tetap ada kekurangan.. agak lama unt proses pencairan yess..",5,Positif,secara garis besar puas mo investasi di bareksa ajaaaaaaaa tapi tetap ada kekurangan agak lama unt proses pencairan yess
"Pendaftaran nya sulit,sdh upload foto ktp dan foto diri sampai 3x tetap tidak bisa terverifikasi.alasannya krn foto d ktp tdk sesuai dngn foto diri . ya kalii min foto ktp dah thn orok dan burem masak hrs sma kayak foto asli . Apa harus wajah saya di buremin jg nih biar bsa sama kayak di ktp? 😏 Data2 udah terlanjur masuk pula,takut mlah d salah gunakan nantinya . Smoga sja tdk ya min !",1,Negatif,pendaftaran nya sulitsdh upload foto ktp dan foto diri sampai x tetap tidak bisa terverifikasialasannya krn foto d ktp tdk sesuai dngn foto diri  ya kalii min foto ktp dah thn orok dan burem masak hrs sma kayak foto asli  apa harus wajah saya di buremin jg nih biar bsa sama kayak di ktp  data udah terlanjur masuk pulatakut mlah d salah gunakan nantinya  smoga sja tdk ya min 
"Min mohon dong tambah pembayarannya via gopay trus pencairannya jg jgn dari bca aja min, di perbanyak min bank pencairannya. Soalnya saya reksadana masih sedikit saldonya kalo kepotong buat biaya tf kan sayang min karna imbal hasil nya belum sampe segtu. Saya suka bgt sama bareksa, cuma butuh peningkata lg min dalam pembayaran dan pencairan. Makasih",2,Negatif,min mohon dong tambah pembayarannya via gopay trus pencairannya jg jgn dari bca aja min di perbanyak min bank pencairannya soalnya saya reksadana masih sedikit saldonya kalo kepotong buat biaya tf kan sayang min karna imbal hasil nya belum sampe segtu saya suka bgt sama bareksa cuma butuh peningkata lg min dalam pembayaran dan pencairan makasih
"Menurut saya aplikasi bareksa sudah cukup bagus dalam penjelasan nya di app sbg investasi pemula seperti saya.. Semoga terus update lebih baik lagi, metode pembayaran nya di permudah, pokoknya sukses selalu bareksa",5,Positif,menurut saya aplikasi bareksa sudah cukup bagus dalam penjelasan nya di app sbg investasi pemula seperti saya semoga terus update lebih baik lagi metode pembayaran nya di permudah pokoknya sukses selalu bareksa
Sebenernya sudah oke cuma sayang untuk pejualan produk memakan waktu sangat lama beda dengan bibit yang sangat cepat dalam proses pencairan penjualan tolong tolong untuk bareksa ditingkatkan lagi,5,Positif,sebenernya sudah oke cuma sayang untuk pejualan produk memakan waktu sangat lama beda dengan bibit yang sangat cepat dalam proses pencairan penjualan tolong tolong untuk bareksa ditingkatkan lagi
"Bagus untuk pemula. Saran dong tambahin fitur ahli waris juga kayak aplikasi sebelah, biar kalo ada apa2 dg investor, bisa diwariskan. Semacam asuransi gitu. Terimakasih..",5,Positif,bagus untuk pemula saran dong tambahin fitur ahli waris juga kayak aplikasi sebelah biar kalo ada apa dg investor bisa diwariskan semacam asuransi gitu terimakasih
