userName,score,at,content
Alka Sanggita,1,2022-02-11 15:25:33,"Setiap akan melakukan pendaftaran, saat bagian upload ktp tidak bisa, ini sangat menghambat"
Firmansyah MH,5,2022-02-10 18:54:55,Hampir 6 tahun ga masuk Bareksa. Dulu transaksi langsung dari webnya. Dana yang disimpan di sini terbukti aman dan bisa dicairkan kapan pun juga. Top dah.
Kindro Suprapto,1,2022-02-09 23:51:05,"Ini aplikasi tampilanya kayak mudah cara daftarnya juga,, tapi pas untuk foto selfinya susah banget,,, 50 limapuluhan kali selfi gak bisa2 juga ketrima masuk akun foto sudah jelas ,sudah lurus gak pake topi, masker, dan juga gk pake kacamata sudah,, payahh......"
Harun Alrasyid,1,2022-02-08 15:22:18,"Saya mengalami kesulitan untuk menyelesaikan admistrasi yang dipinta, contoh ; foto KTP tapi saya temukan cara lain yaitu resi KTP, kemudian foto face atau wajah untuk admistrasi terakhir tidak bisa memoto dan tidak ada cara lain dan admistrasi pun tidak selesai. Saya anggap ini adalah penghambat dan saya takut data saya yang sudah saya tuliskan akan disalahgunakan (moga-moga tidak terjadi). Mohon koreksinya Admin."
Fix See,1,2022-02-05 11:14:15,"Register gagal terus padahal info yang di berikan sudah benar. Sudah email ke cs dibalesnya hapus cache & instal ulang dan ga berhasil juga. Kemudian email lg malah disuruh hapus cache & instal ulang plus infokan seri hp, os, versi bareksa, dll. Heiiii !! Banyak hal yang harus gw kerjakan gw pengen yg praktis!. Ngapain harus gw yang repot. Ini kerjaan tim apk kalian."
Sahuba,1,2022-02-04 05:06:10,"Tambah rekening harus via email, gak bisa langsung dari aplikasi. Ribet. Bakal withdrawal kayanya."
Zulfia Kholifah,5,2022-02-04 02:18:57,"Saya rutin memakai aplikasi ini untuk berinvestasi dan juga memantau portofolio saya. User interfacenya bagus, simpel, mudah dipahami. Ada edukasinya juga, jadi yang pemula pun pasti bisa mengikuti. Semoga bermanfaat."
Daniel Wenas,1,2022-02-03 07:20:10,Upload KTP ajah gak bisa!!! Selalu eror selesai di scan dia balik lagi!!! Gmna dgn investasi pasti uang langsung hilang!!! Aplikasi TOLOL. Mending pakai BIBIT ATAU INDOGOLD
Iztie harra,5,2022-01-30 07:57:46,Aplikasinya eror bolak balik trs ke logo bareksaga bisa pilih menu.. Tolong dong di perbaiki sistemnya pengen transaksi ga bisa
Pratama Falah,2,2022-01-24 23:02:54,"Halo min, sorry kasih bintang 2 dulu, soalnya mau nanya, saya udah daftar semalem, cuman kok gabisa login ya? Atau emang malem2 gabisa? Harus nunggu berapa lama? Terus kalau udah lewat batas nunggu, bisa hubungin siapa ya min? Atau pendaftarannya gagal ya?? Bisa bantu cek ga? Ini first time banget daftar seperti ini apalagi data pribadi semua😥 huhu agak mengkhawatirkan first impression nya jadinya, mohon dijawab ya min, big thanks"
beatrix imelda,1,2022-01-24 14:03:55,"Kok pas mau daftar ga bisa buat foto ktp ya?? Layar tetiba ke freeze gtu.. Nunggu lama bgt tto ga bisa, diulang lagi typ ga bisa.. Gimana ya?? Edit.. Akhirnya saya hapus appnya.. Hhhh nyoba seharian ga bisa terus.. Capek dahlahh"
Huda Aulia Rahman,1,2022-01-24 11:57:34,Harga per unit sangat lama updatenya. Jadi untuk beli Reksadana saham ga bisa diperkirakan kapan naik/turunnya
Irfan Satria Pratama,5,2022-01-20 03:47:12,"Mau nanya donk min, aku kan ada reksadana bareksa tapi di Tokopedia dan udh ada saldo nya di situ.. Nah aku mau login make aplikasi aja krn tokopedia mau tak hapus.. Aku harus daftar akun dulu di aplikasi Bareksa ini atau gimana ya?"
Dodi Purnama,5,2022-01-17 22:37:17,"Saya mengikuti terus update aplikasi bareksa, dan yang terakhir ini secara penampilan sangat memuaskan. Untuk kecepatan penjualan produk reksadana, ternyata tergantung penyedianya."
ooo ccc,5,2022-01-17 16:20:52,"Cakep min updatenya. Lebih keliatan ringkas, simple dan elegan. Untung updatenya cuma 7 mb"
Kuliah Online,2,2022-01-17 04:06:01,"Saya ingin mengajukan perubahan data rekening, tetapi saat saya mengirim ke email customer service. Email bertuliskan ""dalam antrean"" padahal sebelum2nya bisa. Dan saya coba memakai email lain, tetapi hasilnya tetap sama. Mohon responnya"
Theodora Putri,4,2022-01-16 06:13:41,"Min, saya mau lengkapi data kok gak bisa ya? Daritadi mau upload e-ktp tpi kemeranya gak berfungsi terus. Tolong di perbaiki min"
NUR AZIZ,1,2022-01-14 17:24:11,"Bareksa Setelah di Update tgl 14 januari 2022 User intervace nya jadi gak enak, masih enakan yg lama, jadi sulit baca pergerakan reksada nya, jadi ribet user intervace nya"
Dadang Suhendar,5,2022-01-14 12:43:18,"Rekomendasi buat yg mau berinvestasi jangka panjang ataupun jangka pendek, sistem keuntungan keamanan yang sangat bagus."
Oman Rohman,1,2022-01-14 08:35:01,"Aplikasi ini tidak cocok untuk investasi jangka pendek, harganya tidak real time (harga yg ditampilkan harga hari sebelumnya) tidak seperti aplikasi sebelah yg sudah real time, Di aplikasi ini kalau mau jual gak tau harganya sedang naik atau sedang turun."
ENTREPRENEUR VISTA,3,2022-01-11 17:08:26,"Sebenarnya overall atau secara rata² uda bagus. Tetapi sayang, masa tunggu pembelian unit dan penjualn unit utk withdraw ke Rekening Bank masih memakan waktu lama, bisa berhari-hari, bahkan baru terisi (top-up) setelah 4 hari. Utk withdraw juga terlalu lama dana masuk ke rekening, masa sampai 6 hari..? Mohon diperbaiki kembali waktu tunggunya, krena perbedaan hari juga menentukan harga pembelian atau penjualan unit Reksadana."
Faisal Nur Rohman Effendi,5,2022-01-10 22:44:20,"Aplikasinya mudah digunakan dan pilihan reksadana nya juga banyak. Dan sekarang ada nabung emas juga. Mungkin saran saja, untuk tipe pembayaran bisa ditambahkan lagi e-wallet yang lain."
aryo nurwanto,3,2022-01-06 04:34:32,"Aplikasinya simpel dan fokus ke investasi yang mudah dan aman bagi pemula, mungkin biar lebih ramai lagi bisa merambah ke eba retail atau instrumen investasi lain yg lebih menarik bagi investor pemula"
Eka bagus s,5,2022-01-05 01:14:38,"Sempat terkendala dengan aplikasi bareksa, penangannya cepat jadi sudah bisa dipakai kembali. Sampai dengan saat ini sudah bisa digunakan dengan baik"
Bayu Fifteen,4,2022-01-04 02:46:39,"Agar lebih efisien, kira nya pada menu notifikasi bisa di tambahkan ""delete all"" pada notifikasi yg sudah terbaca, terimakasih.. bareksa the best"
Tetty Savitri,5,2022-01-04 00:42:26,Menunya gak ribet .cocok buat pemula investasi. Pilihan produknya banyak. Ya cuma tampilannya aja yg kurang berwarna.
Rifqi Muslim,5,2022-01-03 23:48:10,"Aplikasi yang sangat membantu, tampilannya simple dan mudah dimengerti, terus kembangkan"
Wahyu cahnnel,2,2022-01-03 23:03:46,Sementara masih 2 bintang. Nanti jadi 5 kalo waktu pembelian dan penjualan bisa hanya 1 hari walaupun aturan nya boleh sampai 7 hari waktu penjualan. Waktu yang sangat panjang
Tantri Mayasari,5,2021-12-31 00:12:24,"Fitur sangat mudah digunakan, semoga kedepan ada fitur auto debet sehingga memudahkan kita berinvestasi"
In Nariswari,4,2021-12-28 06:20:47,Tolong tambahin fitur penambahan rekening bank. Selama ini cuma ada pengubahan rekening bank. Investor butuh fleksibilitas. Jangan kalah ama app sebelah
muhammad arianto,3,2021-12-27 01:29:40,"Mau daftar tapi aplikasinya ada bug, fitur kamera tidak dapat dipakai sehingga tidak dapat upload gambar."
Rahman Anugrah,1,2021-12-23 10:10:43,"kenapa ya beli unit di hari jumat harga lagi turun, eh yg masuk harga naik, itu juga rabu baru masuk, mana tf 10jt lagi, gue kira tetep masuk di harga pas hari jum'at"
Mark Anthony,1,2021-12-22 16:44:40,"mau daftar, otp kirim ke hp lama....15 menit up. pdhal pake wifi speed cuzzz ram hp cuzzz, n zonk nya lagi OTP aktif cm 5 menit. lha klo gini cara nya yaaa kapaaaaaaaan bisa daftar...."
Nu Rohman,3,2021-12-20 10:39:42,"Saya suka bareksa. Pertahankan respon yang cepat dari tim bareksa atas keluhan penggunanya, terima kasih atas pelayanannya."
Yusuf Aminudin,4,2021-12-18 22:00:07,"Aplikasi bareksa memang bagus, terbaik tapi tolong saran saya bank kustodiannya jangan hanya bank BCA saja Bank Indonesia masih banyak ada BRI,BNI, Mandiri,dll tolong ditambahi bank² yang lain. Akan saya Update bintang 5 jika sudah ada bank lain."
Ahmad Safrullah,1,2021-12-16 16:24:22,"Saya udah investasi 1 juta lewat buka lapak, terus disuruh verifikasi data tapi sampai skrang belum di setuju APERD, ada apa ini? Sampai kapan saya akan menunggunya?? Sudah hampir 1 minggu ini nungguin setujunya tolong bantu saya krna tidak ada cara utk menghubungi cs lewat buka lapak!!!!!!"
Tifan Corbuzier,1,2021-12-14 03:49:02,"Aplikasinya bagus, cuman untuk pembelian dan penjualan reksadana memakan waktu yang cukup lama. Tolong di Upgrade lagi sistimnya biar bisa memenuhi kepuasan pelanggan. By- Development"
dennypuspito swissbel,1,2021-12-14 03:25:57,"Sudah di otak atik termasuk ganti hp, dan ganti wifi tetap saja TIDAK BISA LOGIN"
enca javas,3,2021-12-11 07:35:33,"aq beli reksadana campuran diharga turun,,,trs selama 2 hari masih proses,,,padahal aq belinya di jam setengah 10,,,,beli diharga trun dapetnya harga naik,,,trs setelah 1 jm harga turun lagi,,,auto rugi,,,,kalau beli dikit sich gk masalah,,,ini aq beli 20 jt,,auto rugi,,,,tolong ya min kalau beli di jam kerja mohon langsung diproses,,,paling gk 2- 3 jm...ini 2 hari baru selesai diproses,,🙄"
Eko Widi Hatmoko,1,2021-12-10 02:13:03,"Aplikasi investasi paling parah yang pernah saya pakai. Layanan CS sangat tidak mumpuni, hanya tersedia via telpon dan email yang sangat susah untuk mendapatkan respon. Pembelian sering gangguan, dana nyangkut padahal pembayaran telah dilakukan melalui ewallet. Namun masih menunggu pembayaran, saldo tidak kembali. Dana nyangkut tanpa pertanggung jawaban . Lebih baik investasi di aplikasi lain."
Andi Setiawan,3,2021-12-09 14:21:19,"Bintang 3 dulu Min, karena menurut saya cukup sangat lama untuk proses penambahan rekening baru atau perubahan rekening sudah beberapa bulan cuma sedang diverifikasi terus kurang cepet, dan juga tidak ada layanan customer service online yang bisa chat langsung atau via WA, tidak seperti kompetitor sebelah. Mohon untuk dipertimbangkan dengan adanya Customer service online 🙏"
Pandu Julika Rinaldi,3,2021-12-06 19:25:46,"NOTE: masalah Switching & pengelompokan tujuan investasi. (1). Percepat proses switching, kalau bisa langsung, paling tidak 3-5 menit saja. (2). BUAT FITUR pengelompokan tujuan investasi beserta total target, notifikasi dan barometer didalamnya. Terimakasih"
Erni Labintang,5,2021-12-03 14:05:36,"Selama ini pengalaman menggunakan app. Bareksa cukup memuaskan. Namun beberapa hari ini, saya mengalami masalah setiap memasukkan pin untuk log in ke akun saya. Setiap log in selalu muncul ""terdapat kesalahan dalam server"" padahal pin yang saya input sudah benar. Setelah menghubungi CS, diminta untuk update app. Sayangnya setelah diupdate, saya masih belum bisa log in karena kesalahan dalam server yang saya tidak ketahui penyebabnya"
Dwi Swandewi,3,2021-12-03 03:47:26,"kenapa ya saya sudah lakukan transaksi pembayaran namum status transksi saya "" menunggu pembayaran "" padahal uang di rekening saya sudah terpotong. tumben banget kaya gini, biasanya stlh beli langsung "" pembelian unit dalam proses """
Angga Adventus Pratama,4,2021-12-02 20:20:35,"Mohon bantuannya, saat ini mau menambah akun rekening bank tidak bisa melalui aplikasi. Dan sudah menghubungi CS bareksa di email tapi tidak direpon"
JOKO MARDIYANTO,5,2021-12-02 15:08:43,"Semua fitur di bareksa sudah sangat lengkap. Mulai invest saham, SBN sampai emas. Hanya saja waktu proses switchingnya kalau bisa mohon agak dipercepat sehari saja karena byasanya menunggu 2 hari. Terimakasih...."
Jenri Nick,1,2021-11-30 14:51:46,"Switch produk 400rb dari saham ke pasar uang, eh pas switch jadi 390rb. Makasih bareksa. Menurut saya ini bukan karena harga instrument turun di saat produk di switch karena saya saat switch harganyapun lagi surplus. Biaya switch juga cuma 0,25%, jadi gak mungkin turunnya sampai 10rb sendiri."
Nera Sudana,3,2021-11-29 23:38:12,"Halo admin, kenapa update harga bareksa telat terus ya? Harga tanggal 29 November kok munculnya baru hari ini di tanggal 30 November? Kan saya jadi bingung menentukan waktu tepat untuk invest."
Maulana bella mahardhika,1,2021-11-26 09:33:29,"Cs nya kerjanya lemot balas email seminggu lebih baru di balas, itupun tidak menyelesaikan masalah. Coba Cs nya di resuffle saja dengan yg lebih niat kerja."
Maria Veronika,5,2021-11-26 06:34:20,"Sy termasuk new comer di aplikasi ini tp cukup senang dengan fiturnya hanya saja mungkin bisa dipertimbangkan ut rekening bisa ditambah krn kan bank besar di Indonesia ada beberapa, mungkin bisa ditambahkan jangan hanya pake BCA sj yah. Terima kasih.."
Prima Nugraha,5,2021-11-25 08:14:21,Enak pakai aplikasi ini. Sangat mudah mengoperasikannya. Saya suka baca artikel berita di Bareksa. Tolong lebih sering share artikel2 tentang investasi raksa dana.
Sandra Saputri,5,2021-11-21 03:36:38,"Hampir 1 tahun pakai ini, dan sejauh ini bagus2 aja, pembelian dan penjualan sesuai prosedur dan sop yg di berikan, lebih banyak pilihan reksadana bahkan aset negara, jadi klu mau kenaikan yg pasti2 yah biasanya disini. Pertahankan kualitas dan tetap maju agar makin efisien dan banyak investor kesini. Ah pergantian rekening proses lama karena kudu ke cs tapi tetap bisa ganti dgn aman dan berhasil."
April Goprel,1,2021-11-19 18:27:41,"saya udah inves 100 dan udah berhasil tp di apk masih 0 dan udah hub developer ktnya blum masuk ,mengsedih ,100 hilang pdhal udah 2 hari di cek saldo rekening juga nga balik ,sedekah jariah doang ama apk ini udah di cek masih aja kosong di dana saya apa nyangkut tuh uangnya saya bayar 103.100 ,uang nga kembali ,dan juga di apk ini ttp kosong"
Alvian Agung,2,2021-11-15 07:47:04,"Ini gimana sih? Udah transfer uang belum selesai"" proses pembeliannya gagal pula nge klik butuh bantuan enggak terkirim juga pesannya, trus uang saya gimana kalo gagal/dibatalkan? Moho bantuannya. Kalo emang beneran menguntungkan paling enggak ya dikembalikan ke ovo dong! Jangan kasih ketidak pastian kaya gini."
Nur Rani Yasin,5,2021-11-14 23:26:39,Aplikasinya mudah bangett apalagi buat yang baru pertama kali mau berinvestasi. Selama saya disini untuk pencairan tidak dipersulit dan sesuai dengan tanggal yang estimasikan bahkan lebih cepat 1 hari. Good sih buat bareksa..👍
Sartini Kuntarto,5,2021-11-12 02:54:51,"Secara garis besar Puas, mo Investasi di Bareksa ajaaaaaaaa.... Tapi tetap ada kekurangan.. agak lama unt proses pencairan yess.."
nur aliya,1,2021-11-12 01:59:23,"Pendaftaran nya sulit,sdh upload foto ktp dan foto diri sampai 3x tetap tidak bisa terverifikasi.alasannya krn foto d ktp tdk sesuai dngn foto diri . ya kalii min foto ktp dah thn orok dan burem masak hrs sma kayak foto asli . Apa harus wajah saya di buremin jg nih biar bsa sama kayak di ktp? 😏 Data2 udah terlanjur masuk pula,takut mlah d salah gunakan nantinya . Smoga sja tdk ya min !"
Jihad Rafsanjani,2,2021-11-12 01:20:21,"Min mohon dong tambah pembayarannya via gopay trus pencairannya jg jgn dari bca aja min, di perbanyak min bank pencairannya. Soalnya saya reksadana masih sedikit saldonya kalo kepotong buat biaya tf kan sayang min karna imbal hasil nya belum sampe segtu. Saya suka bgt sama bareksa, cuma butuh peningkata lg min dalam pembayaran dan pencairan. Makasih"
Diyah Anggraeni,5,2021-11-11 13:26:57,"Menurut saya aplikasi bareksa sudah cukup bagus dalam penjelasan nya di app sbg investasi pemula seperti saya.. Semoga terus update lebih baik lagi, metode pembayaran nya di permudah, pokoknya sukses selalu bareksa"
rizky tinos,5,2021-11-09 11:13:57,Sebenernya sudah oke cuma sayang untuk pejualan produk memakan waktu sangat lama beda dengan bibit yang sangat cepat dalam proses pencairan penjualan tolong tolong untuk bareksa ditingkatkan lagi
Anietta Ramadhani,5,2021-11-09 06:08:53,"Bagus untuk pemula. Saran dong tambahin fitur ahli waris juga kayak aplikasi sebelah, biar kalo ada apa2 dg investor, bisa diwariskan. Semacam asuransi gitu. Terimakasih.."
adit fw,1,2021-11-09 05:12:38,"Udah terdaftar di ovo invest sama bukareksa malah di bareksanya gk bisa daftar, udah ganti HP, udah aplikasi terbaru tetap gk bisa daftar, udah hub cs bareksa tp gk kompeten, jgn pake ini aplikasi deh ribet mau invest aja buka rekening dipersulit, beda sama kompetitor"
Agastya Saputra,3,2021-11-08 16:58:19,"Opsi data diri perlu diatur lagi tampilannya. Setiap scroll ke bawah selalu kepencet item yg tdk perlu, akhirnya malah agama, status pernikahan, sumber penghasilan, tujuan investasi suka keganti sendiri ga sengaja. Pas mau diubah malah gabisa, server error."
Wahyu Adi P,5,2021-11-08 01:15:44,"Platform yang sangat oke untuk belajar investasi, tampilan user interface juga bersahabat dan mudah dipahami. Semoga bareksa bisa konsisten & tingkatkan pelayanannya. Saran: Buatlah promo untuk investor yang memasukan saldo <500rb untuk menarik dan memacu para user untuk lebih giat investasi."
toni hungcool,4,2021-11-05 02:51:13,"Tarik tunai nya mantap terlalu lama, transaksi tgl 4-10-21, pencairan katanya tgl 8-10-21 ehhhh s/d sekarang tgl 28-10-21 belum juga cair . Dengan alasan selalu retur saat transfer ke rekening penerima, padahal rekening masih aktif, sudah lampirkan foto buku tabungan, foto KTP, foto Selfi dengan KTP. Biasa nya juga lancar ga kaya gini, ampun dah."
Sofia Ulfah,1,2021-11-04 07:27:29,"Mau daftar aja susah... Knapa kode OTP harus nomer HP di sangkut pautkan dengan aplikasi lain, klo nomernya masih aktif masih bisa kirim kode OTP klo udah ngga aktif alhasil ga bisa daftar bahkan mempersulit"
Yogy Octyo,5,2021-11-03 04:09:14,Sudah hampir 2 tahun menggunakan aplikasi Bareksa untuk membeli produk-produk Reksadana. Pokoknya Bareksa ini bisa dipercaya untuk yg minat atau baru mulai investasi 👌
Maria Sabrina,1,2021-11-03 00:43:34,"Bareksa, bisa gk kalau mau update harga portofolio harga yang hari ini? Jadi kalau saya mau jual atau beli, harganya sesuai dengan ekspetasi saya. Misalkan hari ini tanggal 3 november 2021, masa kasihnya yang tanggal 2 November 2021."
Saepudin MZ,5,2021-11-02 15:37:28,"Alhamdulillah bisa belajar investasi, walaupun tidak besar tapi sambil menyelam minum air... Sejauh ini tidak ada kendala apapun tentang transaksi jual-beli lancar2 saja. Tapi kalau bisa Nominal pembelian bisa di minimum kan biar bisa konsisten walaupun nominal kecil dan metode pembayaran tolong di tambah biar lebih gampang. Terimakasih..."
Ade Desi07,1,2021-10-30 01:43:48,"Awal awal bagus, eh giliran transaksi pake ovo di bareksa pembelian berhasil tapi uang tertahan, Reksadananya tdk terbeli, giliran udah melapor dan disuruh cek ulang, uangnya menghilang! Bener bener kecewa sih! Padahal selama ini gk seperti ini!"
Max Phantom,1,2021-10-29 07:34:41,"Saya stak di verifikasi no HP ketika mau daftar,, smpai skrng tidak ada SMS otp klo mau daftar,, knp yaa"
choirul anwar,5,2021-10-28 09:06:02,"Aplikasinya suka banget untuk customer service nya bisa lewat IG dan fast respon, tapi sayang hampir g pernah ada promo cashback baik dari dari MI atau e-walletnya gak kayak tetangga sebelah, dan promonya cuma undian doang"
Z,4,2021-10-25 05:17:27,"Untuk yg lain oke, banyak pilihan reksadana cocok untuk pemula sperti saya, cuma sayangnya untuk tarik tunainya aga lama prosesnya sudah sminggu saldo ku gk cair2 katanya tgl 25 tapi dah siang saldo gk masuk2, gk seperti tokped hari ini jual gk sampe sehari saldo sudah masuk, maaf ini cuma pendapat saya aja, trima kasih"
Martha Cristantri,5,2021-10-24 23:49:53,Aplikasi inves reksadananya bagus. Lengkap dan banyak pilihan reksadananya. Banyak promo
supriyanto,3,2021-10-24 23:24:32,"Bagus sih buat pemula ,tapi pilihan pembayaran dompet digital cuma ada 'OVO dan LinkAja'. Mohon ditambah pilihan pembayaran lain, misal 'ShoopePay' . goPay"
FADLU ROBBI,1,2021-10-21 06:07:17,Saya cairkan Reksadana saya dari tanggal 13 & 14 kenapa belum masuk juga padahal udah lewat dari 2 kerja walaupun Sabtu Minggu gak di hitung karna libur & kayak sekarang juga gak di hitung saya paham akan hal itu tapi kenapa lama banget masuknya ke rekening saya & sedang di aplikasi lain sebut aja aplikasi bibit masuknya cepat sekali ada apa dengan bareksa?
R Wahyu Adiguna,5,2021-10-19 00:13:09,"Bagus kok ini adalah aplikasi yang 5 terbaik di 2021 di saham . Aku sudah nyoba dan tarik tunai ok ok saja. Dan ada notifikasi email , dan ada surat fisik yang dikirim dari bareksa via ekspedisi pos indonesia. Dan bisa dimulai dibawah 100.000. Tolong aplikasi dibuat mudah dipahami bagi pemula... ya ..."
Yenny Susana,3,2021-10-16 03:23:09,Pambelian lama proses masuknya... penjualan lebih lama lagi prosesnya masuknya... Tolong di perbaiki lagi sistemnya... Biar sama-sama saling menguntungkan
Zulva Kurnia,2,2021-10-15 15:55:43,"Saya baru download,sebelum nya belum pernah download dn daftar bareksa.baru pertama mau mencoba.tp aneh nya pas dafta no ktp anda sudah terdaftar,kok bisa ya...aneh bin ajaib poko nya"
Aurora Sari,3,2021-10-15 03:45:01,Saya sudah email untuk tambah rekening sejak 30 september 2021..namun belum ada balasan sampai saat ini hrusnya nambah rekening dipermudah saja..tdk perlu email2an lagi..
Meta Margaret,1,2021-10-14 07:14:59,"Di apk sbelah pembelian ga pernah gagal. Bareksa kalo pembelian gagal, dana ga langsung dikembalikan rekening. Sudah email CS slow respon... Payahh...🥵 Ga usah investasi banyak di aplikasi ini..."
MaYuv Channel,5,2021-10-13 10:22:17,"Tampilannya enak di lihat, memudahkan pemula untuk belajar ttg reksadana."
Pilip Leb,5,2021-10-10 00:09:36,Aplikasi bagus menurut saya hanya saja kekurangan nya di pembelian sama penarikan yang membutuhkan waktu lama
dodo cahyono,1,2021-10-09 12:26:22,Sudah tidak bisa mengubah rekening sendiri melalui aplikasi. Kenapa harus melalui email dulu dengan mengirimkan foto KTP dan Selfie memegang KTP. Jadi khawatir disalahgunakan fotonya. Tolong dihadirkan lagi fitur mengubah rekening sendiri.
Krisyanto 133,1,2021-10-07 05:44:57,"Buat verifikasi KTP & FOTO SELFIE kamera tidak berfungsi,kalo misalnya aplikasinya gak guna kenapa gak ditambah fitur Galleri jadi bisa langsung ambil foto dari Galleri aja. Keluar dari aplikasi ngulang lagi ngisinya dari awal,tapi kalo dilanjut tetep aja kamera tidak bisa berfungsi malah cuma gambar gelap."
Dony Wiganda,5,2021-10-05 13:02:05,"Ini apps yang top banget, disarankan bagi pemula yang mau belajar, banyak pilihan Reksadana Pasar Uang, Pendapatan Tetap, Campuran, Saham, Index. Klo masi bingung bisa gunakan fitur Robo. Baru 2 minggu mencoba bareksa, sangat mudah dipake dipelajari, cm memang ada resiko yang harus diperhitungkan. Perlu strategi dan membaca situasi pasar. Klo mau aman buat pemula bisa coba di Pasar Uang dijamin low risk dan yg pasti bunga lbh besar dr deposito bank"
Marudut Pakpahan (Smartdut),5,2021-10-05 08:06:10,Sebagai pemula mudah mudahan aplikasi sangat bermanfaat mudah diakses yang perlukan mantap Sangat membantu aplikasi Bareksa masa depan yg lebih baik aman dan nyaman terimakasih 🙏
Nur Ruwaida,4,2021-10-02 07:28:52,Bagus aplikasinya....pilihan reksa dananya juga banyak....Untuk rekening utama yg di app tsb belum ada BSI.. Semoga Segera ada Rekening BSI nya untuk Rekening Utama...terima kasih
Veny Anggreany,3,2021-10-01 06:22:27,"Kok setiap aku mau foto KTP aku kok ngga bisa,cameranya item semua padahal aku coba camera wa dan biasa itu semua bisa tapi pas di aplikasi ini ngga bisa"
BAGUS PRASTYO,5,2021-09-25 18:03:53,"Banyak promo menarik pada tiap periode, disertai juga berita dan analisis seputar investasi passive income yang berguna untuk investor pemula seperti saya,, tetapi mungkin lebih baik jika di tambahkan fitur polis asuransi agar pengguna dapat mengaksesnya dalam satu aplikasi"
Adhetya Hirwanti,5,2021-09-24 13:32:25,Bagus banget aplikasinya. Pilihan reksadananya juga bnyak dan beragam. Pilihan pembayarannya saya rasa sudah cukup banyak Ada yg pakai dompet digital walaupun cuma 2 pilihan dompet digital dan pilihan pembayaran lainnya. Informasi Dan prospektus dari masing masing mi juga sudah jelas dan ada pilihan untuk ngebandingin antar m.invest. untuk tampilan dan penggunaan aplikasinya user friendly sekali. Blm menggunakan robo advisor karena jumlah transaksi awalnya cukup banyak menurut saya yg msh mhsswa
Bagus Santri,5,2021-09-24 04:14:35,"Sangat bagus, cocok untuk semua kalangan. Jelas dan simple UInya"
Jonbaho Amigos,5,2021-09-22 09:12:27,"Fitur-fitur nya lengkap, bagus dan mudah dipahami khususnya bagi pemula seperti saya."
Rizqi Achdian,3,2021-09-22 07:31:20,"Tolong di perbaiki saat tampilan simulasi nya, selalu force close klo buka tampilan simulasi"
Wahyu Kurniawan,5,2021-09-21 01:40:05,Makin puas karna lebih mudah melakukan pembayaran dari e wallet ... Trima kasih bareksa ... Semoga kedepan lebih ada terobosan baru untuk generasi muda lebih mudah berinvestasi
Dedy Aprizal,5,2021-09-20 11:29:28,Alhamdulillah berkat investasi meskipun sedikit saya merasa telah di untungkan oleh Bareksa.. Semoga kedepan nya terus maju dan maju lagi
Sutisno,5,2021-09-19 23:54:46,"Bagus aplikasinya, mudah digunakan bagi pemula, dan lumayan lengkap produknya."
Luki Sidik,4,2021-09-18 16:39:26,"Tambah fitur grafik pertumbuhan investasi untuk investor, update harga kalau bisa dipercepat, dan tambah fitur penunjang informasi kaya expand ratio. Semangat bareksa jadi agen reksadana terbaik di Indonesia!! Saya kasih bintang 4 dulu, kalau fitur sudah di update untuk memudahkan investor saya kasih bintang 5, bahkan 100 kalau bisa😂"
Fahmi Noorma,2,2021-09-18 13:33:36,"Update data investor selalu gagal.. padahal hanya merubah di kolom ""agama"".merubah profil resiko investor juga selalu gagal Tolong segera diperbaiki"
Hands Free,3,2021-09-17 07:24:56,"Tolong dipercepat proses update harga unit hariannya, karena seperti peramal, membeli kucing dalam karung jika diberi infonya harga unit kemarin padahal belinya hari ini dan mengikuti harga di hari ini pula tapi harganya belum diupdate. Updatenya juga lamaaaa banget. Proses pembelian unit juga lamaaa."
Melinda Magdalena,2,2021-09-14 17:28:59,Ribet buat ubah data nomor telfon harus foto ktp lah buku tabungan lah padahal akunnya aja jelas sama dan masih ada nomor rekening yg sama. Minta bantuan dari CSnya juga sama disuruh foto identitas lagi
Agus Suko Raharjo,5,2021-09-13 06:06:34,"Aplikasinya bagus, mudah di gunakan. Tapi untuk proses pembelian waktunya lama. Mungkin bisa di tingkatkan. Terimakasih."
malika aritonang,4,2021-09-12 00:03:33,Bagus untuk pemula yang ingin menyimpan uang dengan harapan imbal balik Karna sistem penjualan butuh beberapa hari jadi bisa nahan diri untuk tidak menggannggu investasi Beda kalau uang ada di rekening bank bisa kapan saja di ganggu melalai ATM.
Acung Rohman,4,2021-09-11 14:08:34,Mekanisme nya sudah bagus mudah dimengerti dan gak ribet lebih suka BAREKSA dari yang sebelah cuma gak ada opsi WARISANNYA dipengaturan kaya di BIBIT jadi gimana doong
Petu petu,5,2021-09-09 21:30:46,"Bareksa adalah aplikasi yg sangat memudahkan untuk berinvestasi dan mengedukasi baik dlm berinvestasi, fitur2 yg mudah di pahami, tingkatkan terus inovasinya, edukasi dan fitur2 Bareksa"
AIZ BATIK PEKALONGAN,4,2021-09-09 17:11:29,"sementar segini dulu.. klo bisa terhubung dg salah satu e walet biar gampang top up atau salah satu bank digital kyk bank jago gtu.. biar beli reksa dana nya lebih mudah lagi.. biar gak banyak biaya"" tranfer gtu.. semoga di pertimbankan.."
