content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Aplikasinya sangat bagus untuk investi, dan sangat menguntungkan,pertama kali coba juga udah ada hasilnya😍 recommended bngtt dehh😍",5,Positif,aplikasinya sangat bagus untuk investi dan sangat menguntungkanpertama kali coba juga udah ada hasilnya recommended bngtt dehh,aplikasinya bagus investi menguntungkanpertama kali coba udah hasilnya recommended bngtt dehh,"['aplikasinya', 'bagus', 'investi', 'menguntungkanpertama', 'kali', 'coba', 'udah', 'hasilnya', 'recommended', 'bngtt', 'dehh']",aplikasi bagus investi menguntungkanpertama kali coba udah hasil recommended bngtt dehh
Sangat rekomended an terpercaya. Meski Ibu rumah tangga tp aku tetep butuh investasi dan lebih pintar dalam mengatur keuangan demi masa depan anak jg keluarga. Aku pilih Bareksa karna aplikasi ini ngga ribet plus mudah dimengerti,5,Positif,sangat rekomended an terpercaya meski ibu rumah tangga tp aku tetep butuh investasi dan lebih pintar dalam mengatur keuangan demi masa depan anak jg keluarga aku pilih bareksa karna aplikasi ini ngga ribet plus mudah dimengerti,rekomended an terpercaya rumah tangga tp tetep butuh investasi pintar mengatur keuangan anak jg keluarga pilih bareksa karna aplikasi ngga ribet plus mudah dimengerti,"['rekomended', 'an', 'terpercaya', 'rumah', 'tangga', 'tp', 'tetep', 'butuh', 'investasi', 'pintar', 'mengatur', 'keuangan', 'anak', 'jg', 'keluarga', 'pilih', 'bareksa', 'karna', 'aplikasi', 'ngga', 'ribet', 'plus', 'mudah', 'dimengerti']",rekomended an percaya rumah tangga tp tetep butuh investasi pintar atur uang anak jg keluarga pilih bareksa karna aplikasi ngga ribet plus mudah erti
Investasi di Bareksa super gampang bgt. Untungnya juga banyak. Gak nyesel deh download Bareksa! Jadi makin semangat investasi nih,5,Positif,investasi di bareksa super gampang bgt untungnya juga banyak gak nyesel deh download bareksa jadi makin semangat investasi nih,investasi bareksa super gampang bgt untungnya gak nyesel deh download bareksa semangat investasi nih,"['investasi', 'bareksa', 'super', 'gampang', 'bgt', 'untungnya', 'gak', 'nyesel', 'deh', 'download', 'bareksa', 'semangat', 'investasi', 'nih']",investasi bareksa super gampang bgt untung gak nyesel deh download bareksa semangat investasi nih
Untuk apk nya sangat bagus .sekedar saran tolong di tambah kan infestasi cripto lah biar komplit di satu platfom bisa semua,5,Positif,untuk apk nya sangat bagus sekedar saran tolong di tambah kan infestasi cripto lah biar komplit di satu platfom bisa semua,apk nya bagus sekedar saran tolong infestasi cripto biar komplit platfom,"['apk', 'nya', 'bagus', 'sekedar', 'saran', 'tolong', 'infestasi', 'cripto', 'biar', 'komplit', 'platfom']",apk nya bagus dar saran tolong infestasi cripto biar komplit platfom
"Tidak nyesal deh download Bareksa apalagi buat yang baru masuk dalam perivestasian termasuk aku juga masih awam banget lagi. Karena di Bareksa benar-benar simpel banget mulai dari daftar akun sampai beli saham/Reksadana, dan transaksi nya juga cepat + transparan lagi. Dalam pelayanan nya juga Bagus + CS nya juga fast respon . Makasih Bareksa, salam investasi ✨",5,Positif,tidak nyesal deh download bareksa apalagi buat yang baru masuk dalam perivestasian termasuk aku juga masih awam banget lagi karena di bareksa benarbenar simpel banget mulai dari daftar akun sampai beli sahamreksadana dan transaksi nya juga cepat  transparan lagi dalam pelayanan nya juga bagus  cs nya juga fast respon  makasih bareksa salam investasi ,nyesal deh download bareksa masuk perivestasian awam banget bareksa benarbenar simpel banget daftar akun beli sahamreksadana transaksi nya cepat transparan pelayanan nya bagus cs nya fast respon makasih bareksa salam investasi,"['nyesal', 'deh', 'download', 'bareksa', 'masuk', 'perivestasian', 'awam', 'banget', 'bareksa', 'benarbenar', 'simpel', 'banget', 'daftar', 'akun', 'beli', 'sahamreksadana', 'transaksi', 'nya', 'cepat', 'transparan', 'pelayanan', 'nya', 'bagus', 'cs', 'nya', 'fast', 'respon', 'makasih', 'bareksa', 'salam', 'investasi']",nyesal deh download bareksa masuk perivestasian awam banget bareksa benarbenar simpel banget daftar akun beli sahamreksadana transaksi nya cepat transparan layan nya bagus cs nya fast respon makasih bareksa salam investasi
"Aplikasi bareksa sangat membantu aku banget dan sangat mudah untuk berinvestasi dan gampang banget semoga makin banyak fitur"" lainnya.",5,Positif,aplikasi bareksa sangat membantu aku banget dan sangat mudah untuk berinvestasi dan gampang banget semoga makin banyak fitur lainnya,aplikasi bareksa membantu banget mudah berinvestasi gampang banget semoga fitur,"['aplikasi', 'bareksa', 'membantu', 'banget', 'mudah', 'berinvestasi', 'gampang', 'banget', 'semoga', 'fitur']",aplikasi bareksa bantu banget mudah investasi gampang banget moga fitur
Investasi di Bareksa super gampang banget ga ribet. Untung nya juga banyak. Ga nyesel download Bareksa !!! Fitur dan pilihannya juga lengkap banget. Jadi makin semangat investasi karena ada Bareksa 🥰,5,Positif,investasi di bareksa super gampang banget ga ribet untung nya juga banyak ga nyesel download bareksa  fitur dan pilihannya juga lengkap banget jadi makin semangat investasi karena ada bareksa ,investasi bareksa super gampang banget ga ribet untung nya ga nyesel download bareksa fitur pilihannya lengkap banget semangat investasi bareksa,"['investasi', 'bareksa', 'super', 'gampang', 'banget', 'ga', 'ribet', 'untung', 'nya', 'ga', 'nyesel', 'download', 'bareksa', 'fitur', 'pilihannya', 'lengkap', 'banget', 'semangat', 'investasi', 'bareksa']",investasi bareksa super gampang banget ga ribet untung nya ga nyesel download bareksa fitur pilih lengkap banget semangat investasi bareksa
"Bagus banget aplikasinya. Toolsnya mudah dipahami, terpercaya juga, jadi semangat berinvestasi deh💖",5,Positif,bagus banget aplikasinya toolsnya mudah dipahami terpercaya juga jadi semangat berinvestasi deh,bagus banget aplikasinya toolsnya mudah dipahami terpercaya semangat berinvestasi deh,"['bagus', 'banget', 'aplikasinya', 'toolsnya', 'mudah', 'dipahami', 'terpercaya', 'semangat', 'berinvestasi', 'deh']",bagus banget aplikasi toolsnya mudah paham percaya semangat investasi deh
"Aplikasi Reksadana yg paling mudah di pahami,bagus dan banyak fitur fitur nya ya Bareksa,gk nyesel aku download ini cara daftar nya juga mudah dan cepat Pokoknya recommended banget",5,Positif,aplikasi reksadana yg paling mudah di pahamibagus dan banyak fitur fitur nya ya bareksagk nyesel aku download ini cara daftar nya juga mudah dan cepat pokoknya recommended banget,aplikasi reksadana yg mudah pahamibagus fitur fitur nya ya bareksagk nyesel download daftar nya mudah cepat pokoknya recommended banget,"['aplikasi', 'reksadana', 'yg', 'mudah', 'pahamibagus', 'fitur', 'fitur', 'nya', 'ya', 'bareksagk', 'nyesel', 'download', 'daftar', 'nya', 'mudah', 'cepat', 'pokoknya', 'recommended', 'banget']",aplikasi reksadana yg mudah pahamibagus fitur fitur nya ya bareksagk nyesel download daftar nya mudah cepat pokok recommended banget
"Awal pertama download awalnya tidak percaya dan Takut tidak Aman,Tapi setelah mendaftar dan memakainya saya sangat bersyukur bisa bertemu dengan aplikasi ini. Dengan Berinvestasi di Bareksa Yang Sangat Mudah dan gampang. Buruan Download Sebelum Kecewa",5,Positif,awal pertama download awalnya tidak percaya dan takut tidak amantapi setelah mendaftar dan memakainya saya sangat bersyukur bisa bertemu dengan aplikasi ini dengan berinvestasi di bareksa yang sangat mudah dan gampang buruan download sebelum kecewa,download percaya takut amantapi mendaftar memakainya bersyukur bertemu aplikasi berinvestasi bareksa mudah gampang buruan download kecewa,"['download', 'percaya', 'takut', 'amantapi', 'mendaftar', 'memakainya', 'bersyukur', 'bertemu', 'aplikasi', 'berinvestasi', 'bareksa', 'mudah', 'gampang', 'buruan', 'download', 'kecewa']",download percaya takut amantapi daftar maka syukur temu aplikasi investasi bareksa mudah gampang buru download kecewa
"Masalah pada proses transaksi, pembayaran sudah berhasil, tapi lama banget di prosesnya oleh pihak bareksa. Overall udh OK",5,Positif,masalah pada proses transaksi pembayaran sudah berhasil tapi lama banget di prosesnya oleh pihak bareksa overall udh ok,proses transaksi pembayaran berhasil banget prosesnya bareksa overall udh ok,"['proses', 'transaksi', 'pembayaran', 'berhasil', 'banget', 'prosesnya', 'bareksa', 'overall', 'udh', 'ok']",proses transaksi bayar hasil banget proses bareksa overall udh ok
"Simple banget pakenya, trus gampang prosesnya. Jadi lebih melek invest sekarang 🤩, mantap",5,Positif,simple banget pakenya trus gampang prosesnya jadi lebih melek invest sekarang  mantap,simple banget pakenya trus gampang prosesnya melek invest mantap,"['simple', 'banget', 'pakenya', 'trus', 'gampang', 'prosesnya', 'melek', 'invest', 'mantap']",simple banget pakenya trus gampang proses melek invest mantap
beberapa hari lalu saya daftar bareksa. Sudah dapat email persetujuan pembukaan dan aktivasi akun tapi pada saat ingin melakukan pembelian kenapa tidak bisa ya?,4,Positif,beberapa hari lalu saya daftar bareksa sudah dapat email persetujuan pembukaan dan aktivasi akun tapi pada saat ingin melakukan pembelian kenapa tidak bisa ya,daftar bareksa email persetujuan pembukaan aktivasi akun pembelian ya,"['daftar', 'bareksa', 'email', 'persetujuan', 'pembukaan', 'aktivasi', 'akun', 'pembelian', 'ya']",daftar bareksa email tuju buka aktivasi akun beli ya
"Investasi di aplikasi bareksa mudah dan gampang, fiturnya lengkap dan mudah dipahami, sangat membantu untuk memulai berinvestasi",5,Positif,investasi di aplikasi bareksa mudah dan gampang fiturnya lengkap dan mudah dipahami sangat membantu untuk memulai berinvestasi,investasi aplikasi bareksa mudah gampang fiturnya lengkap mudah dipahami membantu berinvestasi,"['investasi', 'aplikasi', 'bareksa', 'mudah', 'gampang', 'fiturnya', 'lengkap', 'mudah', 'dipahami', 'membantu', 'berinvestasi']",investasi aplikasi bareksa mudah gampang fiturnya lengkap mudah paham bantu investasi
Sangat membantu buat aku yg pengen mencoba investasi sejak dini. Ada pilihan resikonya guys. Dan aku pilih resiko yg rendah krn masih pemula. Jd klu mau investasi di sini gk harus langsung yg udh pro ya. Tp newbie juga bisa. Trus gak ribet. Gampang bgt pake aplikasinya.,5,Positif,sangat membantu buat aku yg pengen mencoba investasi sejak dini ada pilihan resikonya guys dan aku pilih resiko yg rendah krn masih pemula jd klu mau investasi di sini gk harus langsung yg udh pro ya tp newbie juga bisa trus gak ribet gampang bgt pake aplikasinya,membantu yg pengen mencoba investasi pilihan resikonya guys pilih resiko yg rendah krn pemula jd klu investasi gk langsung yg udh pro ya tp newbie trus gak ribet gampang bgt pake aplikasinya,"['membantu', 'yg', 'pengen', 'mencoba', 'investasi', 'pilihan', 'resikonya', 'guys', 'pilih', 'resiko', 'yg', 'rendah', 'krn', 'pemula', 'jd', 'klu', 'investasi', 'gk', 'langsung', 'yg', 'udh', 'pro', 'ya', 'tp', 'newbie', 'trus', 'gak', 'ribet', 'gampang', 'bgt', 'pake', 'aplikasinya']",bantu yg ken coba investasi pilih resiko guys pilih resiko yg rendah krn mula jd klu investasi gk langsung yg udh pro ya tp newbie trus gak ribet gampang bgt pake aplikasi
"Berinvestasi di Bareksa Mudah dan Gampang, mungkin butuh waktu yg lama untuk mendapatkan hasil yg maksimal.. Mau kasih saran, seandainya ada investasi yg lain yg bisa lebih mudah dipahami dan tidak begitu sulit untuk berpikir, bisa di tambahkan juga seperti deposito bank atau deposito negara Dan kalau bisa ada fitur nabung rutin, biar bisa nabung setiap minggu nya",5,Positif,berinvestasi di bareksa mudah dan gampang mungkin butuh waktu yg lama untuk mendapatkan hasil yg maksimal mau kasih saran seandainya ada investasi yg lain yg bisa lebih mudah dipahami dan tidak begitu sulit untuk berpikir bisa di tambahkan juga seperti deposito bank atau deposito negara dan kalau bisa ada fitur nabung rutin biar bisa nabung setiap minggu nya,berinvestasi bareksa mudah gampang butuh yg hasil yg maksimal kasih saran seandainya investasi yg yg mudah dipahami sulit berpikir tambahkan deposito bank deposito negara fitur nabung rutin biar nabung minggu nya,"['berinvestasi', 'bareksa', 'mudah', 'gampang', 'butuh', 'yg', 'hasil', 'yg', 'maksimal', 'kasih', 'saran', 'seandainya', 'investasi', 'yg', 'yg', 'mudah', 'dipahami', 'sulit', 'berpikir', 'tambahkan', 'deposito', 'bank', 'deposito', 'negara', 'fitur', 'nabung', 'rutin', 'biar', 'nabung', 'minggu', 'nya']",investasi bareksa mudah gampang butuh yg hasil yg maksimal kasih saran anda investasi yg yg mudah paham sulit pikir tambah deposito bank deposito negara fitur nabung rutin biar nabung minggu nya
"1 bintang dulu ya, karena apa, 1). karena setiap pembelian tidak realtime,harus chat cs nya baru masuk. 2). Penjualan tidak realtime harus menunggu 7 hari kerja, pdhl dana itu dpt diputar buat yg lain. Mohon diperbaiki",1,Negatif, bintang dulu ya karena apa  karena setiap pembelian tidak realtimeharus chat cs nya baru masuk  penjualan tidak realtime harus menunggu  hari kerja pdhl dana itu dpt diputar buat yg lain mohon diperbaiki,bintang ya pembelian realtimeharus chat cs nya masuk penjualan realtime menunggu kerja pdhl dana dpt diputar yg mohon diperbaiki,"['bintang', 'ya', 'pembelian', 'realtimeharus', 'chat', 'cs', 'nya', 'masuk', 'penjualan', 'realtime', 'menunggu', 'kerja', 'pdhl', 'dana', 'dpt', 'diputar', 'yg', 'mohon', 'diperbaiki']",bintang ya beli realtimeharus chat cs nya masuk jual realtime tunggu kerja pdhl dana dpt putar yg mohon baik
"Pertama kali download aplikasi Reksadana, aku kira ribet dan susah. Ternyata Bareksa ini gampang dan jelas. Banyak fitur yang bisa dipilih trus bisa melakukan pembayaran lewat OVO juga",5,Positif,pertama kali download aplikasi reksadana aku kira ribet dan susah ternyata bareksa ini gampang dan jelas banyak fitur yang bisa dipilih trus bisa melakukan pembayaran lewat ovo juga,kali download aplikasi reksadana ribet susah bareksa gampang fitur dipilih trus pembayaran ovo,"['kali', 'download', 'aplikasi', 'reksadana', 'ribet', 'susah', 'bareksa', 'gampang', 'fitur', 'dipilih', 'trus', 'pembayaran', 'ovo']",kali download aplikasi reksadana ribet susah bareksa gampang fitur pilih trus bayar ovo
"Aplikasi Reksadana yang fiturnya lengkap, bagus, simple, dan mudah dipahami. Membantu sekali untuk kita dalam memulai berinvestasi. Semoga bermanfaat buat kita semua",5,Positif,aplikasi reksadana yang fiturnya lengkap bagus simple dan mudah dipahami membantu sekali untuk kita dalam memulai berinvestasi semoga bermanfaat buat kita semua,aplikasi reksadana fiturnya lengkap bagus simple mudah dipahami membantu berinvestasi semoga bermanfaat,"['aplikasi', 'reksadana', 'fiturnya', 'lengkap', 'bagus', 'simple', 'mudah', 'dipahami', 'membantu', 'berinvestasi', 'semoga', 'bermanfaat']",aplikasi reksadana fiturnya lengkap bagus simple mudah paham bantu investasi moga manfaat
Untuk kalian yg mau belajar investasi biar lebih cuan aku saranin donlot skrg. Ini sudah terintegrasi dan dpt lisensi resmi dari OJK ya gais jadi tenang aja ini aman. No bodong2 club. Apk-nya juga smooth bgt. Thx bgt Bareksa,5,Positif,untuk kalian yg mau belajar investasi biar lebih cuan aku saranin donlot skrg ini sudah terintegrasi dan dpt lisensi resmi dari ojk ya gais jadi tenang aja ini aman no bodong club apknya juga smooth bgt thx bgt bareksa,yg belajar investasi biar cuan saranin donlot skrg terintegrasi dpt lisensi resmi ojk ya gais tenang aja aman no bodong club apknya smooth bgt thx bgt bareksa,"['yg', 'belajar', 'investasi', 'biar', 'cuan', 'saranin', 'donlot', 'skrg', 'terintegrasi', 'dpt', 'lisensi', 'resmi', 'ojk', 'ya', 'gais', 'tenang', 'aja', 'aman', 'no', 'bodong', 'club', 'apknya', 'smooth', 'bgt', 'thx', 'bgt', 'bareksa']",yg ajar investasi biar cuan saranin donlot skrg integrasi dpt lisensi resmi ojk ya gais tenang aja aman no bodong club apknya smooth bgt thx bgt bareksa
"Sangat membantu untuk memulai berinvestasi di reksadana , mudah dan transparan. Proses pembayaran jg cepat.",5,Positif,sangat membantu untuk memulai berinvestasi di reksadana  mudah dan transparan proses pembayaran jg cepat,membantu berinvestasi reksadana mudah transparan proses pembayaran jg cepat,"['membantu', 'berinvestasi', 'reksadana', 'mudah', 'transparan', 'proses', 'pembayaran', 'jg', 'cepat']",bantu investasi reksadana mudah transparan proses bayar jg cepat
aplikasi reksadana dan pembeliannya mudah banget buat pengguna pemula seperti saya. terima kasih bareksa,5,Positif,aplikasi reksadana dan pembeliannya mudah banget buat pengguna pemula seperti saya terima kasih bareksa,aplikasi reksadana pembeliannya mudah banget pengguna pemula terima kasih bareksa,"['aplikasi', 'reksadana', 'pembeliannya', 'mudah', 'banget', 'pengguna', 'pemula', 'terima', 'kasih', 'bareksa']",aplikasi reksadana beli mudah banget guna mula terima kasih bareksa
"Penjualan Surat Berharga susah dan ribet. Dan saat chat dengan CS bahasa yang dipake bahasa template yang bertele-tele. RDN Binaartha yang dibuka saat pembukaan RDN sekarang berstatus nonaktif dan saya sudah mengubungi Binaartha sekuritas, namun dari Binaartha malah diminta untuk menghubungi CS bareksa dan setelah ke CS Bareksa hasilnya tetap tidak bisa dicairkan sampai sekarang. Saya kecewa. SR013 dan ST007 saya tetap ada di portofolio saya.",1,Negatif,penjualan surat berharga susah dan ribet dan saat chat dengan cs bahasa yang dipake bahasa template yang berteletele rdn binaartha yang dibuka saat pembukaan rdn sekarang berstatus nonaktif dan saya sudah mengubungi binaartha sekuritas namun dari binaartha malah diminta untuk menghubungi cs bareksa dan setelah ke cs bareksa hasilnya tetap tidak bisa dicairkan sampai sekarang saya kecewa sr dan st saya tetap ada di portofolio saya,penjualan surat berharga susah ribet chat cs bahasa dipake bahasa template berteletele rdn binaartha dibuka pembukaan rdn berstatus nonaktif mengubungi binaartha sekuritas binaartha menghubungi cs bareksa cs bareksa hasilnya dicairkan kecewa sr st portofolio,"['penjualan', 'surat', 'berharga', 'susah', 'ribet', 'chat', 'cs', 'bahasa', 'dipake', 'bahasa', 'template', 'berteletele', 'rdn', 'binaartha', 'dibuka', 'pembukaan', 'rdn', 'berstatus', 'nonaktif', 'mengubungi', 'binaartha', 'sekuritas', 'binaartha', 'menghubungi', 'cs', 'bareksa', 'cs', 'bareksa', 'hasilnya', 'dicairkan', 'kecewa', 'sr', 'st', 'portofolio']",jual surat harga susah ribet chat cs bahasa dipake bahasa template berteletele rdn binaartha buka buka rdn status nonaktif ubung binaartha sekuritas binaartha hubung cs bareksa cs bareksa hasil cair kecewa sr st portofolio
"Penjualan Surat Berharga susah ribet. Dan saat chat dengan CS bahasa yang dipake bahasa template yang bertele-tele. RDN Binaartha yang dibuka saat pembukaan RDN sekarang berstatus nonaktif dan saya sudah mengubungi Binaartha sekuritas, namun dari Binaartha malah diminta untuk menghubungi CS bareksa dan setelah ke CS Bareksa hasilnya tetap tidak bisa dicairkan sampai sekarang. Saya kecewa. SR013 dan ST007 saya tetap ada di portofolio saya.",1,Negatif,penjualan surat berharga susah ribet dan saat chat dengan cs bahasa yang dipake bahasa template yang berteletele rdn binaartha yang dibuka saat pembukaan rdn sekarang berstatus nonaktif dan saya sudah mengubungi binaartha sekuritas namun dari binaartha malah diminta untuk menghubungi cs bareksa dan setelah ke cs bareksa hasilnya tetap tidak bisa dicairkan sampai sekarang saya kecewa sr dan st saya tetap ada di portofolio saya,penjualan surat berharga susah ribet chat cs bahasa dipake bahasa template berteletele rdn binaartha dibuka pembukaan rdn berstatus nonaktif mengubungi binaartha sekuritas binaartha menghubungi cs bareksa cs bareksa hasilnya dicairkan kecewa sr st portofolio,"['penjualan', 'surat', 'berharga', 'susah', 'ribet', 'chat', 'cs', 'bahasa', 'dipake', 'bahasa', 'template', 'berteletele', 'rdn', 'binaartha', 'dibuka', 'pembukaan', 'rdn', 'berstatus', 'nonaktif', 'mengubungi', 'binaartha', 'sekuritas', 'binaartha', 'menghubungi', 'cs', 'bareksa', 'cs', 'bareksa', 'hasilnya', 'dicairkan', 'kecewa', 'sr', 'st', 'portofolio']",jual surat harga susah ribet chat cs bahasa dipake bahasa template berteletele rdn binaartha buka buka rdn status nonaktif ubung binaartha sekuritas binaartha hubung cs bareksa cs bareksa hasil cair kecewa sr st portofolio
"Aplikasinya bagus, sangat membantu sekali. Semoga kedepannya ada fitur² terbaik lainnya.",5,Positif,aplikasinya bagus sangat membantu sekali semoga kedepannya ada fitur terbaik lainnya,aplikasinya bagus membantu semoga kedepannya fitur terbaik,"['aplikasinya', 'bagus', 'membantu', 'semoga', 'kedepannya', 'fitur', 'terbaik']",aplikasi bagus bantu moga depan fitur baik
"Saya kapok nih beli reksadana di bareksa. Status order sudah diproses dan uang saya sudah didebit tapi tiba2 berubah menjadi batal. Lalu saya minta pengembalian dana tapi prosesnya sangat ribet. Pembuatan laporan ke cs juga ribet, tiap mau follow up status laporan dan ketemu cs yg berbeda maka harus jelasin lagi dari awal.",1,Negatif,saya kapok nih beli reksadana di bareksa status order sudah diproses dan uang saya sudah didebit tapi tiba berubah menjadi batal lalu saya minta pengembalian dana tapi prosesnya sangat ribet pembuatan laporan ke cs juga ribet tiap mau follow up status laporan dan ketemu cs yg berbeda maka harus jelasin lagi dari awal,kapok nih beli reksadana bareksa status order diproses uang didebit berubah batal pengembalian dana prosesnya ribet pembuatan laporan cs ribet follow up status laporan ketemu cs yg berbeda jelasin,"['kapok', 'nih', 'beli', 'reksadana', 'bareksa', 'status', 'order', 'diproses', 'uang', 'didebit', 'berubah', 'batal', 'pengembalian', 'dana', 'prosesnya', 'ribet', 'pembuatan', 'laporan', 'cs', 'ribet', 'follow', 'up', 'status', 'laporan', 'ketemu', 'cs', 'yg', 'berbeda', 'jelasin']",kapok nih beli reksadana bareksa status order proses uang debit ubah batal kembali dana proses ribet buat lapor cs ribet follow up status lapor ketemu cs yg beda jelasin
"Gimana mau tau bagus atau nggak kalau daftarnya aja susahnya minta ampun?!! Habis kirim foto ktp tiba-tiba mandek tidak bisa lanjut, hanya bisa pencet kembali ke proses sebelumnya. Ngulang berpuluh-puluh kali saja masih tidah bisa! Aduhh .... Kalau bisa tolong diperbaiki ya pliss. Bukan cara daftarnya karena emang sama dengan aplikasi investasi lain jadi tidak masalah. Tapi sistemnya itu lho sering ngebug.",1,Negatif,gimana mau tau bagus atau nggak kalau daftarnya aja susahnya minta ampun habis kirim foto ktp tibatiba mandek tidak bisa lanjut hanya bisa pencet kembali ke proses sebelumnya ngulang berpuluhpuluh kali saja masih tidah bisa aduhh  kalau bisa tolong diperbaiki ya pliss bukan cara daftarnya karena emang sama dengan aplikasi investasi lain jadi tidak masalah tapi sistemnya itu lho sering ngebug,gimana tau bagus nggak daftarnya aja susahnya ampun habis kirim foto ktp tibatiba mandek pencet proses ngulang berpuluhpuluh kali tidah aduhh tolong diperbaiki ya pliss daftarnya emang aplikasi investasi sistemnya lho ngebug,"['gimana', 'tau', 'bagus', 'nggak', 'daftarnya', 'aja', 'susahnya', 'ampun', 'habis', 'kirim', 'foto', 'ktp', 'tibatiba', 'mandek', 'pencet', 'proses', 'ngulang', 'berpuluhpuluh', 'kali', 'tidah', 'aduhh', 'tolong', 'diperbaiki', 'ya', 'pliss', 'daftarnya', 'emang', 'aplikasi', 'investasi', 'sistemnya', 'lho', 'ngebug']",gimana tau bagus nggak daftar aja susah ampun habis kirim foto ktp tibatiba mandek pencet proses ngulang berpuluhpuluh kali tidah aduhh tolong baik ya pliss daftar emang aplikasi investasi sistem lho ngebug
"Pendaftaran yang buruk sekali. Setelah upload foto pendaftarannya langsung hilang closed app. Dan tidak ada tanda tangan elektronik. Aplikasi ini hanya mengambil keuntungan dengan mengambil data"" pribadi KTP dan data bank yang digunakan. Pelayanan yang sangat buruk. Bagaimana saya bisa percaya dgn aplikasi ini. Jika kesan pertama saja buruk.",1,Negatif,pendaftaran yang buruk sekali setelah upload foto pendaftarannya langsung hilang closed app dan tidak ada tanda tangan elektronik aplikasi ini hanya mengambil keuntungan dengan mengambil data pribadi ktp dan data bank yang digunakan pelayanan yang sangat buruk bagaimana saya bisa percaya dgn aplikasi ini jika kesan pertama saja buruk,pendaftaran buruk upload foto pendaftarannya langsung hilang closed app tanda tangan elektronik aplikasi mengambil keuntungan mengambil data pribadi ktp data bank pelayanan buruk percaya dgn aplikasi kesan buruk,"['pendaftaran', 'buruk', 'upload', 'foto', 'pendaftarannya', 'langsung', 'hilang', 'closed', 'app', 'tanda', 'tangan', 'elektronik', 'aplikasi', 'mengambil', 'keuntungan', 'mengambil', 'data', 'pribadi', 'ktp', 'data', 'bank', 'pelayanan', 'buruk', 'percaya', 'dgn', 'aplikasi', 'kesan', 'buruk']",daftar buruk upload foto daftar langsung hilang closed app tanda tangan elektronik aplikasi ambil untung ambil data pribadi ktp data bank layan buruk percaya dgn aplikasi kesan buruk
Apps Reksadana yg rekomendasi sih... Trus lah berinovasi bareksa... Interface dan apps nya bagus dan ringan..,5,Positif,apps reksadana yg rekomendasi sih trus lah berinovasi bareksa interface dan apps nya bagus dan ringan,apps reksadana yg rekomendasi sih trus berinovasi bareksa interface apps nya bagus ringan,"['apps', 'reksadana', 'yg', 'rekomendasi', 'sih', 'trus', 'berinovasi', 'bareksa', 'interface', 'apps', 'nya', 'bagus', 'ringan']",apps reksadana yg rekomendasi sih trus inovasi bareksa interface apps nya bagus ringan
"Sangat membantu dalam invest reksadana n sbn. Tp knp akhir2 ni loading terus susah log in? Pdhl br top up lumayan.. Malah d blg kuota g da, cek kuota msh byk...ckckkckck...apa sudah mulai menjurus???",2,Negatif,sangat membantu dalam invest reksadana n sbn tp knp akhir ni loading terus susah log in pdhl br top up lumayan malah d blg kuota g da cek kuota msh bykckckkckckapa sudah mulai menjurus,membantu invest reksadana n sbn tp knp ni loading susah log in pdhl br top up lumayan d blg kuota g da cek kuota msh bykckckkckckapa menjurus,"['membantu', 'invest', 'reksadana', 'n', 'sbn', 'tp', 'knp', 'ni', 'loading', 'susah', 'log', 'in', 'pdhl', 'br', 'top', 'up', 'lumayan', 'd', 'blg', 'kuota', 'g', 'da', 'cek', 'kuota', 'msh', 'bykckckkckckapa', 'menjurus']",bantu invest reksadana n sbn tp knp ni loading susah log in pdhl br top up lumayan d blg kuota g da cek kuota msh bykckckkckckapa jurus
"Sangat membantu saya dalam memulai investasi reksadana. Mudah, cepat dan transparan. Sekedar saran, sebaiknya di aplikasi disediakan data historis grafik jumlah dana investasi (seperti grafik IHSG) dan kalkulator investasi.",5,Positif,sangat membantu saya dalam memulai investasi reksadana mudah cepat dan transparan sekedar saran sebaiknya di aplikasi disediakan data historis grafik jumlah dana investasi seperti grafik ihsg dan kalkulator investasi,membantu investasi reksadana mudah cepat transparan sekedar saran aplikasi disediakan data historis grafik dana investasi grafik ihsg kalkulator investasi,"['membantu', 'investasi', 'reksadana', 'mudah', 'cepat', 'transparan', 'sekedar', 'saran', 'aplikasi', 'disediakan', 'data', 'historis', 'grafik', 'dana', 'investasi', 'grafik', 'ihsg', 'kalkulator', 'investasi']",bantu investasi reksadana mudah cepat transparan dar saran aplikasi sedia data historis grafik dana investasi grafik ihsg kalkulator investasi
Aplikasi tidak bsa dibuka. stuck di splashscreen tidak lanjut ke menu utama. Sudah instal ulang tetap sama. Aplikasi sudah update yg terakhir. Tolong untuk bsa di periksa kembali bugnya. Terima Kasih sebelumnya tim bareksa.,5,Positif,aplikasi tidak bsa dibuka stuck di splashscreen tidak lanjut ke menu utama sudah instal ulang tetap sama aplikasi sudah update yg terakhir tolong untuk bsa di periksa kembali bugnya terima kasih sebelumnya tim bareksa,aplikasi bsa dibuka stuck splashscreen menu utama instal ulang aplikasi update yg tolong bsa periksa bugnya terima kasih tim bareksa,"['aplikasi', 'bsa', 'dibuka', 'stuck', 'splashscreen', 'menu', 'utama', 'instal', 'ulang', 'aplikasi', 'update', 'yg', 'tolong', 'bsa', 'periksa', 'bugnya', 'terima', 'kasih', 'tim', 'bareksa']",aplikasi bsa buka stuck splashscreen menu utama instal ulang aplikasi update yg tolong bsa periksa bugnya terima kasih tim bareksa
