content,score,Label
"Sempat terkendala dengan aplikasi bareksa, penangannya cepat jadi sudah bisa dipakai kembali. Sampai dengan saat ini sudah bisa digunakan dengan baik",5,Positif
"Agar lebih efisien, kira nya pada menu notifikasi bisa di tambahkan ""delete all"" pada notifikasi yg sudah terbaca, terimakasih.. bareksa the best",4,Positif
Menunya gak ribet .cocok buat pemula investasi. Pilihan produknya banyak. Ya cuma tampilannya aja yg kurang berwarna.,5,Positif
"Aplikasi yang sangat membantu, tampilannya simple dan mudah dimengerti, terus kembangkan",5,Positif
Sementara masih 2 bintang. Nanti jadi 5 kalo waktu pembelian dan penjualan bisa hanya 1 hari walaupun aturan nya boleh sampai 7 hari waktu penjualan. Waktu yang sangat panjang,2,Negatif
"Fitur sangat mudah digunakan, semoga kedepan ada fitur auto debet sehingga memudahkan kita berinvestasi",5,Positif
Tolong tambahin fitur penambahan rekening bank. Selama ini cuma ada pengubahan rekening bank. Investor butuh fleksibilitas. Jangan kalah ama app sebelah,4,Positif
"Mau daftar tapi aplikasinya ada bug, fitur kamera tidak dapat dipakai sehingga tidak dapat upload gambar.",3,
"kenapa ya beli unit di hari jumat harga lagi turun, eh yg masuk harga naik, itu juga rabu baru masuk, mana tf 10jt lagi, gue kira tetep masuk di harga pas hari jum'at",1,Negatif
"mau daftar, otp kirim ke hp lama....15 menit up. pdhal pake wifi speed cuzzz ram hp cuzzz, n zonk nya lagi OTP aktif cm 5 menit. lha klo gini cara nya yaaa kapaaaaaaaan bisa daftar....",1,Negatif
"Saya suka bareksa. Pertahankan respon yang cepat dari tim bareksa atas keluhan penggunanya, terima kasih atas pelayanannya.",3,
"Aplikasi bareksa memang bagus, terbaik tapi tolong saran saya bank kustodiannya jangan hanya bank BCA saja Bank Indonesia masih banyak ada BRI,BNI, Mandiri,dll tolong ditambahi bank² yang lain. Akan saya Update bintang 5 jika sudah ada bank lain.",4,Positif
"Saya udah investasi 1 juta lewat buka lapak, terus disuruh verifikasi data tapi sampai skrang belum di setuju APERD, ada apa ini? Sampai kapan saya akan menunggunya?? Sudah hampir 1 minggu ini nungguin setujunya tolong bantu saya krna tidak ada cara utk menghubungi cs lewat buka lapak!!!!!!",1,Negatif
"Aplikasinya bagus, cuman untuk pembelian dan penjualan reksadana memakan waktu yang cukup lama. Tolong di Upgrade lagi sistimnya biar bisa memenuhi kepuasan pelanggan. By- Development",1,Negatif
"Sudah di otak atik termasuk ganti hp, dan ganti wifi tetap saja TIDAK BISA LOGIN",1,Negatif
"aq beli reksadana campuran diharga turun,,,trs selama 2 hari masih proses,,,padahal aq belinya di jam setengah 10,,,,beli diharga trun dapetnya harga naik,,,trs setelah 1 jm harga turun lagi,,,auto rugi,,,,kalau beli dikit sich gk masalah,,,ini aq beli 20 jt,,auto rugi,,,,tolong ya min kalau beli di jam kerja mohon langsung diproses,,,paling gk 2- 3 jm...ini 2 hari baru selesai diproses,,🙄",3,
"Aplikasi investasi paling parah yang pernah saya pakai. Layanan CS sangat tidak mumpuni, hanya tersedia via telpon dan email yang sangat susah untuk mendapatkan respon. Pembelian sering gangguan, dana nyangkut padahal pembayaran telah dilakukan melalui ewallet. Namun masih menunggu pembayaran, saldo tidak kembali. Dana nyangkut tanpa pertanggung jawaban . Lebih baik investasi di aplikasi lain.",1,Negatif
"Bintang 3 dulu Min, karena menurut saya cukup sangat lama untuk proses penambahan rekening baru atau perubahan rekening sudah beberapa bulan cuma sedang diverifikasi terus kurang cepet, dan juga tidak ada layanan customer service online yang bisa chat langsung atau via WA, tidak seperti kompetitor sebelah. Mohon untuk dipertimbangkan dengan adanya Customer service online 🙏",3,
"NOTE: masalah Switching & pengelompokan tujuan investasi. (1). Percepat proses switching, kalau bisa langsung, paling tidak 3-5 menit saja. (2). BUAT FITUR pengelompokan tujuan investasi beserta total target, notifikasi dan barometer didalamnya. Terimakasih",3,
"Selama ini pengalaman menggunakan app. Bareksa cukup memuaskan. Namun beberapa hari ini, saya mengalami masalah setiap memasukkan pin untuk log in ke akun saya. Setiap log in selalu muncul ""terdapat kesalahan dalam server"" padahal pin yang saya input sudah benar. Setelah menghubungi CS, diminta untuk update app. Sayangnya setelah diupdate, saya masih belum bisa log in karena kesalahan dalam server yang saya tidak ketahui penyebabnya",5,Positif
"kenapa ya saya sudah lakukan transaksi pembayaran namum status transksi saya "" menunggu pembayaran "" padahal uang di rekening saya sudah terpotong. tumben banget kaya gini, biasanya stlh beli langsung "" pembelian unit dalam proses """,3,
"Mohon bantuannya, saat ini mau menambah akun rekening bank tidak bisa melalui aplikasi. Dan sudah menghubungi CS bareksa di email tapi tidak direpon",4,Positif
"Semua fitur di bareksa sudah sangat lengkap. Mulai invest saham, SBN sampai emas. Hanya saja waktu proses switchingnya kalau bisa mohon agak dipercepat sehari saja karena byasanya menunggu 2 hari. Terimakasih....",5,Positif
"Switch produk 400rb dari saham ke pasar uang, eh pas switch jadi 390rb. Makasih bareksa. Menurut saya ini bukan karena harga instrument turun di saat produk di switch karena saya saat switch harganyapun lagi surplus. Biaya switch juga cuma 0,25%, jadi gak mungkin turunnya sampai 10rb sendiri.",1,Negatif
"Halo admin, kenapa update harga bareksa telat terus ya? Harga tanggal 29 November kok munculnya baru hari ini di tanggal 30 November? Kan saya jadi bingung menentukan waktu tepat untuk invest.",3,
"Cs nya kerjanya lemot balas email seminggu lebih baru di balas, itupun tidak menyelesaikan masalah. Coba Cs nya di resuffle saja dengan yg lebih niat kerja.",1,Negatif
"Sy termasuk new comer di aplikasi ini tp cukup senang dengan fiturnya hanya saja mungkin bisa dipertimbangkan ut rekening bisa ditambah krn kan bank besar di Indonesia ada beberapa, mungkin bisa ditambahkan jangan hanya pake BCA sj yah. Terima kasih..",5,Positif
Enak pakai aplikasi ini. Sangat mudah mengoperasikannya. Saya suka baca artikel berita di Bareksa. Tolong lebih sering share artikel2 tentang investasi raksa dana.,5,Positif
"Hampir 1 tahun pakai ini, dan sejauh ini bagus2 aja, pembelian dan penjualan sesuai prosedur dan sop yg di berikan, lebih banyak pilihan reksadana bahkan aset negara, jadi klu mau kenaikan yg pasti2 yah biasanya disini. Pertahankan kualitas dan tetap maju agar makin efisien dan banyak investor kesini. Ah pergantian rekening proses lama karena kudu ke cs tapi tetap bisa ganti dgn aman dan berhasil.",5,Positif
"saya udah inves 100 dan udah berhasil tp di apk masih 0 dan udah hub developer ktnya blum masuk ,mengsedih ,100 hilang pdhal udah 2 hari di cek saldo rekening juga nga balik ,sedekah jariah doang ama apk ini udah di cek masih aja kosong di dana saya apa nyangkut tuh uangnya saya bayar 103.100 ,uang nga kembali ,dan juga di apk ini ttp kosong",1,Negatif
"Ini gimana sih? Udah transfer uang belum selesai"" proses pembeliannya gagal pula nge klik butuh bantuan enggak terkirim juga pesannya, trus uang saya gimana kalo gagal/dibatalkan? Moho bantuannya. Kalo emang beneran menguntungkan paling enggak ya dikembalikan ke ovo dong! Jangan kasih ketidak pastian kaya gini.",2,Negatif
Aplikasinya mudah bangett apalagi buat yang baru pertama kali mau berinvestasi. Selama saya disini untuk pencairan tidak dipersulit dan sesuai dengan tanggal yang estimasikan bahkan lebih cepat 1 hari. Good sih buat bareksa..👍,5,Positif
"Secara garis besar Puas, mo Investasi di Bareksa ajaaaaaaaa.... Tapi tetap ada kekurangan.. agak lama unt proses pencairan yess..",5,Positif
"Pendaftaran nya sulit,sdh upload foto ktp dan foto diri sampai 3x tetap tidak bisa terverifikasi.alasannya krn foto d ktp tdk sesuai dngn foto diri . ya kalii min foto ktp dah thn orok dan burem masak hrs sma kayak foto asli . Apa harus wajah saya di buremin jg nih biar bsa sama kayak di ktp? 😏 Data2 udah terlanjur masuk pula,takut mlah d salah gunakan nantinya . Smoga sja tdk ya min !",1,Negatif
"Min mohon dong tambah pembayarannya via gopay trus pencairannya jg jgn dari bca aja min, di perbanyak min bank pencairannya. Soalnya saya reksadana masih sedikit saldonya kalo kepotong buat biaya tf kan sayang min karna imbal hasil nya belum sampe segtu. Saya suka bgt sama bareksa, cuma butuh peningkata lg min dalam pembayaran dan pencairan. Makasih",2,Negatif
"Menurut saya aplikasi bareksa sudah cukup bagus dalam penjelasan nya di app sbg investasi pemula seperti saya.. Semoga terus update lebih baik lagi, metode pembayaran nya di permudah, pokoknya sukses selalu bareksa",5,Positif
Sebenernya sudah oke cuma sayang untuk pejualan produk memakan waktu sangat lama beda dengan bibit yang sangat cepat dalam proses pencairan penjualan tolong tolong untuk bareksa ditingkatkan lagi,5,Positif
"Bagus untuk pemula. Saran dong tambahin fitur ahli waris juga kayak aplikasi sebelah, biar kalo ada apa2 dg investor, bisa diwariskan. Semacam asuransi gitu. Terimakasih..",5,Positif
"Udah terdaftar di ovo invest sama bukareksa malah di bareksanya gk bisa daftar, udah ganti HP, udah aplikasi terbaru tetap gk bisa daftar, udah hub cs bareksa tp gk kompeten, jgn pake ini aplikasi deh ribet mau invest aja buka rekening dipersulit, beda sama kompetitor",1,Negatif
"Opsi data diri perlu diatur lagi tampilannya. Setiap scroll ke bawah selalu kepencet item yg tdk perlu, akhirnya malah agama, status pernikahan, sumber penghasilan, tujuan investasi suka keganti sendiri ga sengaja. Pas mau diubah malah gabisa, server error.",3,
"Platform yang sangat oke untuk belajar investasi, tampilan user interface juga bersahabat dan mudah dipahami. Semoga bareksa bisa konsisten & tingkatkan pelayanannya. Saran: Buatlah promo untuk investor yang memasukan saldo <500rb untuk menarik dan memacu para user untuk lebih giat investasi.",5,Positif
"Tarik tunai nya mantap terlalu lama, transaksi tgl 4-10-21, pencairan katanya tgl 8-10-21 ehhhh s/d sekarang tgl 28-10-21 belum juga cair . Dengan alasan selalu retur saat transfer ke rekening penerima, padahal rekening masih aktif, sudah lampirkan foto buku tabungan, foto KTP, foto Selfi dengan KTP. Biasa nya juga lancar ga kaya gini, ampun dah.",4,Positif
"Mau daftar aja susah... Knapa kode OTP harus nomer HP di sangkut pautkan dengan aplikasi lain, klo nomernya masih aktif masih bisa kirim kode OTP klo udah ngga aktif alhasil ga bisa daftar bahkan mempersulit",1,Negatif
Sudah hampir 2 tahun menggunakan aplikasi Bareksa untuk membeli produk-produk Reksadana. Pokoknya Bareksa ini bisa dipercaya untuk yg minat atau baru mulai investasi 👌,5,Positif
"Bareksa, bisa gk kalau mau update harga portofolio harga yang hari ini? Jadi kalau saya mau jual atau beli, harganya sesuai dengan ekspetasi saya. Misalkan hari ini tanggal 3 november 2021, masa kasihnya yang tanggal 2 November 2021.",1,Negatif
"Alhamdulillah bisa belajar investasi, walaupun tidak besar tapi sambil menyelam minum air... Sejauh ini tidak ada kendala apapun tentang transaksi jual-beli lancar2 saja. Tapi kalau bisa Nominal pembelian bisa di minimum kan biar bisa konsisten walaupun nominal kecil dan metode pembayaran tolong di tambah biar lebih gampang. Terimakasih...",5,Positif
"Awal awal bagus, eh giliran transaksi pake ovo di bareksa pembelian berhasil tapi uang tertahan, Reksadananya tdk terbeli, giliran udah melapor dan disuruh cek ulang, uangnya menghilang! Bener bener kecewa sih! Padahal selama ini gk seperti ini!",1,Negatif
"Saya stak di verifikasi no HP ketika mau daftar,, smpai skrng tidak ada SMS otp klo mau daftar,, knp yaa",1,Negatif
"Aplikasinya suka banget untuk customer service nya bisa lewat IG dan fast respon, tapi sayang hampir g pernah ada promo cashback baik dari dari MI atau e-walletnya gak kayak tetangga sebelah, dan promonya cuma undian doang",5,Positif
"Untuk yg lain oke, banyak pilihan reksadana cocok untuk pemula sperti saya, cuma sayangnya untuk tarik tunainya aga lama prosesnya sudah sminggu saldo ku gk cair2 katanya tgl 25 tapi dah siang saldo gk masuk2, gk seperti tokped hari ini jual gk sampe sehari saldo sudah masuk, maaf ini cuma pendapat saya aja, trima kasih",4,Positif
Aplikasi inves reksadananya bagus. Lengkap dan banyak pilihan reksadananya. Banyak promo,5,Positif
"Bagus sih buat pemula ,tapi pilihan pembayaran dompet digital cuma ada 'OVO dan LinkAja'. Mohon ditambah pilihan pembayaran lain, misal 'ShoopePay' . goPay",3,
Saya cairkan Reksadana saya dari tanggal 13 & 14 kenapa belum masuk juga padahal udah lewat dari 2 kerja walaupun Sabtu Minggu gak di hitung karna libur & kayak sekarang juga gak di hitung saya paham akan hal itu tapi kenapa lama banget masuknya ke rekening saya & sedang di aplikasi lain sebut aja aplikasi bibit masuknya cepat sekali ada apa dengan bareksa?,1,Negatif
"Bagus kok ini adalah aplikasi yang 5 terbaik di 2021 di saham . Aku sudah nyoba dan tarik tunai ok ok saja. Dan ada notifikasi email , dan ada surat fisik yang dikirim dari bareksa via ekspedisi pos indonesia. Dan bisa dimulai dibawah 100.000. Tolong aplikasi dibuat mudah dipahami bagi pemula... ya ...",5,Positif
Pambelian lama proses masuknya... penjualan lebih lama lagi prosesnya masuknya... Tolong di perbaiki lagi sistemnya... Biar sama-sama saling menguntungkan,3,
"Saya baru download,sebelum nya belum pernah download dn daftar bareksa.baru pertama mau mencoba.tp aneh nya pas dafta no ktp anda sudah terdaftar,kok bisa ya...aneh bin ajaib poko nya",2,Negatif
Saya sudah email untuk tambah rekening sejak 30 september 2021..namun belum ada balasan sampai saat ini hrusnya nambah rekening dipermudah saja..tdk perlu email2an lagi..,3,
"Di apk sbelah pembelian ga pernah gagal. Bareksa kalo pembelian gagal, dana ga langsung dikembalikan rekening. Sudah email CS slow respon... Payahh...🥵 Ga usah investasi banyak di aplikasi ini...",1,Negatif
"Tampilannya enak di lihat, memudahkan pemula untuk belajar ttg reksadana.",5,Positif
Aplikasi bagus menurut saya hanya saja kekurangan nya di pembelian sama penarikan yang membutuhkan waktu lama,5,Positif
Sudah tidak bisa mengubah rekening sendiri melalui aplikasi. Kenapa harus melalui email dulu dengan mengirimkan foto KTP dan Selfie memegang KTP. Jadi khawatir disalahgunakan fotonya. Tolong dihadirkan lagi fitur mengubah rekening sendiri.,1,Negatif
"Buat verifikasi KTP & FOTO SELFIE kamera tidak berfungsi,kalo misalnya aplikasinya gak guna kenapa gak ditambah fitur Galleri jadi bisa langsung ambil foto dari Galleri aja. Keluar dari aplikasi ngulang lagi ngisinya dari awal,tapi kalo dilanjut tetep aja kamera tidak bisa berfungsi malah cuma gambar gelap.",1,Negatif
"Ini apps yang top banget, disarankan bagi pemula yang mau belajar, banyak pilihan Reksadana Pasar Uang, Pendapatan Tetap, Campuran, Saham, Index. Klo masi bingung bisa gunakan fitur Robo. Baru 2 minggu mencoba bareksa, sangat mudah dipake dipelajari, cm memang ada resiko yang harus diperhitungkan. Perlu strategi dan membaca situasi pasar. Klo mau aman buat pemula bisa coba di Pasar Uang dijamin low risk dan yg pasti bunga lbh besar dr deposito bank",5,Positif
Sebagai pemula mudah mudahan aplikasi sangat bermanfaat mudah diakses yang perlukan mantap Sangat membantu aplikasi Bareksa masa depan yg lebih baik aman dan nyaman terimakasih 🙏,5,Positif
Bagus aplikasinya....pilihan reksa dananya juga banyak....Untuk rekening utama yg di app tsb belum ada BSI.. Semoga Segera ada Rekening BSI nya untuk Rekening Utama...terima kasih,4,Positif
"Kok setiap aku mau foto KTP aku kok ngga bisa,cameranya item semua padahal aku coba camera wa dan biasa itu semua bisa tapi pas di aplikasi ini ngga bisa",3,
"Banyak promo menarik pada tiap periode, disertai juga berita dan analisis seputar investasi passive income yang berguna untuk investor pemula seperti saya,, tetapi mungkin lebih baik jika di tambahkan fitur polis asuransi agar pengguna dapat mengaksesnya dalam satu aplikasi",5,Positif
Bagus banget aplikasinya. Pilihan reksadananya juga bnyak dan beragam. Pilihan pembayarannya saya rasa sudah cukup banyak Ada yg pakai dompet digital walaupun cuma 2 pilihan dompet digital dan pilihan pembayaran lainnya. Informasi Dan prospektus dari masing masing mi juga sudah jelas dan ada pilihan untuk ngebandingin antar m.invest. untuk tampilan dan penggunaan aplikasinya user friendly sekali. Blm menggunakan robo advisor karena jumlah transaksi awalnya cukup banyak menurut saya yg msh mhsswa,5,Positif
"Sangat bagus, cocok untuk semua kalangan. Jelas dan simple UInya",5,Positif
"Fitur-fitur nya lengkap, bagus dan mudah dipahami khususnya bagi pemula seperti saya.",5,Positif
"Tolong di perbaiki saat tampilan simulasi nya, selalu force close klo buka tampilan simulasi",3,
Makin puas karna lebih mudah melakukan pembayaran dari e wallet ... Trima kasih bareksa ... Semoga kedepan lebih ada terobosan baru untuk generasi muda lebih mudah berinvestasi,5,Positif
Alhamdulillah berkat investasi meskipun sedikit saya merasa telah di untungkan oleh Bareksa.. Semoga kedepan nya terus maju dan maju lagi,5,Positif
"Bagus aplikasinya, mudah digunakan bagi pemula, dan lumayan lengkap produknya.",5,Positif
"Tambah fitur grafik pertumbuhan investasi untuk investor, update harga kalau bisa dipercepat, dan tambah fitur penunjang informasi kaya expand ratio. Semangat bareksa jadi agen reksadana terbaik di Indonesia!! Saya kasih bintang 4 dulu, kalau fitur sudah di update untuk memudahkan investor saya kasih bintang 5, bahkan 100 kalau bisa😂",4,Positif
"Update data investor selalu gagal.. padahal hanya merubah di kolom ""agama"".merubah profil resiko investor juga selalu gagal Tolong segera diperbaiki",2,Negatif
"Tolong dipercepat proses update harga unit hariannya, karena seperti peramal, membeli kucing dalam karung jika diberi infonya harga unit kemarin padahal belinya hari ini dan mengikuti harga di hari ini pula tapi harganya belum diupdate. Updatenya juga lamaaaa banget. Proses pembelian unit juga lamaaa.",3,
Ribet buat ubah data nomor telfon harus foto ktp lah buku tabungan lah padahal akunnya aja jelas sama dan masih ada nomor rekening yg sama. Minta bantuan dari CSnya juga sama disuruh foto identitas lagi,2,Negatif
"Aplikasinya bagus, mudah di gunakan. Tapi untuk proses pembelian waktunya lama. Mungkin bisa di tingkatkan. Terimakasih.",5,Positif
Bagus untuk pemula yang ingin menyimpan uang dengan harapan imbal balik Karna sistem penjualan butuh beberapa hari jadi bisa nahan diri untuk tidak menggannggu investasi Beda kalau uang ada di rekening bank bisa kapan saja di ganggu melalai ATM.,4,Positif
Mekanisme nya sudah bagus mudah dimengerti dan gak ribet lebih suka BAREKSA dari yang sebelah cuma gak ada opsi WARISANNYA dipengaturan kaya di BIBIT jadi gimana doong,4,Positif
"Bareksa adalah aplikasi yg sangat memudahkan untuk berinvestasi dan mengedukasi baik dlm berinvestasi, fitur2 yg mudah di pahami, tingkatkan terus inovasinya, edukasi dan fitur2 Bareksa",5,Positif
"sementar segini dulu.. klo bisa terhubung dg salah satu e walet biar gampang top up atau salah satu bank digital kyk bank jago gtu.. biar beli reksa dana nya lebih mudah lagi.. biar gak banyak biaya"" tranfer gtu.. semoga di pertimbankan..",4,Positif
"respon nya terlalu lama, akun saya blm di verifikasi sdh hampir setengah bulan hanya krn foto e-ktp saya tdk bisa terbaca, ingin mengirim foto kembali tp tdk bisa terkunci aplikasi nya, sdh di e mail CS nya cuman di balas saja tdk di follow up.",1,Negatif
Bagus sih.. cuma pembelian unit makan waktu lama berhari2.. dan biaya kalo via OVO dalam apps tertulis gratis.. tapi realitanya tetep kena admin.. ya meski kecil 1rb.. cuma aku sbg investor pemula yang belinya juga dikit2 kayak jadi nombok gitu.. beli 100/250rb admin 1rb.. sebulan belum tentu kan dpt bagi hasil segitu.. jd yaa gmna ya.. biaya admin lebih besar dari bagi hasilnya dong :') Semoga kedepan Bareksa bner2 tanpa biaya admin.. dan wkt switching/tarik dana ngga kena biaya banyak2 lah..,4,Positif
"Bareksa cukup bagus untuk berinvestasi, terutama terdaftar di ojk dan petunjuk untuk invest mudah dipahami, kemudian kecepatan notifikasi 'good job' bisa kita lihat akumulasi invest di KSEI.",4,Positif
"Ini kenapa mulai susah lagi ya masuk aplikasi.. sudah 1 minggu susah masuk aplikasi masa harus uninstal dl baru instal masuk lagi.. mohon diperbaiki,padahal sebelumnya masuk aplikasi gampang",3,
Bagaimana cara transaksi melalui flip..katanya bareksa sudah bisa transaksi melalui flip..,2,Negatif
"Utk bareksa cukup bagus aplikasi nya, produk reksadana beragam, fitur nya oke dan mudah di pahami utk investor pemula. Cuma saran saya utk metode pembelian lebih bagus lgi dong kak, jangan ada fee/biaya tambahan, kan kita tujuannya nabung reksadana sedikit2, klo tiap beli ada biaya admin nya kan sayang kak. Mohon maaf sblmnya.",4,Positif
"Bad experience at all, awal yg buruk dalam hidup saya untuk bisa memulai investasi reksadana dan mungkin bisa jadi ""bad chossen"" menggunakan app ini utk investasi, 1) Mempersulit investor dibagian pembelian menggunakan via ""transfer"" Di banding app sebelah 2) "" Refund"" dana memakan waktu berhari-hari, ""harus kah?"" 3) pembelian terlalu lama ""unit dalam proses"" Lebih 2 hari. Not recommended bro",1,Negatif
"Aplikasi bagus untuk investasi pemula. Tampilannya mudah difahami. Selama saya gunakan gak ada kendala. Hanya saja program promo yang ditawarkan kurang menarik. Tidak seperti aplikasi pesaingnya, B1b17 yang promo cashback langsung dapet. Tanpa harus diundi.",4,Positif
"Aplikasi sangat bagus, produk reksadananya juga lengkap. Sekedar usul, untuk langkah reset pin mohon ditingkatkan keamanannya, misal dengan meminta user memasukkan nomor NIK sebagai syarat reset PIN. Langkah reset PIN yg terlalu mudah dapat memungkinkan aplikasi disalahgunakan orang lain. Hal ini juga mengantisipasi ketika terjadi HP hilang",5,Positif
Sangat suka Bareksa dibanding dengan aplikasi lain yang sama menawarkan produk reksadana. Tampilan yang bukan saja sangat mudah tapi juga menarik.,5,Positif
"Aplikasinya bagus, cukup mudah digunakan, mulai dari pembuatan akun, pembelian produk dan pembayaran tidak ada kesulitan yg berarti. Semua petunjuk telah disediakan. Yang penting diikuti dgn baik.",5,Positif
"Min, saya sudah unduh aplikasi dan isi form, lalu ada kesalahan typo pengetikan pada nomor rekening dan sudah saya email ke cs dari hari Kamis sampai sekarang tidak ada tindaklanjutnya. Bagaimana saya mau beli² untuk investasi kalau keluhan by email aja lama jawabnya, hal yang berbanding terbalik dengan promosi Bareksa di medsos yang heboh seperti Tim Hore saling sahut²an puja puji. Makasih, kalau jawaban Mimin masih pakai BOT dan normatif maka auto delete, pindah ke sebelah",1,Negatif
"Daripada dana tergerus inflasi sementara mau buka deposito di bank tapi blm bisa memenuhi minimal transaksi untuk mendapat bunga yang bisa menutupi inflasi mending dana simpan di sini saja, minimal transaksi kecil, return ok ditambah lagi sudah diawasi OJK. Mantap dah.",5,Positif
"Masa saya masukin tahun sudah benar.katanya tidak terdaftar di dukcapil.saya cek kembali lalu saya edit lagi di benerin masih kayak gitu katanya ga terdaftar.laaah pusing. Enakan di ajaib,bibit isi data2 mudah.tolong bisa di bantu cek tidak ya?",3,
App bareksa sangat user friendly dan informatif..tingkatkan trs..sukses sll tim bareksa,5,Positif
"Sangat membantu untuk menabung ♥️ aplikasi simple, tampilan oke, pendaftaran cepet, mudah, Good job team bareksa 👏 semoga aplikasi di update lebih bagus lagi, terutama soal pembayaran lebih di perbanya e-wallet nya, terutama e-wallet DANA di tunggu update an nya 👏",5,Positif
"Sebenarnya saya suka tampilan bareksa sekarang, tapi karena top up via VA bayar, jadi mikir juga. Berharap transfer virtual accout free, kaya sebelah.",5,Positif
"Mantap nih, jadi bisa inves tanpa ribet. Tapi tambahin gopay untuk pembelianya, biar pengguna gopay juga bisa melakukan transaksi jual beli",4,Positif
"Update NAB nya lama banget, aplikasi sebelah jam 8 malam udh update. Di bareksa bisa besok pagi nya baru update NAB yg kemarin. Tolong di perbaiki sistem nya.",4,Positif
Dari pertama kali instal dan mempergunakan aplikasi bareksa tidak ada gangguan/masalah yg berarti dan selalu ada pengembangan yang semakin bagus.,5,Positif
"Sejauh ini aplikasi Bareksa cukup bagus, support untuk Android Lollipop juga. Dari sekian banyak aplikasi-aplikasi reksa dana di playstore, cuma Bareksa yang nyediain fitur lengkap + support Android 5.1 (Lollipop), UI/UX-nya juga nyaman di mata. Pertahankan terus kenyamanan pelanggan. Namun ada sedikit kekurangan, yaitu saat pendaftaran di bagian verifikasi KTP kamera HP tidak bergerak (stuck, tested on Android 5.1) sehingga menyulitkan pendaftar untuk membuat akun baru.",5,Positif
Semua OK tidak ada kendala. Hanya saja tampilan dan fitur menabungnya gak seketje aplikasi sebelah. Semoga kedepan nya tampilan nya diperbarui lagi.,5,Positif
Saat pilih produk kenapa selalu redirect ke Home yah ? Apa lagi ad problem bareksa versi ini ?,2,Negatif
"Untuk analisisnya sudah cukup memudahkan, perlu tambahan pilihan dalam menu filter produk",5,Positif
"Pembelian produk harus menunggu 2 hari kerja, dan harga yang dibeli menjadi tidak pasti. Niatnya pengen beli pas harga lagi turun, dapetnya pas harga udah naik. Coba ditingkatkan lagi transaksinya agar lebih cepat.",3,
"Saran saya, kalau mau investasi di Pluang. penarikan dan deposit cepat. pemakaian juga mudah. di bareksa penarikan perlu waktu beberapa hari. bahkan hampir semingguan baru cair. pembelian saham juga lama.",1,Negatif
"Pengalaman Investasi reksadana yg menyenangkan, dengan fitur yg mudah digunakan dan dengan produk yg sudah komplit.",5,Positif
"Masih perlu ditingkatkan untuk app versi android. semoga kedepan aplikasinya dapat mengakomodir kebutuhan pengguna, kemudahan penggunaanya, efektifitas menu pilihannya, dan kemudahan menelaah Informasi produk yang sudah kita beli. lebih User Friendly pokoknya",5,Positif
Untung cepat tanggap dan langsung di perbaikin eror system nya..jd saya ubah lg menjadi bintang 5..tingkatkan lg pelayanan nya..terimakasih..,5,Positif
"Alhamdulillah,, sekarang aplikasinya sudah bisa dibuka dengan lancar lagi,, ternyata ulasan saya langsung di tindak lanjuti,, Tingkatkan terus kwalitas aplikasinya Bareksa,, supaya para millenial senang berinvestasi di Bareksa dan tidak jenuh dengan aplikasinya,,",5,Positif
Verifikasi rekening ribet. Pdhl sudah dikirimkan screenshot informasi pembukaan rekening melalui digital Saving. Y namanya digital Saving tidak ada bukti fisiknya. Zaman sekarang rekening sudah tidak pakai buku tabungan secara fisik. Nyari informasi di Mobile Banking cm ada no rekening dan informasi saldo. Info lengkap tidak ada,3,
Akun sy sudah ada tp kenapa setiap sy masuk sy pakai pin securty selalu salah.. dan gk bisa masuk padahal password saya sudah betul.. Kadang ini terjadi kadang ini tidak.. mohon untuk diperbaiki lagi sistem pin security nya.,5,Positif
"Platform aplikasi mantap,semuanya diterangkan dgn jls dan mudah dipahami bahkan utk investor pemula sekalipun.ada kamus istilah2 dlm reksadana jg.Mantap!!",5,Positif
"Ini knpa ya kok aplikasi tidak bisa di buka, kesalahan server terus saat memasukan pin padahal pin bener.",3,
Aplikasi nya bagus..mudah dimengerti buat pemula seperti saya dan bisa dipercaya krn mengantongi izin ojk... Thank you,5,Positif
"Memang bagus, cuman pas saya mau masuk ke Bareksa lagi, selalu ada kata² ""terjadi kesalahan dalam server"", maksudnya apa? Padahal internet saya bagus",3,
Kenapa sering banget masalah server? Tolong lah diperbaiki demi kenyamanan dan kepercayaan user sama bareksa.,4,Positif
"Saya tidak menang undian Payday saya kecewa, karena itu saya uninstall ini aplikasi. Lebih baik kasih bonus secara langsung daripada di undi segala.",1,Negatif
"Wahh aplikasi ini benar2 membantu kita dalam berinvestasi. Pelayanan nya sangat bagus, sistemnya benar benar mudah dan aman:)",5,Positif
Min buat tampilan portofolianya yang menarik ya. Model list gitu terlalu monoton,5,Positif
"Saran aja mending cari yang lain, disini serba lelet. Tidak ada live chat untuk mempermudah, diemail cuma bales yang itu2 aja tanpa dikasih penjelasan caranya. Cukup nyesel milih yang ini",1,Negatif
"Suka banged sma bareksa no tipu2 krn sudah lama dn berpengalaman, Terus berinovasi, Sukses dan Maju terus!!! Kritik: Pembayaran saat pembelian reksadana masih saja lambat masuknya di portofolio!",5,Positif
"Saya berkali-kali mau bikin akun bareksa tidak bisa, karena saat akan foto KTP kamera tidak bisa digunakan di pencet apapun ngabisa, padahal gambar ktp saya sudah pas dan jelas, jadi bagaimana cara membuat akun bareksa ini sebenarnya?",1,Negatif
